Field ID RA DEC FWHM ISOarea KRON_RADIUS nDet_magPStotal PhotoFlagDet U_PStotal F378_PStotal F395_PStotal F410_PStotal F430_PStotal G_PStotal F515_PStotal R_PStotal F660_PStotal I_PStotal F861_PStotal Z_PStotal e_U_PStotal e_F378_PStotal e_F395_PStotal e_F410_PStotal e_F430_PStotal e_G_PStotal e_F515_PStotal e_R_PStotal e_F660_PStotal e_I_PStotal e_F861_PStotal e_Z_PStotal "r - i" "r - J0660" "e(r - i)" "e(r - J0660)"
STRIPE82-0133 iDR3.STRIPE82-0133.044609 332.6090942638074 0.03695036926426546 4.2256503 242 3.2577646000000002 12.0 0 21.28373 16.535995 16.401497 15.845367000000001 15.796439999999999 17.580767 15.253342000000002 17.043870000000002 14.916864000000002 15.624744 14.762955999999999 14.881863000000001 0.21566479 0.010270461 0.012894566000000001 0.00839291 0.007859123 0.008907489499999999 0.005436921999999999 0.0064528272 0.0026518973 0.0032461209 0.0037506463 0.0028030623 1.419126000000002 2.1270059999999997 0.007223315012546292 0.006976498990382434
STRIPE82-0133 iDR3.STRIPE82-0133.044829 333.1370474381434 0.043662341743751824 2.597834 66 2.999266 12.0 0 21.30641 18.630802 18.563402 17.680277 17.481972 18.171125 16.834827 16.696304 16.335339 16.338682000000002 16.132133 16.135733 0.22016029 0.037399415 0.052009895 0.024062196 0.020288905 0.012524653 0.012455178999999999 0.0053412137 0.005350329399999999 0.004756588 0.0080364505 0.005828013000000001 0.3576219999999992 0.3609650000000002 0.007152181009371316 0.0075600653752181295
STRIPE82-0134 iDR3.STRIPE82-0134.044768 333.1889323269491 1.4426033493490462 3.2316263 69 2.5662258 8.0 0 99.0 99.0 99.0 99.0 20.740185 18.779186 18.940117 17.880735 16.619001 17.46015 17.415564 17.277126000000003 21.983627 21.451641 20.89271 21.16822 0.2880742 0.022507995 0.05171387 0.012548513 0.006297191999999999 0.011753151000000002 0.023157677 0.016170444 0.42058500000000265 1.2617340000000006 0.0171930723531302 0.014039936096579393
STRIPE82-0135 iDR3.STRIPE82-0135.033451 335.06302922305315 -0.8019291991958989 2.2675682999999998 63 3.5018307999999996 12.0 0 20.899887 21.026398 20.381226 19.652359 19.542479999999998 18.736675 18.642398999999997 17.746170000000003 16.765503 17.305294 17.115284 17.076145 0.12047293 0.21343544 0.18121728 0.09648575 0.08707925 0.020431511 0.0379394 0.0095605515 0.006209602 0.0076451306 0.012300298000000001 0.00921066 0.44087600000000293 0.980667000000004 0.012241411964116256 0.01140014482287643
STRIPE82-0136 iDR3.STRIPE82-0136.019556 333.7125637592416 0.5902334250919312 3.292311 108 3.702899 12.0 0 18.751694 18.671402 18.395785999999998 17.727556 17.503963 17.288782 17.04795 16.88084 16.627385999999998 16.80097 16.416954 16.638720000000003 0.048742943 0.05272075 0.05770283599999999 0.04200705 0.0335706 0.010151457 0.019945951 0.0066294430000000005 0.0088447165 0.006732241 0.012666614 0.008081692 0.07986999999999966 0.2534540000000014 0.009448416977056527 0.011053439485319547
STRIPE82-0136 iDR3.STRIPE82-0136.044693 334.74373193070284 1.4447507397035342 4.009967 190 3.1180732000000004 12.0 0 17.653194 17.45624 17.029101999999998 16.483288 16.148453 16.657167 15.551229000000001 16.067703 14.938827999999999 15.291216 14.759043 14.753542000000001 0.020563984 0.020998597 0.021037411000000002 0.016621191 0.012752586000000002 0.006623913 0.007580098 0.004078407 0.0033343561999999998 0.0028069431 0.0046127406 0.0025712159 0.7764870000000013 1.1288750000000025 0.004950993155346371 0.005267953580483359
STRIPE82-0141 iDR3.STRIPE82-0141.016889 339.2117236926289 -0.969237642663032 3.1649556 123 3.5378568 12.0 0 19.148207 18.866877 18.642563 18.098871 17.983543 17.332110999999998 17.462436999999998 17.079432 16.764727 16.825530999999998 16.576431 16.78954 0.036532942 0.0445449 0.062757455 0.034589313 0.03138785 0.007586252 0.01788024 0.0062192725 0.0064854664 0.0060416744 0.010547777 0.008042846999999999 0.2539010000000026 0.314705 0.008670708159364587 0.008985578715630129
STRIPE82-0141 iDR3.STRIPE82-0141.052132 338.73736671468515 0.04399066326114391 5.690785 105 2.695309 12.0 0 18.610687 18.659153 18.778866 17.595195999999998 17.450954 18.026525 17.188913 17.586403 16.671947 17.445439999999998 16.571842 18.226316 0.024505539 0.037627358 0.068556085 0.024955856000000002 0.02232808 0.011425412 0.015375318 0.008397913 0.006263377 0.008943065 0.010613543999999999 0.023709882 0.14096300000000284 0.9144560000000013 0.012267980858714852 0.010476394141101126
STRIPE82-0141 iDR3.STRIPE82-0141.057863 338.30509007658435 0.03445264221246744 3.1253164 251 3.1923637 10.0 0 99.0 99.0 19.41479 19.881945 19.704292000000002 18.156332 17.86873 16.876375 16.125007999999998 15.687099 14.630172 14.983604000000001 22.15539 21.659859 0.11517154 0.14598623 0.12393138 0.012385786499999999 0.023776652000000002 0.005657379000000001 0.0047124256 0.0033320673 0.003585177 0.0028010802 1.1892759999999996 0.7513670000000019 0.006565714709105956 0.007362940457804637
STRIPE82-0143 iDR3.STRIPE82-0143.016137 339.59688919210015 -0.952268013442764 3.0799279999999998 97 3.6871898 12.0 0 17.99057 17.543129 17.82176 17.866417000000002 17.749638 17.854343 17.819271 17.842892000000003 17.463491 17.83907 17.71034 17.372828 0.017595364 0.01905832 0.031114272999999998 0.025593461 0.022373931 0.010632144 0.020626962 0.010206054 0.008893728 0.012088068 0.02171066 0.013819254 0.0038220000000031007 0.37940100000000143 0.01582039589338838 0.013537427229311337
STRIPE82-0144 iDR3.STRIPE82-0144.005026 339.92814739821137 0.09277210149875112 5.8801947 185 3.4656904 12.0 0 20.69189 20.698404 20.222298000000002 19.186184 18.868114000000002 17.95093 17.827633 16.648634 16.130095999999998 16.06674 15.786442000000001 15.765812 0.11151780000000001 0.15340948 0.17158262 0.06342193 0.04709198 0.010909056 0.020159673 0.0050081890000000006 0.004272646 0.003985015 0.0059835254 0.0044495356 0.5818940000000019 0.518538000000003 0.0064001798107511014 0.006583119389851365
STRIPE82-0145 iDR3.STRIPE82-0145.005377 342.21205313768866 -1.3010352654118098 4.915852 98 3.2703412 12.0 0 21.680292 18.594720000000002 18.286835 17.840292 17.70681 19.026667 17.131052 17.509134 16.754988 17.285091 16.488670000000003 17.299073999999997 0.22001453 0.026715602999999997 0.03247044 0.020013845 0.017261423 0.015739707 0.010502846000000001 0.005884596 0.004572579 0.005780508 0.0071480717000000004 0.008774004 0.22404299999999822 0.7541459999999987 0.00824880250832083 0.007452311640991471
STRIPE82-0147 iDR3.STRIPE82-0147.029407 343.01871746324434 -0.7678136530372839 2.279039 207 3.0962252999999995 12.0 0 19.937002 19.717714 19.323864 18.422476 17.961922 17.261497 17.163946 16.325928 15.992164 16.023073 15.611495999999999 15.62621 0.053273886 0.07449153 0.07584012 0.029270268999999998 0.020102963 0.005288143 0.011663083000000001 0.0032105814000000002 0.0031818605 0.0034055612 0.005575395699999999 0.0034273946999999996 0.302855000000001 0.3337640000000004 0.004680350415617553 0.004520184638649865
STRIPE82-0148 iDR3.STRIPE82-0148.000234 342.8012792438485 0.024148220107120345 3.3570232000000004 84 3.3487362999999997 12.0 0 19.794315 20.330353 19.544628 18.553192000000003 18.14252 17.558891 17.449781 17.156784 16.717257999999998 16.722757 18.221027 16.684072 0.05397794400000001 0.13023143 0.10560666 0.048991267000000005 0.02835511 0.0078453915 0.01616334 0.00620907 0.0059082545 0.0054094936 0.031605616 0.0074060215 0.43402699999999683 0.43952600000000075 0.008234996737907122 0.008570882189230595
STRIPE82-0149 iDR3.STRIPE82-0149.034592 344.23951085739924 -0.4178591489560449 2.7993188 87 3.948022 12.0 0 19.496918 19.02927 19.018539999999998 18.587315 18.505302 18.211489 18.04911 17.78577 17.453909 17.630010000000002 17.583122 17.586996 0.052503165 0.05623884 0.08962360000000001 0.049342576 0.041176915 0.013296928000000001 0.026082328 0.010203794 0.009365889 0.0109319575 0.01954268 0.01566503 0.15575999999999723 0.33186099999999996 0.01495409999887129 0.013850533879773625
STRIPE82-0150 iDR3.STRIPE82-0150.022850 344.672536896105 0.7010042726315829 3.4411652000000004 173 3.5533483 12.0 0 18.442787 18.12583 18.054377 17.530758 17.381649 17.065044 16.882671 16.510673999999998 15.787231 16.275341 16.205975 16.178434 0.01817525 0.045429878 0.048002232 0.029649652999999998 0.02490848 0.008350698 0.014270247 0.005398477 0.0043071494 0.004953862 0.008478688 0.0064952173 0.23533299999999713 0.7234429999999978 0.007326957256226694 0.006906163180337498
STRIPE82-0150 iDR3.STRIPE82-0150.043523 344.42583347635485 1.4086539571170733 4.8844705 142 3.3284333 12.0 0 18.188404000000002 17.979848999999998 21.202248 17.217083 17.079313 17.324999 16.466698 16.65316 15.804697 15.785138 15.54858 15.625746 0.014598826 0.03851703 0.6156994 0.024303482999999997 0.020689363 0.009896127 0.011321659 0.005835361 0.004339814 0.003820778 0.0058234236 0.0046158032 0.8680219999999998 0.8484629999999989 0.006974939607308797 0.0072722364892044734
STRIPE82-0153 iDR3.STRIPE82-0153.004820 347.04492000641267 -1.299588506149179 12.570802 576 4.1044754999999995 12.0 0 19.293907 18.725642999999998 18.739544 18.536645999999998 18.360948999999998 18.235445000000002 18.001514 17.73532 17.371256 17.509693 17.310987 17.23974 0.037656598 0.036465473 0.056320555999999994 0.03893941 0.03344419 0.011608046499999998 0.022316325 0.008559487 0.008250031 0.008535510999999999 0.016312135 0.010702598999999998 0.2256270000000029 0.3640640000000026 0.012088000899002697 0.011888138172318237
STRIPE82-0154 iDR3.STRIPE82-0154.047956 346.99773847816675 1.352716401874542 2.0965233 209 2.9600408 12.0 0 17.746775 17.356304 17.30188 16.882707999999997 16.779884 16.481216 16.262306 16.024363 15.755422 15.882214999999999 15.84936 15.822377 0.013917895 0.018092101 0.033764817 0.02787244 0.01562837 0.0052145286 0.011814131 0.0040320847 0.003920407 0.0036366216 0.006231242 0.004537035 0.14214800000000238 0.26894100000000165 0.0054297995993922874 0.005623815259556727
STRIPE82-0158 iDR3.STRIPE82-0158.003478 349.4275212742128 0.093129280239253 2.3717723 87 3.821461 12.0 0 18.1126 17.882114 17.99154 17.987907 17.873886 18.031425 18.030245 17.807489999999998 17.526789 17.833976999999997 16.944363 17.321276 0.018393304 0.023180622999999997 0.037471112 0.030983572999999997 0.026786482 0.011736537 0.026655145 0.009948176999999999 0.009858849 0.011941913 0.012534893 0.012771659 -0.026486999999999483 0.280700999999997 0.015542699627892769 0.014005824832123596
STRIPE82-0159 iDR3.STRIPE82-0159.018922 351.14657580501364 -0.03661227284552935 2.891753 40 3.5993366 12.0 0 19.730675 19.50742 19.995667 18.558939000000002 18.572742 18.41779 17.920475 17.84272 17.448162 17.592497 17.221409 17.418470000000003 0.14073008 0.13943283 0.44512799999999997 0.09073367 0.08217544 0.04397077 0.03501359 0.017732268 0.016498198999999998 0.017024005 0.033476252000000005 0.021116357000000002 0.2502229999999983 0.39455799999999996 0.024581498625263855 0.02422031995386157
STRIPE82-0160 iDR3.STRIPE82-0160.035207 351.62682431906035 1.4436698794082072 2.2201376 29 2.7223406000000003 12.0 0 20.713493 20.076859 20.417837 19.350428 18.743187 18.481272 17.873388000000002 17.811619 17.21324 17.460728 16.980857999999998 17.285866 0.16262458 0.14054208 0.38567543 0.123720124 0.06864483 0.01833404 0.029253283999999997 0.011186007 0.009948896 0.0103257 0.014760226999999999 0.013700809 0.35089100000000073 0.5983790000000013 0.015223233332444491 0.014970213232377988
STRIPE82-0164 iDR3.STRIPE82-0164.055098 354.43418892825895 1.4041849448426618 4.8971133 395 3.1526612999999997 12.0 0 18.09489 17.902418 17.625492 17.289967 17.25816 15.546492 15.522829999999999 16.071991 14.874657999999998 14.742137 14.626554999999998 15.352317000000001 0.014802085 0.019207943 0.024116158 0.017904572 0.016601551000000003 0.003055075 0.0058023347999999995 0.0035562352 0.0024692118 0.001938616 0.0031899903000000003 0.0032265026000000002 1.329854000000001 1.1973330000000022 0.004050313666023292 0.0043294128598435015
STRIPE82-0165 iDR3.STRIPE82-0165.006771 356.0253897552412 -1.2120498070782846 5.3575273 212 4.3220105 12.0 0 20.479246 19.74106 20.213585000000002 19.616982999999998 19.14507 18.517569 18.144142000000002 17.69484 17.331669 17.277489000000003 17.041408999999998 17.018875 0.14484670000000002 0.10334247 0.19769938 0.10183802 0.057824745999999996 0.017058631 0.023780078 0.008627219 0.008629669 0.0077608204 0.012214816000000002 0.010364001 0.4173509999999965 0.3631709999999977 0.01160427683895111 0.012202462649953984
STRIPE82-0165 iDR3.STRIPE82-0165.028204 355.7939161768257 -0.4655586642015792 3.9529736000000004 155 3.768453 12.0 0 18.525444 18.087442000000003 17.928549 17.695572 17.602733999999998 17.428410999999997 17.280567 17.068531 16.828289 16.967346 16.924139999999998 16.926579 0.031693768 0.02992684 0.032501195 0.022833233999999997 0.018210386999999998 0.008616663 0.013255302 0.0059812 0.006632481700000001 0.006334915799999999 0.011252791000000002 0.009684207 0.10118500000000097 0.2402419999999985 0.008712399877937744 0.00893110110461386
STRIPE82-0168 iDR3.STRIPE82-0168.041430 356.91156953255427 1.4068551373666611 3.0247438 66 3.5511885000000003 12.0 0 20.542698 20.467567000000003 20.146445999999997 19.773529999999997 18.685522 18.479143 18.512283 17.570984 16.713047 17.195724 16.139194 17.327919 0.14890577 0.20974043 0.23368575 0.17107423 0.065342195 0.020893503 0.043022178 0.009208105500000001 0.0066180835 0.007977646 0.0088899685 0.0135215605 0.3752600000000008 0.8579369999999997 0.012183268962000563 0.011339675308936429
STRIPE82-0169 iDR3.STRIPE82-0169.008103 358.799382150229 -1.1598544436075913 2.7165548999999998 88 3.6654387 9.0 0 99.0 99.0 99.0 20.605862 20.506712 19.26236 19.044096 17.894942999999998 16.481466 16.478165 16.000515 15.854756 21.34724 21.207792 20.701572 0.41448500000000005 0.3360515 0.03929813 0.083215825 0.012313636000000001 0.006589825 0.005343703000000001 0.008177379 0.005035456 1.4167779999999972 1.4134769999999968 0.013423143942188246 0.013966081235304377
STRIPE82-0169 iDR3.STRIPE82-0169.022459 359.2143208618444 -0.6254615078615741 29.549881 496 3.4369197 12.0 0 19.947813 17.423218 16.909962 16.334595 16.351612 17.191475 16.015514000000003 16.288929 15.658644 15.95196 15.882003 15.657466000000001 0.13353844 0.020504689 0.021307416000000003 0.013372005 0.012345402 0.008239609 0.009099296 0.004455452 0.004118707 0.0039320188 0.007494456 0.004421306 0.33696899999999985 0.6302849999999989 0.005942375313614703 0.006067520076287593
STRIPE82-0169 iDR3.STRIPE82-0169.022528 359.21428576197906 -0.616548131093218 22.623873 224 3.8966756 12.0 0 22.189970000000002 17.322336 17.08282 16.607895000000003 16.610607 18.368927 16.147852 16.941929000000002 15.883845999999998 16.435284 15.953059 15.883614999999999 1.0168437 0.019160694 0.023950078 0.015925856000000002 0.014533891 0.019073803 0.009843763 0.0065161622999999995 0.004652481500000001 0.005165808 0.007836628 0.0050611775 0.5066450000000025 1.0580830000000034 0.008315403983740375 0.008006619463155692
STRIPE82-0169 iDR3.STRIPE82-0169.040890 358.31174450011133 -0.30570024639282817 2.7329535 55 4.02562 12.0 0 17.921688 17.904118 17.852425 17.72559 17.617409 17.650845 17.589298 17.893131 17.578917999999998 18.188934 18.382969 18.396416000000002 0.02549379 0.029621052999999998 0.04282329 0.035441894 0.02940547 0.011313291000000001 0.025954247000000003 0.012433956000000001 0.013544937 0.017032782 0.048969675 0.03247389 -0.29580299999999937 0.3142130000000023 0.0210883599283932 0.01838664135028214
SPLUS-s24s41 iDR3.SPLUS-s24s41.000208 63.31107001314273 -31.603704533796066 3.624325 86 3.1648915 12.0 0 18.442917 18.174282 18.054707 17.38322 17.261646 16.890652 16.713654000000002 16.687769 16.403765 16.588856 16.196877 16.454527 0.02170518 0.028537932999999998 0.037768293 0.02208471 0.020455718 0.0069936067 0.012623506999999999 0.005928423 0.0059680017 0.006119961 0.00869347 0.008140275 0.09891299999999958 0.2840039999999995 0.008520570515432051 0.00841208913160886
SPLUS-s24s43 iDR3.SPLUS-s24s43.045093 66.15310654980671 -30.190393271304263 6.5477467 205 3.3640776 12.0 0 21.783424 22.338032000000002 19.033457000000002 18.808807 18.092154999999998 19.732554999999998 17.710895999999998 17.861328 15.298256 16.965443 15.088546 15.1069 0.24839504 0.75310487 0.08776462 0.060031435999999994 0.035186805 0.03959641 0.022759276000000002 0.010545705 0.0033329094 0.00732011 0.0052250237 0.003430975 0.8958849999999998 2.563072 0.01283728570840133 0.011059845343205907
SPLUS-s24s44 iDR3.SPLUS-s24s44.032361 67.91485862835738 -30.25392017250568 3.1799004 88 3.682096 12.0 0 18.021683 17.722092 17.879070000000002 17.953394 18.04587 17.837612 18.021662 17.489279999999997 16.866547 16.952415 16.579836 16.627584 0.02334221 0.025433265 0.03832592 0.036059607 0.03722966 0.013040442 0.028716372 0.009364092 0.007502211999999999 0.0076580993 0.013080151000000002 0.009881085999999999 0.5368649999999988 0.6227329999999967 0.012096805523489434 0.01199872509383426
SPLUS-s24s48 iDR3.SPLUS-s24s48.002957 74.70038090857064 -31.543115251563922 3.0610923999999997 196 3.2623796 12.0 0 17.780745 17.45134 17.344348999999998 16.768202 16.690205 16.443981 16.305582 16.093120000000003 15.841160999999998 15.976778 15.950942000000001 15.973742999999999 0.016974786000000002 0.020509059 0.028223269 0.018014837 0.016647356000000002 0.006085653000000001 0.011398070500000001 0.0046546953 0.004843802 0.0045742253 0.0079447515 0.0062242392 0.11634200000000305 0.2519590000000047 0.006526080403351018 0.006717782830000245
SPLUS-s24s48 iDR3.SPLUS-s24s48.018488 74.69602643316183 -31.10514811828661 4.245237 49 3.4184115 12.0 0 19.13427 18.596785999999998 18.454744 18.07348 18.013912 18.169113 17.86673 17.988213000000002 17.777493 17.976727 17.737385 18.673319 0.03830949 0.040649064 0.05703568 0.03777727 0.035119884 0.014771366999999999 0.02643164 0.012894798 0.013409646 0.015036266999999999 0.024286522999999997 0.045177586 0.01148600000000144 0.21072000000000202 0.019808208923476473 0.01860361312503891
SPLUS-s24s48 iDR3.SPLUS-s24s48.023728 74.69326724400919 -30.963757200721076 9.441078 317 3.2590926 12.0 0 16.667070000000002 16.214249 16.109999 15.909395000000002 15.81269 16.37535 15.324875 16.410137 15.048425 15.064213 14.844327 30.641572999999998 0.009689133 0.010986952 0.014766349 0.01142336 0.010480609 0.0058000633 0.006937189 0.005448568000000001 0.0033109968 0.0028495514 0.0043714059999999996 2537.8152 1.3459239999999983 1.361711999999999 0.006148726407303058 0.00637570333847445
SPLUS-s25s31 iDR3.SPLUS-s25s31.050295 47.878850128066176 -31.880860044582445 2.536993 74 3.649054 12.0 0 17.429462 17.341429 17.146185 17.390385000000002 17.275848 17.54405 17.534054 17.5 17.137798 17.595602 17.540016 17.63919 0.012273335 0.017328402 0.022727907000000002 0.023290832 0.02145044 0.010022674 0.019770643 0.008762981 0.0086411545 0.010063591 0.020288948 0.015450572 -0.09560199999999952 0.3622019999999999 0.013344126041882324 0.012306883728191765
SPLUS-s25s32 iDR3.SPLUS-s25s32.034848 49.34426184095731 -31.52343596573832 2.90319 256 2.8870354 12.0 0 16.52019 16.083235000000002 15.969417000000002 15.537426000000002 15.455986 15.194747 15.067578 16.631721 14.897307999999999 15.3797655 14.743808 14.774556 0.008001659 0.009274616 0.012656732 0.009055128 0.00848725 0.0032388490000000002 0.0056616017 0.0054540280000000005 0.0026825035 0.0029769093 0.0037617276 0.0027052879999999997 1.2519554999999993 1.734413 0.006213566641246435 0.006078013363945184
SPLUS-s25s32 iDR3.SPLUS-s25s32.045652 48.929133834773005 -31.526558827545987 29.222316999999997 637 3.0298302 12.0 0 15.323679 14.935844 14.698118 14.501348499999999 14.393969 14.18786 14.172726999999998 17.597034 14.158413000000001 17.006691 14.064827 17.540855 0.0044298493 0.005288304000000001 0.0067491466 0.005467189 0.0050729923 0.0020153657999999997 0.0037004424 0.009261349 0.0018963626000000002 0.0070922845 0.0027091126000000003 0.014343136999999999 0.5903430000000007 3.4386209999999995 0.011665036850723672 0.0094535060379988
SPLUS-s25s44 iDR3.SPLUS-s25s44.056950 68.87440180005072 -31.79445630840177 2.2292113 69 3.7832248 12.0 0 18.102104 17.763668 17.916817 17.982027 17.881301999999998 18.007431 17.982866 17.92163 17.684242 17.93897 17.731852 17.530422 0.016318584 0.020310417 0.032768227000000004 0.029389016 0.026902534 0.011664899 0.022912452000000003 0.010231346 0.010406968 0.01223382 0.021519884 0.014997328999999998 -0.0173400000000008 0.23738799999999927 0.01594825359605609 0.01459402014267282
SPLUS-s25s47 iDR3.SPLUS-s25s47.008319 72.93930876091402 -32.66433283358605 2.3859277000000003 75 3.4871792999999998 12.0 0 18.832363 18.457179999999997 18.344513 17.812181 17.740776 17.386932 17.20402 16.915611 16.611263 16.713917000000002 16.715201999999998 16.681843 0.026968513 0.034416094 0.050998515999999994 0.029354917 0.02697009 0.008204649 0.015070173999999999 0.005868914 0.0062237876 0.0062057464 0.012875326999999999 0.009844476999999999 0.20169399999999627 0.3043479999999974 0.008541395665844604 0.008554512471749034
SPLUS-s25s48 iDR3.SPLUS-s25s48.000026 74.5909479330378 -32.94009733160587 2.6613941000000003 51 3.260569 12.0 0 21.178034 20.949326 20.447372 19.551579 19.008194 18.101135 18.874832 17.314238 17.182064 17.60615 16.656025 17.351215 0.16790472 0.20835416 0.2510979 0.10645276 0.06509353 0.013448716000000001 0.046249527 0.008007051 0.00871401 0.011613995 0.011652402 0.016315363 -0.29191199999999995 0.13217399999999913 0.014106656073521675 0.011834138582790931
SPLUS-s25s48 iDR3.SPLUS-s25s48.044218 75.64319034577781 -31.90430366269339 2.8825955000000003 122 3.4499062999999994 12.0 0 19.507463 19.350601 19.145016000000002 18.259357 17.963718 17.354092 17.19254 16.571604 16.066315 16.274055 16.153671 16.130737 0.046114534000000006 0.060001474000000006 0.08866117 0.041645706 0.03205502 0.008955276 0.01645119 0.005393536 0.0048866887 0.005088444 0.008409974 0.0066963380000000005 0.29754900000000006 0.5052890000000012 0.007415018066359111 0.0072780462374186445
SPLUS-s26s29 iDR3.SPLUS-s26s29.025604 44.86076224366632 -33.46027156410539 2.0870435 101 3.378339 12.0 0 21.226059 21.435917 21.129711 20.308357 19.905567 18.666225 18.434135 17.336494000000002 16.177408 16.1391 15.741381 15.594604 0.24835525 0.48661270000000006 0.5857831 0.26244617 0.17991686 0.024371753 0.04165551 0.008654577 0.005158084 0.004675531 0.0065887440000000005 0.004501965 1.1973940000000027 1.159086000000002 0.009836782664107712 0.010075094719156987
SPLUS-s26s33 iDR3.SPLUS-s26s33.018472 51.8411900029701 -33.715821968981835 2.4907272000000003 87 3.6225681000000005 12.0 0 22.65006 21.505117000000002 20.547966 19.862198 19.781303 18.8817 18.794037 17.626131 17.08389 16.751234 16.454874 16.357025 0.6482535 0.4098278 0.28938004 0.14124029999999999 0.12563841 0.023820832000000004 0.044653933 0.00948316 0.008354007 0.0063800359999999995 0.01076876 0.0074998015 0.8748970000000007 0.5422410000000006 0.011429574924156015 0.012638028190412024
SPLUS-s26s35 iDR3.SPLUS-s26s35.008461 55.51084822645771 -34.031822726580465 1.9354647 59 3.7320335 12.0 0 19.337002 18.594994 18.286669 18.124813 18.159433 17.937939 17.461486999999998 17.692879 17.441496 17.570965 17.324254999999997 17.601336 0.037512403 0.036771427999999995 0.046752047000000005 0.04203926 0.043104783 0.015045198000000001 0.015466677 0.01055629 0.008415981 0.01070147 0.013030721 0.016437246000000003 0.1219140000000003 0.2513830000000006 0.015031856795652358 0.013500518314363377
SPLUS-s26s35 iDR3.SPLUS-s26s35.008572 55.72845181463222 -34.03266268099177 2.5061014 106 2.8026736 12.0 0 20.113178 19.735477 19.638920000000002 18.353054 17.97084 18.628926999999997 17.160933 16.999813 15.967192 15.935388 15.511316 15.433628 0.067416586 0.086971365 0.13330172 0.050220102 0.037679985 0.025293935 0.012767713500000001 0.0068540373 0.0036391109999999996 0.0040101996 0.0042229191999999995 0.0039071715 1.064425 1.032620999999999 0.0079410029682422 0.0077602162457055465
SPLUS-s26s36 iDR3.SPLUS-s26s36.045249 56.84143331660593 -32.851435640037344 5.257093 320 4.075458 12.0 0 20.967057999999998 20.228374 19.90844 19.986542 20.023857 18.666538 18.268034 17.765713 16.704182 17.298893 17.079629999999998 16.997814 0.1453469 0.16852307 0.15514211 0.15118161 0.15575393 0.01966822 0.03283617 0.010715568 0.006700108000000001 0.008823667 0.014593828500000001 0.010400795 0.466820000000002 1.0615310000000022 0.013880940057845976 0.012637833864008815
SPLUS-s26s40 iDR3.SPLUS-s26s40.011484 63.1913861763616 -33.93787859182847 7.513965600000001 253 4.083771 12.0 0 18.749691000000002 18.083107000000002 18.227428 18.12586 18.170567000000002 17.877724 17.279314000000003 17.72131 16.838406 17.721317000000003 17.691860000000002 17.681831 0.02687778 0.027555712000000003 0.041822925 0.03608571 0.034433763 0.0117885405 0.01676903 0.010210663 0.007404470400000001 0.012847247 0.027086664 0.02178271 -7.000000003642981e-06 0.8829039999999999 0.01641064881040899 0.01261284348606789
SPLUS-s27s33 iDR3.SPLUS-s27s33.013904 52.351113475711784 -35.24150696288027 2.4520402000000003 133 3.2227182 12.0 0 20.733539999999998 20.347797 20.149803 20.138237 20.197996 19.202522000000002 18.895025 17.629282 16.635572 16.028446 15.359202 15.111006 0.13452162 0.15022829999999998 0.19759129 0.18190238 0.187583 0.030572059 0.05069987 0.009433664 0.00609611 0.004168633 0.0051529785 0.0032939208000000004 1.600836000000001 0.9937100000000001 0.010313656846801963 0.011231944337335188
SPLUS-s27s35 iDR3.SPLUS-s27s35.013553 56.74243353142415 -35.218554939868994 5.054018 422 2.8983638 11.0 0 16.017996 15.718079000000001 15.460291 14.905180999999999 14.71669 26.887928000000002 14.179443 17.712612 13.941718 13.756781 13.739589000000002 99.0 0.0055899797 0.0069954116 0.00870949 0.0059827743 0.005145886 21.202607999999998 0.0033737165000000003 0.00967351 0.001846403 0.001411145 0.0025466583 21.444181 3.955831 3.770894 0.009775895147306205 0.009848147021572587
SPLUS-s27s37 iDR3.SPLUS-s27s37.013557 58.350972467722215 -35.16254310994215 2.9226098 129 3.6518839999999995 12.0 0 21.556885 21.100002 20.735 20.321125 20.509476 18.960987 18.639898000000002 17.634895 16.360018 16.123978 15.624544 15.440745999999999 0.24414288 0.31069052 0.3825949 0.24266136 0.28802812 0.029384577999999998 0.048962377 0.011210035 0.0060870640000000005 0.0051656924 0.0069866953 0.0047543757 1.5109169999999992 1.274877 0.012342984350336135 0.012756066511323974
SPLUS-s27s38 iDR3.SPLUS-s27s38.041060 60.19197563815276 -34.40769068554132 2.92334 133 3.8390207000000003 12.0 0 18.185467000000003 17.970074 17.934484 17.927511 17.80868 17.87115 17.773224 17.515251 17.190317 17.50345 16.363203 16.873623000000002 0.018287621 0.02505648 0.036352377000000005 0.034209166 0.029208655 0.011810353999999999 0.02296951 0.008624732 0.00846829 0.009971997 0.009074597 0.010090809000000001 0.011800999999998396 0.32493399999999895 0.013184336397401008 0.012087097980736485
SPLUS-s27s39 iDR3.SPLUS-s27s39.029551 62.05262460002735 -34.63015941886716 2.5336611 52 3.6160016 12.0 0 19.777752 19.20823 18.752893 18.399582000000002 18.3451 17.815027 17.133885999999997 17.631204999999998 17.296349 17.552784 17.567686 17.473759 0.09027264 0.09807560000000001 0.093640186 0.06163768 0.05770406 0.015752574 0.018670403999999998 0.011480165 0.010240469 0.011800878999999998 0.02251316 0.017305741 0.07842099999999874 0.3348559999999985 0.01646374603788172 0.015383802968290578
