Field ID RA DEC FWHM ISOarea KRON_RADIUS nDet_magPStotal PhotoFlagDet U_PStotal F378_PStotal F395_PStotal F410_PStotal F430_PStotal G_PStotal F515_PStotal R_PStotal F660_PStotal I_PStotal F861_PStotal Z_PStotal e_U_PStotal e_F378_PStotal e_F395_PStotal e_F410_PStotal e_F430_PStotal e_G_PStotal e_F515_PStotal e_R_PStotal e_F660_PStotal e_I_PStotal e_F861_PStotal e_Z_PStotal "r - i" "r - J0660" "e(r - i)" "e(r - J0660)"
STRIPE82-0169 iDR3.STRIPE82-0169.028275 358.94226659971116 -0.3952102105534736 2.9638915 30 4.7259044999999995 11.0 0 99.0 24.108534 20.530624 20.210457 20.091396 19.667824 18.677315 19.37484 18.955088 19.341682000000002 19.355518 19.258343 21.34724 6.936581599999999 0.414759 0.29095006 0.23206924 0.05566912 0.061190154000000004 0.03923808 0.03890803 0.042813737000000004 0.11287181 0.06758819 0.03315799999999669 0.419751999999999 0.05807446080672269 0.055258137143476896
STRIPE82-0169 iDR3.STRIPE82-0169.033427 358.3668345137688 0.03194106478622947 4.2312045 57 2.6304727000000003 9.0 0 99.0 99.0 20.75026 99.0 20.563124 19.623161 19.541172 18.215454 17.34535 17.486694 17.516861 17.157555 21.34724 21.207792 0.48354858 20.752582999999998 0.3648703 0.055048104 0.13202153 0.01582461 0.011596027 0.010325355 0.024102472000000003 0.012136375 0.7287600000000012 0.8701040000000013 0.018895270242262348 0.019618514822402563
STRIPE82-0170 iDR3.STRIPE82-0170.000017 358.1284303334402 -0.010491823193686096 3.7542665 16 5.484593 12.0 0 21.902306 19.9985 20.304157 22.466167000000002 22.273647 20.629538 22.488272 19.965935 19.815405 21.152372 18.486729 21.541946 0.28295448 0.08459368 0.1726699 1.026259 0.8320578000000002 0.06571499 0.79262346 0.04060061 0.04157862 0.15981923 0.035751912999999996 0.44573224 -1.186436999999998 0.15053000000000338 0.16489571192170221 0.05811360575180738
SPLUS-s24s32 iDR3.SPLUS-s24s32.002571 48.63723403724958 -31.538342848531066 3.7957127 49 4.643738 12.0 0 20.048859 20.310173000000002 19.979232999999997 19.705633 19.963219 19.605556 19.317213 19.073227 18.742495 19.097393 18.488674 18.79029 0.101360634 0.16236563 0.18440507 0.13344586 0.15348397 0.041197635 0.07153266 0.026553417000000003 0.024910321000000003 0.034884427 0.043221503 0.046105824000000004 -0.02416600000000102 0.3307319999999976 0.04384070256615669 0.03640890065216101
SPLUS-s24s32 iDR3.SPLUS-s24s32.004462 48.44613561024231 -31.48711372085554 3.2170834999999998 32 4.4069753 12.0 0 20.079882 19.922054 19.509869000000002 19.339144 19.483784 19.437748000000003 19.292679999999997 19.14826 18.61805 19.00335 18.906746 19.023502 0.10333322 0.11675875 0.12438984 0.09803534 0.10227507 0.03591659 0.069578156 0.02798175 0.022743221 0.03215994 0.060772106 0.056094084 0.14490999999999943 0.5302100000000003 0.04262909890985382 0.03605873589738472
SPLUS-s24s32 iDR3.SPLUS-s24s32.005178 48.48367671208701 -31.470164460703632 14.209917 169 4.601701 12.0 0 20.261438000000002 19.630741 19.468246 19.751814000000003 19.81213 19.318432 18.231297 19.419516 18.345974 19.55828 19.477158 19.542866 0.12023016 0.09242102 0.1205154 0.13768192 0.1342412 0.032880556 0.03213546 0.034480172999999996 0.018904846 0.050950296 0.09930319 0.08881062 -0.13876399999999833 1.0735420000000033 0.061520850064003055 0.039322710135412144
SPLUS-s24s32 iDR3.SPLUS-s24s32.028869 49.06663334504582 -30.71926461791548 5.381255 42 5.5840178 12.0 0 20.600788 20.398453 20.20605 19.915216 20.475310999999998 20.158695 19.673354999999997 19.720303 18.907764 19.550404 19.03814 19.193863 0.16906285 0.18424255 0.23538905 0.15995678 0.23951133 0.064493775 0.09562635 0.044593285999999996 0.028503933999999998 0.051016737 0.06832247 0.0655179 0.1698990000000009 0.812539000000001 0.06775890059914613 0.05292480901953404
SPLUS-s24s32 iDR3.SPLUS-s24s32.030640 48.48084336374534 -30.19405215301989 3.9640160000000004 18 4.917954 12.0 0 20.446308 19.628006 19.258423 19.526506 19.378025 20.222904 19.566769 19.630570000000002 19.186325 19.524876000000003 19.034252 19.522625 0.14025083 0.09217256 0.10190673 0.118183024 0.09721651 0.06943737 0.08951894 0.041714963 0.035261862000000005 0.050757125 0.06858977 0.08824995 0.10569399999999973 0.4442450000000022 0.06569949677400119 0.054621763517836125
SPLUS-s24s32 iDR3.SPLUS-s24s32.044989 48.612223417777 -30.193060853508506 4.1245084 29 4.0992393 12.0 0 19.293362 18.672420000000002 19.193531 19.775812 19.125973000000002 19.72816 18.944443 19.248909 18.751652 18.940857 18.192532 18.896221 0.055879444 0.044886757 0.09686950000000001 0.14528124 0.07954846 0.046491585999999994 0.05502486 0.030967163 0.025584638 0.031354655 0.034315147000000004 0.050897904 0.308052 0.49725700000000117 0.04406903192081253 0.040168879569383226
SPLUS-s24s33 iDR3.SPLUS-s24s33.013199 50.46706107226197 -31.153930849410905 4.171201 40 4.0478687 12.0 0 19.351 19.244335 19.240370000000002 19.247475 19.129698 19.099586 19.082708 18.792572 18.504654000000002 18.820435 18.793723999999997 18.781902 0.048917893 0.07346376 0.12851802 0.11126685 0.098544605 0.035574418 0.07518221 0.024208855 0.020543355 0.032116093 0.061704833 0.05283865 -0.02786299999999997 0.2879179999999977 0.040218305409299306 0.03175056054728877
SPLUS-s24s33 iDR3.SPLUS-s24s33.023695 50.03164807421675 -30.756002488276067 4.803733 25 5.636931400000001 12.0 0 20.26386 20.25299 20.410667 20.01287 19.980156 20.138542 19.743004 19.75027 19.312744 20.239368 19.208008 19.712841 0.101946324 0.1694495 0.3526911 0.21389332 0.2028741 0.083547436 0.1302568 0.05153979 0.037256677 0.10865733 0.08821633 0.12083725 -0.4890979999999985 0.43752600000000186 0.12026123779494788 0.06359567543730021
SPLUS-s24s33 iDR3.SPLUS-s24s33.036812 49.904305838474386 -30.418722378267283 9.524344000000001 52 4.7314940000000005 12.0 0 21.813660000000002 27.112371000000003 22.094804999999997 21.572823 23.091587 20.592274 20.24781 19.844746 18.75151 19.594835 19.330564000000003 19.357674 0.3845098 85.027084 1.5737376 0.8604245 3.3633949999999997 0.12366877 0.20126055 0.055442165999999994 0.024281656000000002 0.062292200000000006 0.09878774 0.088539004 0.24991100000000088 1.093236000000001 0.08339155803564025 0.06052629667238771
SPLUS-s24s35 iDR3.SPLUS-s24s35.035391 54.13066603844739 -30.37693228534811 5.234466 36 5.323415799999999 11.0 0 21.709969 99.0 20.851011 19.782173 21.790323 20.310566 19.616001 19.447589999999998 18.524914000000003 18.99922 18.79893 18.798885000000002 0.54580474 20.885379999999998 0.7271594 0.3022965 1.6952206000000003 0.1622664 0.17287885 0.05290174 0.02678712 0.039309397 0.06757778 0.05266423 0.44836999999999705 0.9226759999999956 0.06590768382769348 0.05929708165603093
SPLUS-s24s40 iDR3.SPLUS-s24s40.005765 61.461089602803966 -31.44703290031913 3.2084172000000004 27 3.836347 12.0 0 21.987888 24.764277 21.557507 21.895088 21.946857 20.638424 20.64166 19.575764000000003 18.863152 19.022195999999997 18.74819 18.683681 0.52673256 10.507817 0.86070395 1.1588014 1.1421860000000001 0.13747612 0.27287564 0.04534152 0.02804309 0.03492033 0.05136346 0.04484048 0.5535680000000056 0.7126120000000036 0.05723008722009168 0.05331292838194597
SPLUS-s24s40 iDR3.SPLUS-s24s40.033758 61.87342058768678 -30.300307363979964 4.4796 26 3.709745 12.0 0 22.169173999999998 23.123929999999998 21.308695 21.737593 23.778378 21.361359 20.595064 19.861929 17.841873 19.463079999999998 19.174025 19.28566 0.63987476 2.3980188 0.70766795 1.0049428 6.1352687 0.26336893 0.26209927 0.05787057 0.013498537 0.05106303 0.07354455 0.07589304 0.398849000000002 2.0200560000000003 0.07717794960288722 0.059424013439562204
SPLUS-s24s40 iDR3.SPLUS-s24s40.036433 61.604642477421166 -30.382702278915968 2.6710342999999996 16 3.6394708 12.0 0 20.715466 20.123023999999997 20.396288000000002 20.249931 19.84879 20.3979 20.157656 19.958704 19.454348 19.727826999999998 19.517563 19.040417 0.17608349 0.16309881 0.3181177 0.26414740000000003 0.17475003 0.11185734 0.17900193 0.06366418 0.04554271 0.064581975 0.099762216 0.06159077599999999 0.2308770000000031 0.5043560000000014 0.09068604804474074 0.07827685640862503
SPLUS-s24s41 iDR3.SPLUS-s24s41.022910 63.28673508740715 -30.93283521583045 3.6829977 29 4.268606 12.0 0 22.174435 22.879452 21.825565 22.735096 22.114704 21.14177 20.598438 19.899164000000003 18.587418 19.71934 18.764479 18.914892000000002 0.37682104 1.2386347 0.7705269 1.421564 0.8135984 0.10918264 0.16884112 0.044858918 0.020500807 0.055806074000000004 0.05251287 0.055871893 0.17982400000000354 1.311746000000003 0.07160056158595546 0.04932145184178962
SPLUS-s24s41 iDR3.SPLUS-s24s41.027797 63.49915514874029 -30.78412018892307 3.6075974000000004 38 4.255309 12.0 0 19.316983999999998 19.246967 19.325993 19.482838 19.540512 19.37246 19.453312 19.100507999999998 18.759098 19.031097 19.186264 19.161414999999998 0.03774426 0.05758527 0.091231965 0.08614052 0.08987276 0.028255183 0.067146555 0.024334125 0.022477692 0.031393383 0.07383452 0.068495765 0.06941099999999878 0.3414099999999962 0.03972019808233985 0.03312697204941148
SPLUS-s24s43 iDR3.SPLUS-s24s43.007952 65.7596989895329 -31.3818581840434 5.177593700000001 45 3.8791330000000004 12.0 0 19.594227 19.53875 19.843706 19.48464 19.433542000000003 19.489399 19.54036 19.217335000000002 18.965015 19.338463 19.34925 19.353725 0.04384478 0.072000414 0.16571616 0.09582719999999999 0.087064385 0.032276094 0.07512051 0.024228664 0.023967377999999998 0.03712537 0.10180645 0.07038573 -0.12112799999999879 0.252320000000001 0.044331943977924046 0.03408024893424019
SPLUS-s24s43 iDR3.SPLUS-s24s43.013626 66.36651421253734 -31.21415946631441 4.0035925 32 4.240429 12.0 0 19.424167999999998 19.363823 19.277489000000003 19.397505 19.230245999999998 19.32426 19.46346 19.275734 18.936508 19.20039 19.24557 19.250301 0.039966404 0.06500454 0.108510464 0.09026561 0.07519762 0.029014725 0.0713799 0.025443817 0.02370004 0.033284022999999996 0.09303746 0.06428967 0.07534400000000119 0.339226 0.04189527432293549 0.034771823644023744
SPLUS-s24s43 iDR3.SPLUS-s24s43.045064 66.67813960082368 -30.19308400340948 3.8907800000000003 33 4.8481803 10.0 0 22.253418 22.001144 99.0 99.0 22.423529000000002 21.133835 20.864822 19.679893 18.368938 18.820335 18.48237 18.390915 0.370271 0.54984653 21.024862 21.343939000000002 1.1698628999999998 0.11865854 0.22832696 0.034230883999999996 0.016530454 0.025208612999999998 0.04909687 0.031101821 0.8595579999999998 1.3109549999999999 0.042511499489023254 0.038013278323075106
SPLUS-s24s44 iDR3.SPLUS-s24s44.002567 68.17821309908314 -31.539361957206868 6.965167 56 3.9471133000000003 12.0 0 20.478207 20.136131 19.966625 19.782639 20.007421 19.807638 19.597588000000002 19.740635 19.348446 19.689766 19.521439 19.545332000000002 0.14335057 0.14277057 0.17846456 0.14209618 0.16682789 0.051120654 0.09034947 0.043382976 0.035490207 0.057084218 0.13893989 0.10859645 0.050869000000002274 0.3921890000000019 0.07169860913077812 0.056050311324018755
SPLUS-s24s44 iDR3.SPLUS-s24s44.012047 67.82982136889095 -31.24508603707816 3.6239748 32 6.006594000000001 12.0 0 20.21635 20.144638 20.080273000000002 19.507036 18.71716 19.349495 19.743788000000002 19.433761999999998 19.132784 19.501614 19.440954 19.249966 0.11750689 0.14680377 0.20046243 0.11136739999999999 0.058812015 0.035348225 0.09985558 0.034670177999999996 0.030716267999999998 0.048489865 0.12798667 0.08258236 -0.06785200000000202 0.3009779999999971 0.059609464435355475 0.04631965416968814
SPLUS-s24s44 iDR3.SPLUS-s24s44.016353 67.21902099610418 -31.10367663026357 3.2091637000000004 28 4.12854 12.0 0 19.480698 19.544712 19.908123 20.016829 20.094069 19.81069 19.716751000000002 19.425373 19.003104999999998 19.354485 19.65824 19.577182999999998 0.06477729 0.09000511 0.17282777 0.16900446 0.17550339 0.050181452 0.09734266 0.0343775 0.027898452999999997 0.042936567 0.15543754 0.11066989 0.07088800000000006 0.42226800000000253 0.05500328437462157 0.04427342528021983
SPLUS-s24s44 iDR3.SPLUS-s24s44.025835 67.14366322192994 -30.800438690117712 3.118016 40 4.2765555 12.0 0 20.330192999999998 20.61044 20.17754 19.509787 19.535666 19.33964 19.058691 18.782707000000002 18.418861 18.627342000000002 18.575169 18.541504 0.12928559 0.21772522 0.21772864 0.11190596 0.11113402 0.03517415 0.058571026 0.021282787 0.018574676000000002 0.024002377000000002 0.060480542000000005 0.04458809 0.15536499999999975 0.36384600000000233 0.03207913845690838 0.02824846209959659
SPLUS-s24s44 iDR3.SPLUS-s24s44.044014 66.98529616733305 -30.518306635784175 6.505999 63 3.9848260000000004 12.0 0 21.58675 21.275658 20.846527 21.20826 21.173092 20.132488000000002 19.926185999999998 19.445835 17.905545999999998 19.029823 18.743154999999998 18.70916 0.38061145 0.38419023 0.3834376 0.48235697 0.45498902 0.0656792 0.1168192 0.034659773 0.013398288000000001 0.033295527000000005 0.07023896 0.051852517 0.4160119999999985 1.5402890000000014 0.04806133563082968 0.03715930550672971
SPLUS-s24s48 iDR3.SPLUS-s24s48.001232 73.94883308470094 -31.581065678619627 6.259348 50 6.289695 12.0 0 20.889801000000002 20.838207 22.141704999999998 20.420351 20.581997 20.285877 19.881729999999997 19.675316 19.249214000000002 19.754395000000002 19.221027 19.307379 0.14112808 0.21831633 1.1904787000000001 0.22023678 0.24524964 0.061270732 0.10963252 0.041089695 0.03518832 0.06048711 0.07960273 0.079270564 -0.07907900000000367 0.42610199999999665 0.0731235496358398 0.05409788257977779
SPLUS-s24s48 iDR3.SPLUS-s24s48.042250 73.86494622150545 -30.55045713853188 7.632712400000001 244 4.5372987 12.0 0 19.630714 18.897703 18.90982 18.871836 18.702923000000002 18.50711 18.196695000000002 18.214497 17.854992000000003 18.079964 18.009617000000002 17.965149 0.055939045 0.051402662 0.0818144 0.06523951 0.055946134 0.01809944 0.032618247 0.015089301999999999 0.014287756 0.016421876999999998 0.030174421 0.02553382 0.13453300000000112 0.35950499999999863 0.022301683323245645 0.020780447693992062
SPLUS-s25s30 iDR3.SPLUS-s25s30.012143 45.57961963974664 -32.65039477271859 3.7850144 111 4.5582404 11.0 0 21.81104 21.570139 99.0 20.94577 21.073456 20.255278 19.783108 18.922957999999998 18.214317 18.360378 18.170294000000002 18.016766 0.3101929 0.37274572 21.130024 0.38427272 0.3712881 0.05277927599999999 0.09114338 0.020160284 0.014253008000000001 0.01587062 0.027982825 0.02352602 0.562579999999997 0.7086409999999965 0.025657623236478 0.02468978104416319
SPLUS-s25s30 iDR3.SPLUS-s25s30.031698 45.57185428832632 -32.13672694018426 3.453217 40 5.114258 12.0 0 22.046951 21.042265 21.947407000000002 21.417065 20.969305 21.084404 20.873419000000002 19.712670000000003 18.908023999999997 19.332216 18.81768 18.939857 0.38697237 0.23836010000000002 0.982678 0.582629 0.33784994 0.10243727 0.22514413 0.035635896 0.022090400000000003 0.03264213 0.04635749 0.049202718 0.38045400000000384 0.8046460000000053 0.04832624271200603 0.04192735212105358
SPLUS-s25s30 iDR3.SPLUS-s25s30.045556 46.591915813620474 -31.544680110243824 4.370576 54 4.9977 12.0 0 20.826529 20.04345 20.00496 19.86015 20.205719000000002 19.927174 19.67868 19.611342999999998 19.095428 19.513891 19.49196 19.526443 0.1350632 0.104216196 0.1792729 0.15254067 0.17703241 0.041553695 0.08461348 0.033365287 0.025344765 0.038105622 0.081739895 0.08155521 0.09745199999999699 0.5159149999999997 0.050648601210687476 0.041899874576155884
SPLUS-s25s32 iDR3.SPLUS-s25s32.003575 48.851447026851304 -32.84285738587125 3.701833 24 4.0693746 12.0 0 24.344788 21.679029999999997 22.846523 23.770676 21.238712 21.17976 20.940479999999997 19.878674 17.622772 19.315197 19.112703 18.871311 3.7091382000000004 0.5209645 2.5084336 5.311184 0.5122705 0.16384634 0.29207537 0.044591144000000006 0.010447181 0.035152834 0.062194165 0.04125277 0.5634769999999989 2.255901999999999 0.05678108718103496 0.04579862131195106
SPLUS-s25s32 iDR3.SPLUS-s25s32.012431 50.14730457895836 -32.58136086849133 3.1765093999999996 27 3.8624873 12.0 0 22.00708 23.514673000000002 22.029736 21.293395999999998 24.592173000000003 21.358429 22.058552 19.999832 18.62111 18.551281 18.109362 17.899654 0.43743318 2.7512298 1.1840116000000003 0.5443816 10.760562 0.18837866 0.78230697 0.048663585999999995 0.018979862 0.019103626000000002 0.027539892000000003 0.01846242 1.448551000000002 1.3787219999999998 0.052278993187773536 0.05223389478029031
SPLUS-s25s32 iDR3.SPLUS-s25s32.014529 49.149922284889506 -32.51624417188677 3.0161505 26 3.2081618 12.0 0 19.575518 19.459889999999998 19.510792000000002 19.770573000000002 19.819374 19.5934 19.712173 19.339752 18.987935999999998 19.265358 19.277420000000003 19.297657 0.055489592000000004 0.07838723 0.13118951 0.14130469 0.14299259 0.042113736 0.09847862 0.02927606 0.024504788 0.033166232999999996 0.07025169 0.05840367 0.07439400000000163 0.351816000000003 0.04423897264329144 0.03817816554064042
SPLUS-s25s33 iDR3.SPLUS-s25s33.016123 51.052355816318034 -32.574963338737746 1.8041458 32 3.5684089999999995 12.0 0 19.332783 19.247954999999997 19.037504000000002 18.40381 18.127636 18.449423 18.517001999999998 18.34763 18.04034 18.248547 18.02613 17.918766 0.05330883 0.074043564 0.09703322 0.054590995999999996 0.04243507 0.020104377 0.042958125 0.015345335 0.013983492 0.015399906000000001 0.027019195 0.018449403 0.09908300000000025 0.3072899999999983 0.02174020264558408 0.020760957462898695
SPLUS-s25s33 iDR3.SPLUS-s25s33.020643 51.34039770708346 -32.46067132187973 1.9058987 13 3.840614 12.0 0 19.737198 19.431509 19.71944 19.877323 19.712954999999997 19.855526 19.601994 19.414997 19.047314 19.388397 19.476677 19.428791 0.074915566 0.08679052400000001 0.17299873 0.18658824 0.15447244 0.061747544 0.10359645 0.03415252 0.02832123 0.037182074 0.08856261 0.06432447 0.026599999999998403 0.36768299999999954 0.05048664426649761 0.04436763111845504
SPLUS-s25s33 iDR3.SPLUS-s25s33.021408 51.196977982457035 -32.440788471344185 1.8477911 19 3.5160372000000004 11.0 0 23.319563 99.0 21.09114 23.628494 24.890465 21.083288 20.538662 19.444927 18.431744000000002 18.364594 17.968432999999997 17.930573000000003 1.8450971 21.401267999999998 0.5833328000000001 5.5964403 17.029217000000003 0.18063675 0.23357642 0.03512689 0.0182315 0.016791033 0.02588467 0.018633995 1.0803329999999995 1.013182999999998 0.03893375386832342 0.039576331226152076
SPLUS-s25s35 iDR3.SPLUS-s25s35.005753 53.59330255877767 -32.80182671322208 3.6011946000000004 34 5.002156299999999 12.0 0 21.639416 21.733454000000002 21.750643 21.248611 20.610970000000002 20.780724 20.533562 19.938839 19.413042 19.698254000000002 18.792773999999998 19.007960999999998 0.31669018 0.5587154000000001 0.9008999 0.54272115 0.29296893 0.10422843 0.2016363 0.04533258 0.032520864 0.04889948 0.055717178 0.049159165 0.24058499999999938 0.5257970000000007 0.06667984668343802 0.05579112299248775
SPLUS-s25s35 iDR3.SPLUS-s25s35.012191 54.705527913018955 -32.649781603178226 3.014872 25 4.2830377 12.0 0 20.66421 20.760668 20.144942999999998 20.563779999999998 20.358387 19.951221 19.956131 19.568008 19.181025 19.491629 18.982103 19.187824 0.13436897 0.23517343 0.21679571 0.28963336 0.23069395 0.051323477 0.12086696 0.033623863 0.027374445 0.040557466 0.06469005 0.05680416 0.07637899999999931 0.3869829999999972 0.052682750605714625 0.04335809500082763
SPLUS-s25s35 iDR3.SPLUS-s25s35.029098 54.32200797013402 -32.220150884981834 2.1697097000000003 20 4.139844999999999 11.0 0 21.7704 99.0 23.311571 22.381416 21.791187 20.93869 20.425785 19.785524 18.917745999999998 18.695581 18.249029999999998 18.193329000000002 0.38298374 21.527815 4.032943700000001 1.5146652 0.8426983 0.11927668 0.18334648 0.041005626 0.02329577 0.021716753 0.035433576 0.024706463999999997 1.089942999999998 0.8677780000000013 0.046401279341359604 0.04716094001973218
SPLUS-s25s35 iDR3.SPLUS-s25s35.048368 54.340362663073066 -31.59859753270717 2.5382373 21 3.6822321000000002 12.0 0 21.088993 20.625629999999997 21.802221 20.161898 20.559956 20.02287 19.973198 19.774332 19.35705 19.55671 18.986538 19.084152 0.19835167 0.21332599 0.9635744 0.20717731 0.27977687 0.05520589 0.124550596 0.04027706 0.031612348 0.043608904000000004 0.06559051 0.05245902400000001 0.2176220000000022 0.41728200000000015 0.059363103610953635 0.051201387757722976
SPLUS-s25s44 iDR3.SPLUS-s25s44.007005 69.02588067903834 -32.77242021762371 3.3620504999999996 51 3.9293837999999996 12.0 0 22.26511 21.421625 20.620306 21.816126 21.079748000000002 20.303288000000002 20.126576999999997 19.169422 18.671165 18.710688 18.29455 18.340970000000002 0.32444888 0.26547918 0.22703314 0.57385874 0.29293993 0.051540416 0.10114887 0.021900427000000004 0.0183613 0.020896154 0.032882404 0.028385904 0.45873399999999975 0.4982570000000024 0.030270083494665905 0.028579118958993982
SPLUS-s25s44 iDR3.SPLUS-s25s44.056122 68.17822137890568 -31.539437186490396 5.3988385 61 4.36846 12.0 0 20.469635 20.171 19.67328 19.642677 19.908644 19.777424 19.742264000000002 19.62461 19.289797 19.661877 19.647299 19.432594 0.07457959 0.09702466400000001 0.107587785 0.09288703 0.11149605 0.035404745 0.07581306 0.030791618 0.028182996000000002 0.044896346 0.10151019 0.07243763 -0.03726699999999994 0.33481300000000047 0.05444084517354263 0.041742125036873
SPLUS-s25s45 iDR3.SPLUS-s25s45.006279 70.43547151856541 -32.71316846642457 2.8649871 16 5.3993400000000005 12.0 0 20.226894 20.494125 19.971923999999998 20.22365 19.954912 19.806461 19.686173999999998 19.416624 18.64658 19.872989999999998 18.758526 19.263844 0.1418945 0.25678447 0.24026354 0.3130093 0.2609292 0.084055215 0.15129454 0.046374623 0.027855894 0.08397031 0.06584987 0.094922595 -0.45636599999999916 0.7700439999999986 0.09592506773460328 0.05409765696341538
SPLUS-s25s45 iDR3.SPLUS-s25s45.023355 70.90506597528633 -32.10941199742046 2.5742232999999994 18 2.3134396 12.0 0 19.644474 19.218937 19.003944 18.798317 18.733866 19.653263 18.444311 18.732035 18.386217000000002 19.534172 18.182517999999998 20.934826 0.086561844 0.08616426 0.10614313 0.09028691 0.090208896 0.07343978400000001 0.05294138599999999 0.026067093 0.022524396000000002 0.061660703 0.0398547 0.42652637 -0.8021370000000019 0.34581799999999774 0.06694427258492587 0.03445056969972289
SPLUS-s25s45 iDR3.SPLUS-s25s45.027259 70.46275263354292 -31.94091380250433 2.596571 34 4.4572864 12.0 0 19.178677 19.10736 19.112541 19.066359 18.932821 18.993397 18.793081 18.583302 18.208664000000002 18.618313 17.89433 18.212073999999998 0.060396407 0.08112704 0.12004741 0.11418553 0.107597 0.042112373 0.07096524 0.023740185 0.020171242 0.02875147 0.031951275 0.03756136 -0.03501100000000079 0.37463799999999736 0.03728596801740737 0.031152453958826244
SPLUS-s25s45 iDR3.SPLUS-s25s45.039187 70.43913830582379 -31.8330442050178 3.7262027 40 4.514525 12.0 0 21.026192 20.514076 21.047672 20.273972 20.516949 19.90374 19.790947 18.919691 17.760416 18.834857999999997 17.967506 18.270958 0.30237997 0.2730818 0.65619576 0.32956540000000006 0.43486857 0.09213237 0.16691773 0.031067407000000002 0.014576785 0.034466445 0.03393024 0.039557047000000005 0.08483300000000327 1.159275000000001 0.04640171988883251 0.03431714496632659
SPLUS-s25s47 iDR3.SPLUS-s25s47.000159 73.56767807200673 -32.93267032779837 2.6251523 65 3.5449584 12.0 0 20.092646 20.16858 20.649189 19.53516 19.414917000000003 17.897987 18.923325 18.221287 16.967571 17.872967000000003 16.62923 16.591919 0.07058913 0.13312933 0.35093266 0.11310304 0.098347336 0.011191294 0.049863156 0.012856359 0.007481211999999999 0.013608957 0.012180568000000001 0.009248688 0.3483199999999975 1.2537160000000007 0.018721369537636128 0.014874626036503405
SPLUS-s25s47 iDR3.SPLUS-s25s47.004000 73.77523179002941 -32.807351449544356 2.7017787 27 4.5464363 12.0 0 23.9938 21.960424 20.459198 20.872597 20.803627 19.98186 19.94254 19.105114 17.323437 18.711983 18.599884 18.563606 2.292764 0.6558977 0.29807459999999997 0.36504382 0.32974899999999996 0.049447127 0.114919044 0.024101192 0.009058863 0.026148396 0.05468106 0.044768947999999996 0.39313100000000034 1.781677000000002 0.035561300161744365 0.025747435885416493
SPLUS-s25s47 iDR3.SPLUS-s25s47.010250 72.60266134854722 -32.60678247931401 5.2587314 68 3.4193485 12.0 0 21.33079 21.196173 20.603920000000002 20.84832 20.6096 20.192003 20.07844 19.148022 18.638579999999997 18.733822 18.221016 18.395236999999998 0.20515342 0.32973352 0.33924752 0.35764 0.2777433 0.058824793 0.12925296 0.025032045 0.020227669 0.026799696 0.03986608 0.038653318 0.414200000000001 0.5094420000000035 0.036671882724703966 0.03218325449757352
SPLUS-s25s47 iDR3.SPLUS-s25s47.021071 74.09351795784995 -32.2526234450821 2.2181685 14 5.145807 12.0 0 20.854372 20.993868 20.965446 20.111334 19.644061999999998 20.21761 20.02478 19.977535 19.535079999999997 19.807026 19.45081 19.516441 0.13641462 0.27789200000000003 0.47326076 0.18400802 0.11834096 0.05938393 0.12194825 0.0477465 0.03794009 0.0649403 0.11122851 0.10120175 0.17050899999999913 0.4424550000000025 0.08060378915621771 0.06098506941422712
SPLUS-s25s47 iDR3.SPLUS-s25s47.029105 73.55287502247484 -31.987806577543978 2.3492024 25 4.3032603 12.0 0 23.982162 21.438812 22.045753 21.340876 21.324463 20.27865 20.050710000000002 19.131443 18.639359 18.684689000000002 18.541377999999998 18.457314999999998 2.4055647999999996 0.43381859999999994 1.3237121 0.55642724 0.5266475 0.063141465 0.12607418 0.025061997000000003 0.020488368 0.025669489 0.051882557999999995 0.040698957 0.44675399999999854 0.49208400000000196 0.03587514960455399 0.032370927032314555
SPLUS-s25s47 iDR3.SPLUS-s25s47.031421 72.9862483650862 -31.555871169081808 3.7541356 33 3.8832011 11.0 0 22.488626 21.637877 23.620564 99.0 21.869507000000002 20.905936999999998 20.663301 19.659370000000003 18.811595999999998 18.966476 18.154778 18.071026 0.59211683 0.5004639 5.404058999999999 21.165646 0.8724158000000001 0.108719796 0.21701382 0.037796356 0.022970336 0.032675166 0.037961334 0.029509615 0.6928940000000026 0.8477740000000047 0.04996229578398387 0.04422895954950368
SPLUS-s25s47 iDR3.SPLUS-s25s47.032255 73.94876590917937 -31.581077947085966 6.8136925999999995 30 5.036322 12.0 0 20.92193 20.81588 21.086998 20.314577 20.490795000000002 20.274632 20.270943 19.802711 19.441887 19.755375 19.317844 19.317648000000002 0.14389193 0.23612913 0.52520937 0.22298796 0.25036278 0.06308761 0.15283768 0.042082854 0.035920657 0.063859224 0.10104648 0.08654879 0.047335999999997824 0.36082399999999737 0.07647854006626625 0.05532865622891058
SPLUS-s25s47 iDR3.SPLUS-s25s47.032424 73.86097057559634 -31.57913763401762 2.502311 17 2.9492874 12.0 0 20.286875 20.054655 20.506245 20.214079 19.09245 19.684174 19.835518 19.583382 19.05169 19.669624 19.176472 19.099242999999998 0.08391128 0.12231151 0.31298453 0.20366928 0.07565465 0.03901457 0.10501873 0.035238426 0.02697597 0.05912103 0.08919078 0.07118954 -0.0862419999999986 0.5316919999999996 0.06882617856032962 0.04437848154678544
