# RA_1                 DEC_1                Field         ID                        RA_2                 DEC_2                 FWHM                 ISOarea   KRON_RADIUS          nDet_magPStotal   PhotoFlagDet   U_PStotal            F378_PStotal         F395_PStotal         F410_PStotal         F430_PStotal         G_PStotal            F515_PStotal         R_PStotal            F660_PStotal         I_PStotal            F861_PStotal         Z_PStotal            e_U_PStotal            e_F378_PStotal         e_F395_PStotal         e_F410_PStotal         e_F430_PStotal         e_G_PStotal             e_F515_PStotal         e_R_PStotal            e_F660_PStotal          e_I_PStotal            e_F861_PStotal         e_Z_PStotal            r_-_i                    r_-_J0660              e(r_-_i)               e(r_-_J0660)           P(GoodPho)           P(BadPho)              GroupID   GroupSize   Separation          
  156.96368333333334   -43.90376388888889   HYDRA-0114    iDR3.HYDRA-0114.007276    153.90517834197462   -39.709675346804644   9.040213             445       4.2974305            12.0              2              19.004960999999998   18.586372            18.368238            18.214975            18.103711999999998   17.99279             17.653779999999998   17.637484            17.235594            17.419426            17.285513            17.253769000000002   0.040543854            0.040439405            0.05467452             0.042901866            0.04404987             0.014156203000000001    0.024125185            0.009692721            0.009658027             0.010649368999999999   0.020661896000000003   0.015557945            0.2180579999999992       0.40189000000000163    0.014399927099884984   0.013683067123878696   0.67410695078933     0.32589304921067       1         229         17182.012049294022    
  156.96368333333334   -43.90376388888889   HYDRA-0124    iDR3.HYDRA-0124.093180    157.38261057018073   -39.843005804475595   12.477282            102       3.8283577000000006   12.0              3              17.598942            17.114114999999998   17.226702            17.227316000000002   17.200897            17.137695            16.848028            16.910614000000002   16.143002            16.931917000000002   16.826067000000002   16.729044000000002   0.01853302             0.01875582             0.027523369            0.02503729             0.023704343            0.009142726             0.014943433            0.0067924205           0.0052408376            0.00746461             0.012719308            0.009491749            -0.021302999999999628    0.7676120000000033     0.010092441662002325   0.008579239768090994   0.6526566226405133   0.34734337735948667    1         229         14661.737577963515  
  156.96368333333334   -43.90376388888889   HYDRA-0131    iDR3.HYDRA-0131.108279    154.03876114409366   -41.31879762309155    23.860249            325       4.1955566            12.0              0              19.12278             18.685364            18.861263            18.381870000000003   18.240935999999998   17.946410999999998   17.627632000000002   17.395817            16.973091            17.181782000000002   17.088593            16.978022            0.040391505            0.04360895             0.07320958400000001    0.046257954000000004   0.04070857             0.013679667             0.0224924              0.008544263            0.0077626514            0.008277653000000001   0.014618326999999999   0.011104992            0.2140349999999991       0.4227260000000008     0.01189638471980366    0.011543967557607348   0.6567507987435626   0.3432492012564374     1         229         12108.343511233874        
  156.96368333333334   -43.90376388888889   HYDRA-0138    iDR3.HYDRA-0138.027099    151.0942134651743    -43.66716714815879    53.71945             335       2.1369057000000002   12.0              3              19.246952            18.954929999999997   18.865513            18.709170999999998   18.506018            18.343227            18.106747            17.891523            17.428984            17.664558            17.555803            17.445826            0.0805738              0.081603654            0.10765692             0.097782984            0.076388255            0.02811427              0.042833008            0.0152813              0.013109578             0.013942878999999998   0.022558466            0.01746837             0.22696499999999986      0.4625389999999996     0.020686275752262437   0.02013403002451531    0.7071505727453946   0.29284942725460544    1         229         15275.098635619617    
  156.96368333333334   -43.90376388888889   HYDRA-0139    iDR3.HYDRA-0139.036141    153.70052546163592   -43.53042741275907    24.914904            1879      5.36848              12.0              3              19.837543            19.356863            19.450928            19.036125            18.989275            18.513664000000002   18.323751            17.90476             17.537243            17.645544            17.440067000000003   17.352176999999998   0.07428758             0.07666963             0.11414116             0.07166335             0.07256451             0.021216946             0.038719468            0.01309768             0.012505287             0.012848347            0.022757696            0.016732197            0.25921599999999856      0.3675169999999994     0.01834745873451713    0.01810887694846837    0.6668280887143656   0.33317191128563445    1         229         8595.659506838698     
  156.96368333333334   -43.90376388888889   HYDRA-0140    iDR3.HYDRA-0140.071182    155.74810048793466   -42.82746318744498    34.005726            3292      4.2914414            12.0              3              19.14663             18.753609            18.606297            18.459152            17.992437            17.725166            17.490913            17.145763            16.772125            16.938978            16.774832            16.696423            0.033486400000000006   0.037027065            0.06269355             0.053732235            0.062943764            0.021688681             0.037099883            0.012524028999999999   0.011945371000000002    0.012001411000000002   0.019889323            0.015494117            0.206785                 0.3736379999999997     0.0173460418650412     0.017307316103904787   0.6018633199446803   0.3981366800553196     1         229         5013.280536112232   
  156.96368333333334   -43.90376388888889   HYDRA-0141    iDR3.HYDRA-0141.002265    156.9703863167105    -43.90311040224714    60.684765000000006   1418      3.8712163            12.0              3              18.010733            17.677176            17.75144             17.65731             17.554842            17.514484            17.377396            16.844757            15.487029000000001   16.970766            16.809704            16.724277            0.020910595            0.024018995            0.03631052             0.030845406000000002   0.028444542000000003   0.010854498999999998    0.019031486            0.0062132324           0.0038015144            0.0075613316           0.013520836999999999   0.009373392            -0.12600899999999982     1.3577279999999998     0.009786623136790766   0.007283939084713513   0.6205105543949281   0.37948944560507186    1         229         17.544867448549056  
  156.96368333333334   -43.90376388888889   HYDRA-0141    iDR3.HYDRA-0141.035010    157.273310382508     -43.849756969708785   775.3886             37637     3.3312104            12.0              19             19.212418            18.865082            18.67574             18.561241            18.342337            18.105946            17.971933            17.518435999999998   17.03193             17.082611            16.780874            16.753967000000003   0.04562925             0.05140834             0.06787859             0.05546335             0.046875745            0.015089904             0.02683765             0.008897203000000001   0.008261664             0.007999596            0.01320581             0.009512692            0.4358249999999977       0.48650599999999855    0.011964687935187655   0.01214147080349432    0.5262284444355092   0.4737715555644908     1         229         826.6691568749103   
  156.96368333333334   -43.90376388888889   HYDRA-0141    iDR3.HYDRA-0141.074517    158.32248528920695   -43.07862690646628    43.808516999999995   1950      4.3309809999999995   12.0              3              19.290485            18.857183            18.727737            18.767657999999997   18.45361             18.330833            18.245497            17.884777            17.514591            17.619923            17.39501             17.388039000000003   0.04987661             0.052826513            0.07290959             0.06367347             0.050139036            0.017145079             0.031632885            0.011070001000000001   0.010872784             0.011091386000000002   0.019829605            0.014678125            0.2648539999999997       0.37018600000000035    0.01567047432405915    0.015516518747794462   0.6615384419651658   0.3384615580348343     1         229         4627.837585367225      
  156.96368333333334   -43.90376388888889   HYDRA-0146    iDR3.HYDRA-0146.011396    152.7536131814068    -45.15255771252225    20.954609            229       3.8241272000000004   12.0              3              18.925825            18.549757            18.405882000000002   18.233234            18.157566            17.979769            17.905445            17.368402            16.717314000000002   17.163432999999998   16.94953             16.778526            0.041925106000000004   0.049982443            0.06495874             0.048916277            0.046978988            0.019399816             0.03160583             0.010312164            0.007035476             0.011571403999999999   0.014492194            0.011426291000000002   0.20496900000000196      0.6510879999999979     0.015499616669263533   0.0124835351126783     0.6037770576690917   0.39622294233090827    1         229         11701.05494345821   
