	# RA_1                 DEC_1                Field          ID                         RA_2                 DEC_2                 FWHM                 ISOarea   KRON_RADIUS          nDet_magPStotal   PhotoFlagDet   U_PStotal            F378_PStotal         F395_PStotal         F410_PStotal         F430_PStotal         G_PStotal            F515_PStotal         R_PStotal            F660_PStotal         I_PStotal            F861_PStotal         Z_PStotal            e_U_PStotal            e_F378_PStotal         e_F395_PStotal         e_F410_PStotal         e_F430_PStotal         e_G_PStotal            e_F515_PStotal         e_R_PStotal             e_F660_PStotal          e_I_PStotal             e_F861_PStotal         e_Z_PStotal            r_-_i                    r_-_J0660              e(r_-_i)               e(r_-_J0660)            P(GoodPho)           P(BadPho)               GroupID   GroupSize   Separation          
  160.69375692097083   -36.35251678908611   HYDRA-0105     iDR3.HYDRA-0105.055887     154.755114203685     -37.671990131399845   10.586653            2258      3.7422078            12.0              2              16.913635            16.393394            16.269527            16.275063            16.153889000000003   16.125711            15.898125            15.868675            15.463541000000001   15.816572            15.719395            15.665148            0.010505583            0.011218128            0.01526821             0.012771191000000001   0.0115836775           0.004873042            0.008211939            0.003800355             0.003654981             0.003837454             0.006789086            0.0049400227           0.0521029999999989       0.40513399999999855    0.005400810247374092   0.0052727207622238065   0.5168438852184842   0.4831561147815158      1         200         17716.253220782546  
  160.69375692097083   -36.35251678908611   HYDRA-D-0001   iDR3.HYDRA-D-0001.025473   158.50313124725002   -35.282577409727544   19.926043            12568     4.085775             12.0              3              18.663725            18.319021            17.975723000000002   17.850101000000002   17.761293            17.609941            17.430775            17.06383             16.69033             16.781536            16.609358            16.500760999999997   0.014750958            0.018165145            0.023034368            0.017737098            0.01603435             0.00542478             0.010610952            0.0037069909999999998   0.0036422394            0.0035519153            0.006055161999999999   0.0042644893           0.28229400000000027      0.37349999999999994    0.005133993043670306   0.005196892352261432    0.5711343263619344   0.4288656736380656      1         200         7464.948873476306   
  160.69375692097083   -36.35251678908611   HYDRA-D-0003   iDR3.HYDRA-D-0003.119555   158.5031268315751    -35.282679860025794   20.033878            9963      2.4767732999999996   12.0              3              18.625998000000003   18.252499            18.036013            17.83655             17.69073             17.521114            17.374353            16.997329999999998   16.654757            16.72361             16.594261            16.481829            0.014958688999999999   0.017644944            0.023366313            0.018972699            0.01518017             0.0053314487           0.010417936            0.0037617325            0.0036112412            0.0036287745            0.006174036999999999   0.004555191            0.2737199999999973       0.342572999999998      0.005226723234819929   0.005214565600904229    0.5833727223236431   0.4166272776763569      1         200         7464.7661198929145  
  160.69375692097083   -36.35251678908611   HYDRA-0065     iDR3.HYDRA-0065.001501     159.81015556007074   -31.526146869777037   10.940097999999999   483       4.475148             12.0              2              19.277004            18.48874             18.565481            18.404423            18.329128            18.32996             17.978733            17.937225            17.644032            17.776756            17.777693            17.704995999999998   0.048976224000000006   0.052982625            0.045157987999999996   0.03578781             0.031862497000000004   0.016680239            0.030490147000000002   0.013418754             0.013297528000000001    0.015455192             0.02984968             0.022287407999999998   0.16046900000000264      0.29319300000000226    0.020467679855552263   0.01889145864731731     0.7695376513632268   0.23046234863677315     1         200         17573.927443074466  
  160.69375692097083   -36.35251678908611   HYDRA-0074     iDR3.HYDRA-0074.068497     160.36546852844964   -31.780316177810054   10.664061            7564      5.0743089999999995   12.0              3              18.314713            17.764416            17.56885             17.437542            17.29575             17.149082            16.994806            16.653172            16.145287            16.418083            16.275593            16.187443            0.01954841             0.021217661000000002   0.02805369             0.02312119             0.02097494             0.008113985            0.014516474            0.0054085017            0.005015375             0.0051231612            0.008576666            0.006049662            0.2350890000000021       0.5078850000000017     0.007449743037185131   0.007376033963420172    0.5366045535131159   0.4633954464868842      1         200         16488.975542567834  
  160.69375692097083   -36.35251678908611   HYDRA-0089     iDR3.HYDRA-0089.036369     155.35096433273344   -35.08289663945455    8.773305             480       4.3122787            12.0              3              19.088135            18.653229999999997   18.562738            18.441042000000003   18.324036            18.226013000000002   18.03226             17.772142000000002   17.517506            17.70802             17.639975            17.54382             0.030816866000000002   0.034332197            0.051881947000000005   0.04002788             0.035472523            0.013714365            0.024514444            0.011278763             0.009619194000000001    0.011107438999999998    0.019558232            0.01460881             0.06412200000000112      0.2546360000000014     0.01582989879780948    0.014823609142843893    0.7560744688997161   0.24392553110028395     1         200         16268.691158686723       
  160.69375692097083   -36.35251678908611   HYDRA-0093     iDR3.HYDRA-0093.084331     162.8380310801533    -34.43006283683529    80.85167             5489      4.0455456            12.0              3              19.046247            18.448317000000003   18.4464              18.312693            18.236622            18.091347            18.033967999999998   17.764439000000003   17.359629            17.59658             17.49541             17.44175             0.03873215             0.039151732            0.062047973            0.046291005            0.041813605            0.013421083            0.02925085             0.00990822              0.0095863985            0.010225241999999999    0.019848218            0.01387755             0.16785900000000353      0.4048100000000012     0.014238272280265045   0.013786655133468823    0.7162127714074282   0.2837872285925717      1         200         9353.527839880537   
  160.69375692097083   -36.35251678908611   HYDRA-0097     iDR3.HYDRA-0097.062205     155.19358538472298   -35.96420876959037    11.260074000000001   665       3.9207997000000003   12.0              2              18.470985            17.81493             17.746243            17.696217            17.484924            17.318148            17.133779999999998   16.851719            16.433529            16.647728            16.468037            16.430769            0.02374234             0.02724356             0.038682055            0.030539839            0.029151762            0.010119765            0.018107545            0.006890332             0.0067004733999999995   0.006537273499999999    0.011978863999999999   0.008200019000000001   0.20399099999999848      0.4181899999999992     0.00949803242171905    0.009611088328297246    0.5622992304674754   0.4377007695325245      1         200         16045.598502623385     
  160.69375692097083   -36.35251678908611   HYDRA-0099     iDR3.HYDRA-0099.011646     158.82649536450134   -36.880079669499686   9.994894             69        3.7894027            12.0              3              18.258833            17.74673             17.920605            17.817558            17.792984            17.692234            17.413479000000002   17.26067             16.399292000000003   17.378166            17.365156            17.223557            0.019868275            0.021390729            0.03408864             0.028960352999999998   0.02851794             0.011207468            0.019300872            0.008417549             0.0058782436            0.009723915999999999    0.017410396            0.012954324            -0.11749599999999916     0.8613779999999984     0.01286116921366238    0.010266882632442135    0.7412808859697095   0.2587191140302905      1         200         5719.890934040355   
  160.69375692097083   -36.35251678908611   HYDRA-0099     iDR3.HYDRA-0099.013525     158.82799732327132   -36.87848044358572    26.133606            3565      3.8382568            12.0              2              18.219757            17.784748            17.734924            17.521713000000002   17.378529            17.200544            17.023746            16.696735            16.430999999999997   16.580868            16.514933            16.425152            0.01943746             0.021865388            0.030524272            0.024345673999999998   0.022390447999999997   0.008634312            0.015574316999999999   0.0062396424            0.005974274599999999    0.006066976             0.010102143499999999   0.007515649            0.1158670000000015       0.26573500000000294    0.008702949790987752   0.008638581728274782    0.6202037503700064   0.37979624962999364     1         200         5713.940249082186   
