ra,dec,sep
334.4083960423969,-31.55555961458427,0.03333333333333333
334.16969990165353,-31.240107171328066,0.03333333333333333
334.8579955716732,-30.85212937701435,0.03333333333333333
336.4004548700646,-31.47516079020962,0.03333333333333333
337.2012427747528,-30.91100925411266,0.03333333333333333
337.2013982008354,-30.91087829716301,0.03333333333333333
341.9461064172778,-31.154638960557165,0.03333333333333333
340.4562435334129,-30.329015431975087,0.03333333333333333
346.77609063762566,-31.366282383298678,0.03333333333333333
347.2385497957576,-30.86865891289977,0.03333333333333333
348.4227967057168,-30.764218147088105,0.03333333333333333
351.3506996003241,-30.780275681762422,0.03333333333333333
352.9482978545619,-30.943936649066487,0.03333333333333333
351.35070381964175,-30.780245703127285,0.03333333333333333
353.22826977772627,-30.978836100206514,0.03333333333333333
354.0684171744178,-30.77215900508143,0.03333333333333333
9.160164736675396,-32.5790767643802,0.03333333333333333
10.110163421040324,-32.530308386218564,0.03333333333333333
9.950547039590456,-31.705481104622287,0.03333333333333333
11.305592314031381,-32.897082348937985,0.03333333333333333
10.512802455998427,-31.616427153945786,0.03333333333333333
15.147303875864544,-31.857794569695052,0.03333333333333333
21.49167129509434,-32.54562083000371,0.03333333333333333
21.39565731209289,-32.548764377733306,0.03333333333333333
22.861960440512696,-32.59617297263869,0.03333333333333333
27.906858215350734,-32.82002060727967,0.03333333333333333
26.62972433767516,-32.258277166345984,0.03333333333333333
26.226404042406426,-32.21883706549395,0.03333333333333333
27.98143684634839,-31.73523732387748,0.03333333333333333
29.70659864612988,-32.70672214884828,0.03333333333333333
9.895537647061902,-32.84350478617218,0.03333333333333333
13.586841416606017,-33.80727409930868,0.03333333333333333
18.395545963646885,-33.500640423737195,0.03333333333333333
20.135997329839498,-34.123866316751105,0.03333333333333333
19.68891354858012,-33.64369934845421,0.03333333333333333
20.135981683870327,-34.12382038039932,0.03333333333333333
21.82557400106737,-33.90339849054468,0.03333333333333333
23.062107414371372,-33.48842320935598,0.03333333333333333
22.61122609615545,-33.166681692890194,0.03333333333333333
24.978738474763688,-33.980153526316506,0.03333333333333333
25.02477373454108,-34.21642401585168,0.03333333333333333
28.47816437369347,-34.027866484311836,0.03333333333333333
31.289174577467552,-33.816460521433356,0.03333333333333333
32.82671592148975,-32.997416459268386,0.03333333333333333
33.10437995801359,-33.083042512325804,0.03333333333333333
12.658089163102474,-35.35572685431761,0.03333333333333333
15.605767775247777,-35.51449912404629,0.03333333333333333
16.026662544018016,-34.32456670434716,0.03333333333333333
22.224577262682523,-35.489179086131436,0.03333333333333333
22.04820684548682,-34.69725835389373,0.03333333333333333
22.207419429991887,-34.63243889066599,0.03333333333333333
37.486342613878534,-34.444749631760395,0.03333333333333333
38.632879375997945,-34.25596817418846,0.03333333333333333
40.717339002177006,-35.560244081552405,0.03333333333333333
315.7501267259039,-21.61305579619955,0.03333333333333333
315.6910899809913,-20.871067096090496,0.03333333333333333
314.2479585329425,-20.87946582806481,0.03333333333333333
316.35286756606115,-21.89545183995214,0.03333333333333333
316.0583726257595,-21.72858460934195,0.03333333333333333
316.2924089982441,-23.57796088238254,0.03333333333333333
318.3256881756701,-23.44265859427811,0.03333333333333333
316.3076782583544,-24.92476327045435,0.03333333333333333
316.53013147916295,-23.549051468341464,0.03333333333333333
317.89434588806216,-24.357036144687964,0.03333333333333333
319.0876844896513,-23.540709627356755,0.03333333333333333
318.14108032017594,-23.91760572044025,0.03333333333333333
317.76330166141116,-23.54824216886148,0.03333333333333333
315.0671836491818,-26.298796354711804,0.03333333333333333
315.9634882970612,-25.94416017724368,0.03333333333333333
315.80597840175363,-25.373267019941625,0.03333333333333333
315.064052832034,-24.989571061246945,0.03333333333333333
316.56793901645835,-25.873541052388585,0.03333333333333333
316.04845234175497,-25.41059116410889,0.03333333333333333
317.7237169810505,-26.276821591941825,0.03333333333333333
317.9425192482676,-24.9545376382368,0.03333333333333333
319.2529005317598,-25.713109374808283,0.03333333333333333
318.42517607716684,-26.483966247942337,0.03333333333333333
316.3733041988348,-28.554939941130645,0.03333333333333333
316.3518647054105,-28.31312944551249,0.03333333333333333
315.8509339539138,-27.77281625837973,0.03333333333333333
314.2276438968274,-29.79640195773539,0.03333333333333333
315.0288993669418,-29.578136247032003,0.03333333333333333
314.91092991748934,-28.870501871926265,0.03333333333333333
317.2314944191299,-29.37364832773725,0.03333333333333333
318.85570780610004,-29.344970813496946,0.03333333333333333
317.5776039761234,-28.928829578092365,0.03333333333333333
321.78040168144133,-29.933112302026462,0.03333333333333333
322.00640273905856,-29.780025963720163,0.03333333333333333
321.66402555366045,-29.032364018355217,0.03333333333333333
322.8971017999074,-30.282433016217013,0.03333333333333333
325.4997191855506,-30.00113386363681,0.03333333333333333
316.8031915622865,-31.34897938080234,0.03333333333333333
316.80299742558554,-31.327888307812994,0.03333333333333333
317.50268189725483,-30.315162914927345,0.03333333333333333
319.03326706292637,-31.57325931907103,0.03333333333333333
319.58073493731183,-30.684813385130898,0.03333333333333333
319.07345143105664,-30.197542585126392,0.03333333333333333
321.47035934863584,-30.492764032974172,0.03333333333333333
321.4732970953699,-30.492725143326698,0.03333333333333333
321.4619784567268,-30.492431391214765,0.03333333333333333
321.4592784288146,-30.492694726174488,0.03333333333333333
321.49341439551637,-30.187523618309523,0.03333333333333333
323.08576530505366,-31.31935656420177,0.03333333333333333
322.6211477447994,-30.54784602492876,0.03333333333333333
322.7661601724943,-30.31332416493668,0.03333333333333333
324.26170539165537,-30.98996134893385,0.03333333333333333
323.4838448751153,-30.51631346204062,0.03333333333333333
314.94413634016547,-32.766470294866,0.03333333333333333
316.21613688806764,-31.869617457827,0.03333333333333333
317.81182119486516,-32.073062183036484,0.03333333333333333
320.0915229224569,-32.12114252830888,0.03333333333333333
320.15848481256063,-31.87674249514021,0.03333333333333333
316.38813832845506,-32.840962075844146,0.03333333333333333
317.7822325244557,-33.62600193595436,0.03333333333333333
318.80593678152945,-32.840671779451796,0.03333333333333333
317.82352004162044,-32.846414267411745,0.03333333333333333
320.4393597364839,-34.20810640886192,0.03333333333333333
318.99278721205366,-32.848803558853675,0.03333333333333333
321.50232969954584,-32.996528844930054,0.03333333333333333
