# ra,dec,radius
157.95249197614922,-33.91130712521322,2.0
158.17859625462543,-33.90953396493444,2.0
156.1366542698264,-35.342667924282686,2.0
156.62735548092124,-34.45296960837451,2.0
156.88970276750538,-33.921271115116554,2.0
157.0584956715565,-33.92175521124268,2.0
157.40758591075345,-36.21224327757265,2.0
157.77469971076303,-36.12891168420186,2.0
157.99060949452974,-35.27811079297131,2.0
151.3455823703409,-24.578127816066875,2.0
151.2280626502269,-24.565882636830892,2.0
150.32352457772527,-23.175435217832614,2.0
151.02535350205397,-23.166713931002704,2.0
151.84228864097253,-23.91042739537159,2.0
156.13095311674533,-23.552663995169148,2.0
157.1792384619574,-24.342026390327554,2.0
156.73449379411653,-24.089230021381578,2.0
159.7456097449217,-24.61822082802332,2.0
160.77687773388018,-24.621714762440586,2.0
162.11240611367356,-24.6131355710178,2.0
151.49153266911355,-25.97406098505572,2.0
159.47708863578262,-25.706843188332943,2.0
159.73480460089112,-25.63102146470607,2.0
151.4439317634836,-27.369710494678863,2.0
151.61660275196715,-27.362477856026825,2.0
150.70079366270278,-26.01647520519531,2.0
154.6680375269514,-25.98205918557013,2.0
158.10197947330937,-27.365138957135766,2.0
158.59916579486548,-26.49149057090181,2.0
157.02147993487316,-26.34102919520565,2.0
157.79551808893538,-25.9595307707736,2.0
158.59926033806485,-26.49143314650152,2.0
160.18458633319548,-26.93077695714731,2.0
161.79176054283752,-26.776539049015387,2.0
161.78494706726798,-26.473006336816887,2.0
162.0228876161865,-26.69160604968189,2.0
161.91463848998404,-25.984088678980704,2.0
164.07431616355916,-27.370818773491603,2.0
164.69658314642638,-27.092435835113548,2.0
152.12484178828666,-28.504100027410804,2.0
152.3948621448796,-28.762551616149498,2.0
152.17165555051696,-28.750618718861176,2.0
153.10501402784138,-27.340447846010232,2.0
157.68130010130346,-28.75344967702621,2.0
158.00335656245485,-27.336772807012586,2.0
164.74857227330833,-28.73751150613579,2.0
164.81326113117814,-27.94369154907121,2.0
164.21873708350213,-27.342486974952077,2.0
164.19579815623746,-27.341411793171805,2.0
149.6811639194094,-29.463706851408396,2.0
151.78007875934344,-30.13723129135566,2.0
154.27610009272811,-28.839116497825195,2.0
156.16241728593738,-30.168254306374674,2.0
156.4747573305206,-28.754553354360414,2.0
155.99864982930953,-28.79680750420577,2.0
158.0290903387059,-28.75894355475515,2.0
158.93520481137608,-29.746752699444183,2.0
163.8426391474425,-29.22607669856623,2.0
162.58950834718615,-28.7549561630316,2.0
152.15096701790574,-30.515394804497443,2.0
152.886465018018,-30.130772406088372,2.0
152.1805594915469,-30.14091547296823,2.0
152.02210108219384,-30.139472772628213,2.0
153.7687050550307,-30.119722669660806,2.0
158.82842420289947,-30.110711338457406,2.0
158.38400066992676,-30.119863712313258,2.0
158.1914437801614,-30.338274782042674,2.0
159.80640788213552,-31.55671521663631,2.0
161.06708701139058,-30.345974315728984,2.0
162.0384616340618,-30.1427906594542,2.0
151.4165331633374,-32.93146701555721,2.0
151.38248066283703,-32.22342203416749,2.0
153.2441368882982,-32.792938686473065,2.0
152.03566998981128,-32.20757890515616,2.0
153.24381088689782,-31.813696027293872,2.0
152.33897985294297,-31.498702577085997,2.0
153.5052324607851,-32.91769385233925,2.0
154.29764540464873,-32.90883527850012,2.0
153.92004345854363,-32.289447791726126,2.0
155.92031910764226,-31.51912264057825,2.0
157.8745742217274,-32.71308133498473,2.0
157.97698381611053,-31.519253277060443,2.0
160.0876800345177,-32.7994848753103,2.0
150.45642836177782,-34.28529332866057,2.0
150.58577973469832,-34.25391037368145,2.0
149.48358738891747,-33.1786172313488,2.0
150.3833525981921,-33.04326108927795,2.0
150.40672265402168,-32.882131649343144,2.0
150.41006552610187,-32.935900293432496,2.0
152.64975866176658,-34.310202610003905,2.0
154.97347266456262,-33.615308169228065,2.0
157.14761431035538,-34.31676444110407,2.0
156.32224323878083,-34.11367703220674,2.0
161.27305433957318,-33.37543909927925,2.0
161.8231522366769,-33.86184263314197,2.0
161.400019494829,-33.50084621223143,2.0
164.05505431639793,-34.288836446255196,2.0
164.7390580235633,-33.9144644031461,2.0
164.66804615447325,-33.503174616813816,2.0
150.5321903609348,-35.67118288690082,2.0
150.32811860761518,-35.67264397604929,2.0
150.947485520459,-35.66632691776633,2.0
150.920806115089,-34.369745561885104,2.0
153.42611752163796,-35.55862460323203,2.0
153.2844707074956,-34.2703639760996,2.0
155.52186282881692,-35.63222591442139,2.0
156.56330224751989,-35.17323085491432,2.0
158.54006021428222,-35.10761804831065,2.0
158.81010881277098,-34.990956163854136,2.0
165.418679792745,-35.494990392716936,2.0
151.97583570967734,-37.03531512837088,2.0
151.20182534449418,-37.04008396830317,2.0
152.14773887281504,-36.73035703458572,2.0
152.96702759964202,-35.65861012410004,2.0
155.65158960596418,-36.9023463587666,2.0
155.6442805144586,-36.515011336923095,2.0
156.0704824153117,-37.01203563776546,2.0
164.13963946925722,-35.64993911054364,2.0
150.83321357311652,-38.41429873694168,2.0
150.72435057016074,-38.411564821103795,2.0
150.4994492571779,-38.22952655678092,2.0
150.4788764485886,-37.28205180838733,2.0
150.5871339438583,-37.055177705691754,2.0
152.60244511715547,-37.02783213367049,2.0
154.755114203685,-37.671990131399845,2.0
157.29506581330634,-37.74076294828717,2.0
164.96708283962772,-37.00809632875364,2.0
164.98905538757546,-37.00805837734196,2.0
165.62069587224326,-37.115496073518585,2.0
149.78881606990194,-39.79291055464593,2.0
150.21447571166138,-39.78022639308452,2.0
150.17733143474678,-39.78224996257092,2.0
150.0777904202661,-39.41137028573628,2.0
149.35019236450933,-38.94527149456346,2.0
149.96360778890147,-38.73078195905008,2.0
149.70450519744048,-38.38008986554879,2.0
160.0795511904486,-39.179329817095855,2.0
161.59699326066152,-39.812853389037684,2.0
155.402876838108,-40.91449083608904,2.0
157.83484136270138,-41.06399643783455,2.0
156.2491285035071,-40.48243478445399,2.0
151.29949656598694,-42.042625006595294,2.0
156.30113311473752,-42.55474656882957,2.0
156.63078995355733,-42.29150190103832,2.0
156.54780377823045,-42.27394271619368,2.0
156.4964145645103,-42.23464299695596,2.0
156.64908128064212,-42.124829375980575,2.0
157.35750507763564,-42.02425105481941,2.0
157.27839212684182,-42.01026555527663,2.0
157.2524803497147,-41.9938776325918,2.0
157.2448830612233,-41.97807765092978,2.0
156.41258974034753,-41.989109945329744,2.0
156.70752874562552,-41.93901940889818,2.0
157.1820111602257,-41.925478351948534,2.0
157.21038605557325,-41.92186968649153,2.0
157.33529007907262,-41.903641261075684,2.0
157.08733794853677,-41.8977635417483,2.0
157.34324042946545,-41.870150806939314,2.0
157.08383118061002,-41.8607228468907,2.0
160.23961637436986,-41.36654796083447,2.0
162.46978484174628,-41.647551695719116,2.0
163.89733417514216,-42.20023849980839,2.0
163.00750029878168,-41.96885419566257,2.0
153.30704237919332,-43.208170165532344,2.0
157.202367259171,-43.2121160712403,2.0
158.14675257939038,-42.49805519626464,2.0
158.99067522346618,-42.50379108295883,2.0
153.99393242520526,-45.08554080504604,2.0
152.9841604091512,-44.95055570109223,2.0
152.81570652134639,-44.57222297861679,2.0
154.73316699556537,-44.57321040278474,2.0
159.1516443345094,-44.29710430328496,2.0
163.27750422323808,-45.278221636635095,2.0
163.69188482052496,-44.9217692452592,2.0
163.77219861048823,-44.42701260378453,2.0
162.3385561682737,-43.864114952536276,2.0
155.8600603218844,-46.55602781081461,2.0
159.87639195062232,-46.55789265487881,2.0
159.289493814548,-45.40263547135811,2.0
160.1287881034728,-45.93165081801156,2.0
164.94440651137128,-46.63655938293784,2.0
165.0022424016514,-45.92701487158884,2.0
154.31545434578538,-46.57079335479883,2.0
163.53173883333866,-47.93291202748024,2.0
162.36564012406956,-47.28479203129294,2.0
0.6397545504036415,-0.7428020703297987,2.0
1.4051814793118722,0.03161155970015548,2.0
1.6624146658548595,0.7040921702118307,2.0
2.0471043445714274,1.0008998332737824,2.0
3.2098061959067565,0.5811859169421968,2.0
2.6004631929730784,1.430751216679095,2.0
2.9729386302949123,1.4423918112515757,2.0
4.025550033895321,-0.8402830322196256,2.0
3.813317047658639,0.03510511493531817,2.0
5.794702286778074,1.406103939044776,2.0
7.789033452512172,-0.024833540181993644,2.0
9.789238950909432,0.6698562687124668,2.0
12.50586461795442,0.03449928104468024,2.0
14.307770349788942,-1.1350426872165278,2.0
14.808207423655741,0.4104015892863053,2.0
18.306880063852642,0.8326688397106012,2.0
20.329549963758094,-0.3305803174089733,2.0
19.710371910038603,0.4555103331910189,2.0
22.69123003549836,-1.3672549029040844,2.0
22.099043654752546,0.7259692420840052,2.0
24.11961493287005,0.026195752546741502,2.0
25.48450964845401,0.02726261312712821,2.0
25.772035751958718,0.033363837837358884,2.0
27.082155171063967,1.4435699526556067,2.0
28.592032870385022,1.3750475333121737,2.0
30.01407705069201,0.010234513754027385,2.0
29.948435289837352,1.4415609746701858,2.0
33.31312556324089,0.022834296582297325,2.0
36.4492738757306,-0.8399256080463456,2.0
38.26845656127399,-0.8807779711458673,2.0
40.28470989315202,-0.8171930423906056,2.0
39.33233379333194,0.03245000485269773,2.0
39.56414365171168,0.026340034236961442,2.0
39.710734605347255,0.6435404249638801,2.0
41.19871461615653,0.02864985885880598,2.0
41.346565454178936,0.030790520301471364,2.0
40.74308847729504,1.0549789870703423,2.0
45.37927728065914,0.6901651288908077,2.0
45.00821172566348,1.0613339673548834,2.0
48.24542934625289,-1.3717351856243878,2.0
52.17822368373842,-0.7033776745074332,2.0
53.01502905647492,1.4123369738220677,2.0
52.90761196308445,1.4119598623305274,2.0
55.58626162546214,-1.1487356913775388,2.0
55.76174446254088,1.1598307303642208,2.0
56.559255777041734,0.6786175782802875,2.0
58.497633968336636,-0.1459383457506291,2.0
58.22603917366051,-0.23310080841843964,2.0
60.06204423774292,-0.9933700440480976,2.0
301.1063450800226,-0.9409064750857415,2.0
300.04825959075174,-0.8641409336971165,2.0
300.33867059008617,-0.8556391057702307,2.0
299.77678920322546,-0.8332466011647227,2.0
300.33702902327263,-0.7087407753440892,2.0
299.9961001317508,-0.6695084665137175,2.0
301.1027133376168,-0.5460129431915353,2.0
300.17611807892916,-0.4543337038694672,2.0
300.1373965952236,-0.4478943580487498,2.0
300.2459427634755,-0.03992894034998709,2.0
301.0913460679185,-0.010397538401594532,2.0
299.8467430557559,0.6591824400569005,2.0
302.4746962855208,-1.3648423744241391,2.0
302.52650929556216,-1.3284778405900008,2.0
302.35652537104687,-0.7407356466637255,2.0
301.883578208694,0.02568476573369533,2.0
301.8797699532493,1.4339511822449418,2.0
302.540308466167,-0.052589275655292415,2.0
302.79234930628104,0.7290983297088954,2.0
303.0383405454066,1.4358143297906591,2.0
304.8525222108113,-0.8001711360494298,2.0
304.49545471392776,0.04211394456792223,2.0
304.61986155238833,0.02402918590896944,2.0
304.79674419491107,0.02619350067178044,2.0
304.6225404625435,0.0366495747322422,2.0
303.95173806693333,0.0392444959822456,2.0
305.19768838192874,0.06361849909936683,2.0
305.08972362030585,0.13141603177825725,2.0
304.45684398022144,0.3727897378223987,2.0
304.325081862474,0.41825333231024014,2.0
304.2133837027411,0.7285816391803374,2.0
305.9923447697295,-1.3744866648163387,2.0
306.6690238980794,-0.8848307275319228,2.0
305.79027122178434,-0.6388671947069551,2.0
