ra,dec,sep
70.89502728244676,-48.70927801800732,0.03333333333333333
73.29971144948952,-51.86514245367586,0.03333333333333333
74.7145919554476,-51.791156869186366,0.03333333333333333
74.81297244269186,-51.51851956037668,0.03333333333333333
331.2684098256359,-24.554909705235747,0.03333333333333333
332.3293752575985,-24.12012102380704,0.03333333333333333
332.2663027063055,-23.544852231737924,0.03333333333333333
331.94432889637795,-23.61091966725822,0.03333333333333333
334.0187902631637,-24.63888423376929,0.03333333333333333
334.06298505582885,-24.223778615281248,0.03333333333333333
334.08709644680147,-23.548830287352622,0.03333333333333333
329.4093807927702,-25.116373749772485,0.03333333333333333
329.3370362394045,-25.133993290826115,0.03333333333333333
330.58304481089283,-24.877909164201967,0.03333333333333333
332.2544224509056,-26.09900163648365,0.03333333333333333
331.22366426801165,-25.051456106463768,0.03333333333333333
333.3551818035355,-25.448422477148064,0.03333333333333333
333.44019307062644,-25.33837521229197,0.03333333333333333
332.5155820961611,-25.33536513124485,0.03333333333333333
332.5341770623733,-24.884726288356234,0.03333333333333333
334.92724376795064,-26.292910043377532,0.03333333333333333
335.12049201026866,-24.87624057528029,0.03333333333333333
334.349347505759,-24.92652861921181,0.03333333333333333
339.04076247947586,-25.190225830303394,0.03333333333333333
12.981833825704761,-26.962028288894874,0.03333333333333333
332.05119881707293,-27.60764759601883,0.03333333333333333
331.88706229118645,-26.226874653069228,0.03333333333333333
333.51191857192214,-27.539286005712476,0.03333333333333333
333.2215414069018,-27.054416847627078,0.03333333333333333
333.0853786478534,-26.889989768269853,0.03333333333333333
333.3696115832082,-26.68569487453418,0.03333333333333333
332.1902046323318,-26.36330598306179,0.03333333333333333
332.64239605860087,-26.53770817640446,0.03333333333333333
333.5119857829216,-27.53930260557384,0.03333333333333333
334.58077291303573,-27.262284225095634,0.03333333333333333
333.62784454064234,-26.339023280052565,0.03333333333333333
21.09636474641903,-27.970352948095197,0.03333333333333333
25.090845260686656,-27.67649389594184,0.03333333333333333
28.54555949699684,-28.87064580945145,0.03333333333333333
331.89396381531327,-28.65815178172343,0.03333333333333333
333.3985380422876,-28.42824210005132,0.03333333333333333
335.3067522132758,-28.07246239885318,0.03333333333333333
335.36797346403597,-27.680832301283427,0.03333333333333333
359.3407588884482,-30.07055246768264,0.03333333333333333
0.4968921619628843,-29.311221442882104,0.03333333333333333
0.6575208221604383,-28.866534637725106,0.03333333333333333
2.666987531261032,-29.740921877458874,0.03333333333333333
3.7007910517398988,-28.90876984450449,0.03333333333333333
8.477954545229275,-29.93685399620687,0.03333333333333333
7.961265608895669,-28.92685732854085,0.03333333333333333
10.61533003061461,-30.241938696437927,0.03333333333333333
16.261587965181207,-29.10475529378924,0.03333333333333333
20.62449728942338,-30.28193077150473,0.03333333333333333
20.335787708869184,-29.667183328082363,0.03333333333333333
22.6741972625038,-29.038207591843072,0.03333333333333333
24.033745063235283,-29.26059432657566,0.03333333333333333
25.764557663482428,-29.881889491918482,0.03333333333333333
27.24667923076606,-30.285715598235512,0.03333333333333333
28.64402915415735,-30.218591364909376,0.03333333333333333
28.511796972069806,-29.556640921139987,0.03333333333333333
28.442765398175784,-29.23217337589091,0.03333333333333333
28.545594305017943,-28.870735753209058,0.03333333333333333
30.22926062206253,-29.590695751118542,0.03333333333333333
332.45263484436884,-30.23217545253064,0.03333333333333333
332.01870793183775,-29.68742278774359,0.03333333333333333
331.4771850421492,-29.505597534944567,0.03333333333333333
332.8195871416373,-29.878748695527644,0.03333333333333333
333.431619800616,-29.403828058262548,0.03333333333333333
