# RA_1        DEC_1       Field          ID                         RA_2                 DEC_2                 FWHM                 ISOarea   KRON_RADIUS          nDet_magPStotal   PhotoFlagDet   U_PStotal            F378_PStotal         F395_PStotal         F410_PStotal         F430_PStotal         G_PStotal            F515_PStotal         R_PStotal            F660_PStotal         I_PStotal            F861_PStotal         Z_PStotal            e_U_PStotal            e_F378_PStotal         e_F395_PStotal         e_F410_PStotal         e_F430_PStotal         e_G_PStotal             e_F515_PStotal          e_R_PStotal             e_F660_PStotal          e_I_PStotal             e_F861_PStotal          e_Z_PStotal             r_-_i                    r_-_J0660             e(r_-_i)                e(r_-_J0660)           GroupID   GroupSize   Separation          
  54.621179   -35.45074   SPLUS-s28s32   iDR3.SPLUS-s28s32.025180   51.280516985236396   -36.361899269814245   9.419719             714       4.5114555            12.0              3              18.621920000000006   18.500084            18.45648             18.458138            18.504847            18.530182            18.322586            18.539213            18.133083            18.546085            18.485               18.555443            0.03063057             0.04061017             0.057176437            0.05243745             0.05445345             0.023510573             0.037714686             0.01964619              0.016861046             0.022940561             0.04074888              0.037612054             -0.0068720000000013215   0.406130000000001     0.03020334618069364     0.025889527877700203   1         247         10277.842404960005  
  54.621179   -35.45074   SPLUS-s28s32   iDR3.SPLUS-s28s32.025260   51.318000716553456   -36.37365298806249    40.099438            616       4.833739             12.0              3              19.327394            18.79078             18.935598            18.770187            18.817251            18.77656             18.706902            18.695198            18.253654            18.719603            18.726332            18.65134             0.052711997            0.05039436             0.08250702             0.066790536            0.06953925             0.028344948             0.050410955999999986    0.022034654             0.018313512             0.02626782              0.04954765              0.040748138             -0.02440499999999801     0.4415440000000004    0.03428592049883036     0.02865153920252558    1         247         10187.374049623817  
  54.621179   -35.45074   SPLUS-s28s32   iDR3.SPLUS-s28s32.026392   51.321315954137155   -36.37648232247583    81.062386            4883      5.926602             12.0              3              19.08495             18.642807            18.657598            18.61791             18.572721            18.453123            18.455458            18.389097            18.005947            18.353912            18.35205             18.314232            0.043475393            0.04505585             0.06643821             0.05921969             0.057296775            0.02215868              0.04157591              0.017590147             0.0154471705            0.019747464             0.036563456             0.030647004             0.03518499999999847      0.38315000000000055   0.026445710539006226    0.023410005295550002   1         247         10181.403675637977  
  54.621179   -35.45074   SPLUS-s28s34   iDR3.SPLUS-s28s34.034192   55.02864499194436    -35.629081286035856   55.11827             861       5.603632             12.0              3              19.472256            18.954493            19.140482            19.297443            19.209625            19.05355             18.489048            18.998520000000006   17.686821            19.309479            19.297112            19.067362            0.06119106             0.054947313            0.09728405             0.1107347              0.10005425             0.03458489              0.046358347             0.027510446             0.013124974             0.043563936             0.08838425              0.066903666             -0.3109589999999933      1.311699000000008     0.05152320990515839     0.030480970811632493   1         247         1355.3267358884186  
  54.621179   -35.45074   SPLUS-s28s34   iDR3.SPLUS-s28s34.034204   55.03933018100111    -35.629262987208705   103.77049            4789      5.893936599999999    12.0              3              19.870295            19.353289            19.615564000000006   19.543118            19.2758              19.168348            19.025242            18.975204            18.565346            18.867006            18.902063            18.645674            0.084999524            0.075071946            0.14347069             0.13603301             0.105617955            0.037841626             0.07045995              0.027005795             0.023648243             0.030272728             0.06299051              0.046312753             0.10819800000000157      0.40985799999999983   0.04056785703169455     0.03589641152774291    1         247         1383.2747102413882  
  54.621179   -35.45074   SPLUS-s28s35   iDR3.SPLUS-s28s35.018625   56.43910392669589    -36.34612610981142    23.174007            1061      5.0823245            12.0              2              19.242685            18.700615            18.85492             18.665237            18.57481             18.516783            18.635143            18.307999            17.928482000000006   18.217999            18.2195              18.107004            0.045311905            0.04834263             0.10258392             0.05979225             0.05422633             0.01962105              0.06882933              0.015240958999999997    0.020952364             0.022349019             0.036642645             0.037243687             0.08999999999999986      0.3795169999999928    0.027051164143194317    0.02590923365188899    1         247         6204.296643769997   
  54.621179   -35.45074   SPLUS-s28s38   iDR3.SPLUS-s28s38.004444   61.33500967007201    -36.816336175827615   17.165478            647       4.6312995            12.0              3              18.912842            18.617813            18.61183             18.532295            18.566948            18.68568             18.631083            18.74596             18.25195             18.93114             19.008343            18.916342            0.029966084            0.039349113            0.06225308             0.05129708             0.050172474            0.019758900000000003    0.040531896             0.019219615             0.015905268             0.029803019             0.07213507599999999     0.05581516              -0.185179999999999       0.4940099999999994    0.035462847351313824    0.024947367614641208   1         247         20125.207564917957  
  54.621179   -35.45074   SPLUS-s28s41   iDR3.SPLUS-s28s41.009262   67.36571362465413    -36.71075326214969    44.620403            951       4.2775426            12.0              3              19.550804            18.919064            18.778584            18.663828            18.692955            18.501722            18.381435            18.078213            17.62819             17.8166              17.633577            17.484991            0.045326035            0.049682103            0.06803200000000001    0.05847137400000001    0.05787726             0.018998438             0.034974806000000004    0.012354885             0.010940701             0.012663                0.023747187000000003    0.016100852             0.26161300000000054      0.4500230000000016    0.017691657705348727    0.016502791331608906   1         247         37328.01959403664   
  54.621179   -35.45074   SPLUS-s28s41   iDR3.SPLUS-s28s41.026461   67.51935281912917    -36.28260235054653    9.2225065            86        5.6773586            12.0              2              21.677013            22.893778            20.406466            20.184622            20.042171            20.873226000000006   19.496765            18.676662            18.253685            18.886139            17.944891000000005   21.253595            0.26024446             1.4565723              0.25652745             0.19464156             0.16690037             0.11046514              0.07803577              0.018104669             0.015827011000000002    0.027676042             0.029713389             0.42158425              -0.2094769999999997      0.4229769999999995    0.03307177558561568     0.024047314128477677   1         247         37719.69810575108   
  54.621179   -35.45074   SPLUS-s29s31   iDR3.SPLUS-s29s31.021323   50.97415438270463    -37.513242511239916   14.841151000000002   161       3.897188             12.0              3              18.95135             18.687767            18.611341            18.586079            18.455921            18.398048            18.34048             18.02593             17.288025            18.05992             17.911366            17.904642000000006   0.045649268            0.052840367            0.07478807             0.06729148             0.057238515            0.022329632             0.041188587             0.014226831             0.010016799             0.015834937             0.029704068             0.021357238             -0.03399000000000285     0.7379049999999978    0.02128727202101129     0.017399396038626228   1         247         12904.48958684587   
  54.621179   -35.45074   SPLUS-s29s31   iDR3.SPLUS-s29s31.021457   50.97941107300697    -37.50932372939759    19.75018             250       3.7811038            12.0              3              19.080975            18.668201            19.046286            18.732033            18.65263             18.531517            18.559662            18.116077            17.231337            18.087418            17.98043             17.909468            0.050581638            0.051944997            0.10615059             0.07562175             0.06687489999999999    0.024707744             0.048739742             0.015143983             0.009664414             0.016134651             0.031306524             0.021399386             0.0286590000000011       0.8847400000000007    0.022128424796991085    0.017964997051702652   1         247         12884.154692435977  
  54.621179   -35.45074   SPLUS-s29s31   iDR3.SPLUS-s29s31.021707   50.97707468268986    -37.51038196542084    39.432117            735       3.7642632000000007   12.0              3              19.232412            18.869465            19.142387            18.72639             18.651094            18.486046            18.40446             18.066975            17.707867            17.940504            17.84985             17.70467             0.057320077            0.06096825700000001    0.115112625            0.07537359             0.0668784              0.023879912000000003    0.043241262             0.014638418             0.013100985             0.014504403             0.028293043             0.01822774              0.12647099999999867      0.3591079999999991    0.0206073042373119      0.019644823478793313   1         247         12891.816251965605  
  54.621179   -35.45074   SPLUS-s29s31   iDR3.SPLUS-s29s31.034118   51.26729795433997    -36.92773995131392    33.67501             1977      4.7844989999999985   12.0              2              19.497168            19.004864            18.760775            18.792393            18.78881             18.696884            18.433678            18.545267000000006   18.265673            18.623817000000006   18.55275             18.541628            0.06892646             0.06567122             0.08137049             0.07873481             0.07402913             0.027879212             0.043788575             0.020516684             0.019024178             0.024485733             0.05003872              0.036116637             -0.0785499999999999      0.27959400000000656   0.031945037844759945    0.027979522349953365   1         247         11099.811218168934  
  54.621179   -35.45074   SPLUS-s29s32   iDR3.SPLUS-s29s32.026991   51.99847118632749    -37.14658751593436    106.04757            3173      5.6176863            12.0              3              19.17939             18.709597            18.780748000000006   18.765625            18.738668            18.531904            18.307657            18.106672            17.549785999999994   18.052517            18.022427            17.891712            0.06097744             0.06392187             0.104883604            0.10405362             0.10177232             0.03355791              0.055679407             0.01877182              0.014149666000000003    0.01954088              0.037293807000000005    0.026256975             0.054154999999997955     0.5568860000000058    0.02709662741535928     0.02350732383798624    1         247         9755.078578404367   
  54.621179   -35.45074   SPLUS-s29s35   iDR3.SPLUS-s29s35.036750   58.60073273891514    -37.499876552946965   44.003597            881       3.6720603            12.0              2              19.451586            19.265663            18.892712            18.065594            17.918995000000006   17.484942999999998   17.398966            18.488861            16.956388            16.929655            17.091625            17.884272            0.040949527            0.05814959             0.07505894             0.037861608            0.032386057            0.00961681              0.018302558             0.01548756              0.007353487             0.0066375625            0.013131752             0.017271882             1.5592059999999996       1.5324729999999995    0.01684997776541578     0.017144628482786348   1         247         13677.487753654574  
  54.621179   -35.45074   SPLUS-s29s36   iDR3.SPLUS-s29s36.038865   59.342101075938615   -37.03168069989505    8.934794             205       4.595254             12.0              0              19.759504            19.278301000000006   19.097015            18.906628            18.884178            18.776302            18.377892000000006   18.49178             18.134876            18.427582            18.36795             18.222607            0.065358736            0.0826513              0.09585609             0.07433779             0.069534756            0.022918666             0.037015934             0.017738089             0.014886595             0.020913804             0.040851712000000005    0.0296061               0.06419799999999753      0.3569040000000001    0.027423110675529445    0.0231570834101781     1         247         14839.620635944326  
  54.621179   -35.45074   SPLUS-s29s37   iDR3.SPLUS-s29s37.048546   61.33498273596543    -36.81638793661925    17.13963             688       5.4872694000000015   12.0              3              19.00185             18.638313            18.559631            18.615108            18.46278             18.66365             18.567917            18.686329            18.213951            18.889244            18.925795            18.939625            0.034245603            0.041818492            0.06388967             0.059766393            0.053731978            0.022086011000000003    0.045634404             0.019380694             0.016569542             0.02574249              0.05740385              0.045269527             -0.20291500000000084     0.4723779999999991    0.032222462527276466    0.02549825527386923    1         247         20125.170860061982  
  54.621179   -35.45074   SPLUS-s29s38   iDR3.SPLUS-s29s38.033375   63.40214567158733    -37.28986381831528    10.263394            140       4.3271165            12.0              3              20.312263            20.013155            19.853287            20.467773            19.535076            19.440704            19.051296            18.927788            18.510777            18.672459            18.508335            18.41339             0.095344834            0.1158715              0.17367336             0.27399537             0.12126758             0.04063539              0.06295085              0.0232916               0.019729342             0.02380477              0.045903433             0.03388775              0.2553289999999997       0.4170109999999987    0.03330413946212843     0.030524507634243078   1         247         26289.330321899393  
  54.621179   -35.45074   SPLUS-s29s38   iDR3.SPLUS-s29s38.033731   63.40257497050464    -37.29088397004818    8.161610000000001    106       4.8884363            12.0              3              19.18801             18.665434            19.075377            19.035492            18.922611            18.887129            18.36607             18.845284            17.696182            19.0234              18.977787            18.950308            0.039587006            0.04121902             0.09222811             0.08231595             0.07409803599999999    0.026811857             0.03788033              0.02198054              0.011733207             0.03152061              0.06834399              0.053823914             -0.17811599999999927     1.1491019999999992    0.03842776331591132     0.0249161049362947     1         247         26291.29357281889   
  54.621179   -35.45074   SPLUS-s29s39   iDR3.SPLUS-s29s39.045174   63.816728155009095   -36.80540793770953    8.290109             173       5.148094             12.0              2              24.69144             23.053688            22.74712             18.721922            18.59651             19.294424            18.25422             18.663548            18.18376             18.43954             18.45208             17.931622            3.7055368              1.4326771              2.0381436              0.0702034              0.05866476             0.03026775              0.03210481              0.017936821999999998    0.015051886             0.018501649             0.038906537000000005    0.020788947             0.22400799999999776      0.4797879999999992    0.02576898521825966     0.023415568658836365   1         247         27167.801528090396  
  54.621179   -35.45074   SPLUS-s29s44   iDR3.SPLUS-s29s44.033875   72.36563245631116    -37.348165377464255   12.885714            295       4.527341000000002    12.0              2              19.318699            18.609592000000006   18.564203            18.676842            18.583902            18.331747            17.7126              18.183493            17.698057000000006   18.142647            18.09368             18.026821            0.042461723            0.041442133            0.06637864             0.062405363            0.05760659             0.01686028              0.02478142              0.01391614              0.01181258              0.015538016000000003    0.030876433             0.022810925             0.040845999999998384     0.4854359999999929    0.020858784569477103    0.01825365713373624    1         247         51790.46452943436   
  54.621179   -35.45074   SPLUS-s30s42   iDR3.SPLUS-s30s42.036434   71.43743287875098    -38.64685520996582    8.935866             159       4.36569              12.0              0              19.968918            19.555214000000007   19.44943             19.291117            19.292557            19.243193            18.912327            18.999292            18.681051            18.961224            18.799026            18.788534            0.06626252             0.077814               0.11420108             0.090115234            0.08659684             0.028253842             0.049575046             0.022632597             0.020404343             0.029208615             0.06350939              0.048806973             0.0380679999999991       0.31824100000000044   0.03695101672731935     0.030472473812049754   1         247         49590.16344918502   
  54.621179   -35.45074   SPLUS-s31s35   iDR3.SPLUS-s31s35.008516   58.969095336250184   -40.68543671030852    39.702377            1668      4.5464167999999985   12.0              2              19.393036            19.00787             18.843027            18.8008              18.690031            18.660143            18.438585            18.588282            18.036976            18.640507            18.544361            18.56452             0.046951458            0.05509195             0.077801846            0.07058137             0.0637722              0.0224992               0.040717214             0.018037843             0.0140282065            0.022430094             0.042069476             0.034954827             -0.052224999999999966    0.5513060000000003    0.028783205119331048    0.022850697094384042   1         247         22509.019903087228  
  54.621179   -35.45074   SPLUS-s31s38   iDR3.SPLUS-s31s38.042223   65.8594445236913     -39.74327315094838    8.25034              207       4.5596809999999985   12.0              2              20.557705            20.165707            20.237276            19.026035            19.121872            19.96981             18.475964            18.083374            17.528570000000002   17.783855            17.277058            20.88417             0.10547407             0.13475573             0.24793302             0.08191298             0.08420698             0.04991608              0.038343765             0.012918037             0.0105634825            0.011955607             0.017826643             0.26835197              0.2995190000000001       0.5548039999999972    0.017601483422479424    0.01668720595130219    1         247         35549.85586977171   
  54.621179   -35.45074   SPLUS-s32s38   iDR3.SPLUS-s32s38.038747   66.63573911050027    -41.03239942176444    21.779045            456       4.657404             12.0              0              19.843803            19.269722            19.18641             19.237822            18.991575            18.99543             18.618706            18.636782            18.281649            18.600819            18.51936             18.432245            0.0719608              0.07604556             0.117201895            0.102138445            0.08119448             0.02801986              0.047708556             0.02154316              0.019858688             0.025386352             0.051288053             0.038465723             0.03596299999999886      0.3551329999999986    0.033295264087457005    0.029299747982993708   1         247         39415.01927470801   
  54.621179   -35.45074   SPLUS-s33s38   iDR3.SPLUS-s33s38.025012   66.88304468308749    -42.16598691809869    22.610514            253       4.2023625            12.0              3              18.826408            18.345224            18.484982            18.675968            18.763924            18.587421            18.42023             18.440758            17.789906            18.458654            18.330929            18.395134            0.044439018            0.052778516            0.09970536             0.09951248             0.10550725             0.036157634             0.060886014             0.023810338             0.018666005             0.026089557000000003    0.045823064             0.03706678              -0.017896000000000356    0.6508520000000004    0.03532134170909272     0.030254783726450088   1         247         41974.838815894225  
  54.621179   -35.45074   SPLUS-s33s39   iDR3.SPLUS-s33s39.021019   69.73020003965611    -42.74698497627646    9.582884             122       4.6755557            12.0              0              19.449896            18.937384            18.874516            19.070084            18.998833            18.918425            18.614166            18.758987            18.397501            18.82286             18.69236             18.787712            0.07162932             0.075348               0.11526412             0.11117234             0.10146345             0.031207772             0.05826406              0.027624737000000003    0.024016349             0.036738705             0.06859645              0.06410841              -0.0638729999999974      0.36148600000000286   0.04596584100607966     0.0366047963197307     1         247         49602.96248081634   
  54.621179   -35.45074   SPLUS-s33s39   iDR3.SPLUS-s33s39.037283   70.3595149260068     -42.401764594026645   15.234814000000002   180       3.5102417            12.0              2              17.513494            17.094404            16.87173             16.40669             16.3063              16.130342000000002   15.818273            18.451748            15.527655            15.537782            15.35611             19.240585            0.01864714             0.02127007             0.02738765             0.018191857            0.01666399             0.0061022947            0.010435269             0.021497777000000003    0.004590575             0.0040832963            0.006331778000000001    0.09456184              2.9139659999999985       2.924092999999999     0.02188213254267789     0.021982442875448444   1         247         50567.85644944839   
  54.621179   -35.45074   SPLUS-s34s37   iDR3.SPLUS-s34s37.034102   67.69689514859351    -43.66154018505646    9.176771             28        3.9007401            12.0              3              19.401442000000007   18.999008            18.967365            18.569593            18.699451            18.535824            18.37849             18.160482            17.769535            18.02569             17.938059            17.847614            0.059826687            0.07286462             0.1148749              0.08018249             0.08855761             0.030836118             0.05321552              0.018890556             0.016980428             0.018688293             0.034786697000000005    0.026494546             0.13479199999999736      0.39094699999999705   0.02657264385120504     0.02540055198322115    1         247         46708.756762469304  
  54.621179   -35.45074   SPLUS-s34s38   iDR3.SPLUS-s34s38.041679   68.18478538933437    -43.709289341498014   98.62726             1904      4.7559566            12.0              3              19.721476000000006   19.282747            19.272564000000006   18.868793            18.8295              18.80491             18.686506            18.46442             18.035017            18.337406            18.388699            18.126038            0.06778743             0.08318075             0.13918695             0.09594667             0.08730758             0.027743082             0.055743363             0.018942611             0.01745256              0.020730551             0.04419604              0.032818038             0.12701399999999907      0.42940300000000065   0.028081635569548333    0.025756831366667003   1         247         47854.6993303589    
  54.621179   -35.45074   SPLUS-s34s38   iDR3.SPLUS-s34s38.042966   68.29080626237631    -43.77044714232464    34.247284            2613      4.603375             12.0              2              19.577374            18.97275             18.886557            18.8294              18.682283            18.634777            18.393492            18.238365            17.862743            18.080294            18.137173            17.872729999999994   0.060857978            0.06591031             0.102316886            0.09212863             0.07719726             0.024568975             0.044781085             0.01632544              0.015649257             0.017106693             0.035941100000000004    0.02652719              0.15807100000000318      0.37562200000000345   0.02364654174694154     0.022614580160720404   1         247         48206.3209602502    
  54.621179   -35.45074   SPLUS-s26s25   iDR3.SPLUS-s26s25.048321   39.41043686282069    -32.92490639489926    25.167984            210       3.884007             12.0              3              19.741968            19.261297            19.181427            19.133148            18.875687            18.75117             18.47107             18.22929             17.838917000000006   18.004225            17.828077            17.759867            0.04958537             0.057958845            0.085252225            0.07156034             0.057956938            0.018835371             0.033275638             0.012539825             0.01174151              0.013346263999999998    0.023283891             0.017381204             0.22506499999999718      0.3903729999999932    0.018313109342444307    0.017178773766212914   1         247         46150.08990789615   
  54.621179   -35.45074   SPLUS-s30s23   iDR3.SPLUS-s30s23.009165   38.17450483565681    -39.29522924587369    38.51559             940       5.096246             12.0              3              18.935015            18.339493            18.634743            18.79315             18.551163            18.355442            17.806665            18.196983            16.976488            18.458397            18.516928            18.313408            0.038288064            0.036743800000000014   0.065113164            0.06243461400000001    0.0509467              0.01746409              0.026471365             0.012441086             0.00891813              0.024538271             0.052766003             0.03976346              -0.26141400000000203     1.2204949999999997    0.027511949486156685    0.015307307521451837   1         247         48965.22362823492   
  54.621179   -35.45074   SPLUS-s30s23   iDR3.SPLUS-s30s23.009432   38.16776423815397    -39.297609760003574   74.11328             2119      5.307663             12.0              3              18.957853            18.683971            18.706676            18.659565            18.59729             18.658674            18.400383            18.487091            18.079458            18.58016             18.720846            18.533157            0.03893873             0.046281468            0.06863431             0.05674459             0.052691918            0.021264955             0.039213706             0.01511563              0.017129073             0.02706625              0.06281619999999999     0.04817418              -0.09306899999999985     0.4076330000000006    0.0310010348111059      0.022844855266256976   1         247         48985.3150697908    
  54.621179   -35.45074   SPLUS-s38s30   iDR3.SPLUS-s38s30.042245   59.419902039409045   -48.897831022119064   34.955105            878       3.7573538            12.0              3              18.490791            17.973692            18.339289            18.352371            18.33545             18.375565            18.396702            18.223488            17.1317              18.350405            18.422272            18.232159            0.024181625            0.031382997            0.048748508            0.04136785             0.040347185            0.016029576             0.03348773              0.013738343500000002    0.008791181             0.019773368             0.043050297             0.03092623              -0.12691699999999884     1.091788000000001     0.024077544812281346    0.016310332476646615   1         247         50047.37215994231   
  54.621179   -35.45074   SPLUS-s38s30   iDR3.SPLUS-s38s30.042520   59.432435483615805   -48.91218806057893    49.110672            1186      3.7542713            12.0              3              19.05474             18.812004            18.777527            18.886108            18.802528            18.607933            18.544842000000006   18.409996            17.773876            18.253935            18.560055            18.072815            0.03461172             0.05316961             0.06615322             0.05985346             0.055642795            0.018427834             0.036878195             0.015451159             0.012637144             0.018385751             0.048181072             0.027073806             0.15606100000000112      0.6361199999999982    0.02401612279859682     0.019960854764263403   1         247         50105.34996715629   
  54.621179   -35.45074   SPLUS-s24s32   iDR3.SPLUS-s24s32.004470   48.19823554408303    -31.485786644196672   13.799924            59        3.8865745            12.0              3              20.899103            20.20551             20.354729000000006   20.064966            20.448841            20.298805            20.215656            19.872133            19.322058            19.873333            20.079708            19.632774            0.20916972             0.14984038             0.25605348             0.18378197             0.23689571             0.07325565              0.15202689              0.04988158              0.038525183             0.06782073              0.17143467              0.097654186             -0.0011999999999972033   0.5500750000000032    0.08418921214163547     0.06302667489626824    1         247         23986.10555778288   
  54.621179   -35.45074   SPLUS-s24s32   iDR3.SPLUS-s24s32.005178   48.48367671208701    -31.470164460703632   14.209917            169       4.601701             12.0              0              20.261438            19.630741            19.468246            19.751814000000003   19.81213             19.318432            18.231297            19.419516            18.345974            19.55828             19.477158            19.542866            0.12023016             0.09242102             0.1205154              0.13768192             0.1342412              0.032880556             0.03213546              0.034480173             0.018904846             0.050950296             0.09930319              0.08881062              -0.13876399999999833     1.0735420000000033    0.061520850064003055    0.039322710135412144   1         247         23339.16080962327   
  54.621179   -35.45074   SPLUS-s24s32   iDR3.SPLUS-s24s32.012917   49.06257448977247    -31.20901634866793    9.302787             53        6.5514064            12.0              3              20.907751            19.968433            20.080566            20.005877            20.132553            19.908382            19.631357            19.950617            18.566088            20.085014            20.128246            20.22826             0.21385348             0.1247455              0.2054575              0.17056574             0.17599574             0.052003153             0.0913279               0.053273335             0.022164423             0.07991187              0.17592151              0.16376744              -0.13439699999999988     1.3845290000000006    0.09604142433824649     0.05770017217431118    1         247         22635.462667706004  
  54.621179   -35.45074   SPLUS-s24s32   iDR3.SPLUS-s24s32.012988   49.06378553118447    -31.209241913161893   22.758242000000006   137       5.5783796            12.0              3              20.507595            19.696545            20.276123            20.205236            20.201970000000006   20.073822            19.847584            19.864166            19.191622            20.010036            20.13836             19.770199            0.15196668             0.100054175            0.24317615             0.20251538             0.18702695             0.059525155             0.10914903              0.049701888             0.034967016000000004    0.074986964             0.17780069              0.108666524             -0.1458699999999986      0.672544000000002     0.08996289479947742     0.06076981058641536    1         247         22632.213086253054  
  54.621179   -35.45074   SPLUS-s24s33   iDR3.SPLUS-s24s33.036812   49.904305838474386   -30.418722378267283   9.524344             52        4.7314940000000005   12.0              0              21.81366             27.112371000000003   22.094805            21.572823            23.091587            20.592274            20.24781             19.844746            18.75151             19.594835            19.330564000000006   19.357674            0.3845098              85.027084              1.5737376              0.8604245              3.363395               0.12366877              0.20126055              0.055442166             0.024281656             0.06229220000000001     0.09878774              0.088539004             0.24991100000000088      1.093236000000001     0.08339155803564026     0.060526296672387715   1         247         23042.285037748214  
  54.621179   -35.45074   SPLUS-s24s35   iDR3.SPLUS-s24s35.004540   54.25376903638978    -31.47020267947373    11.23848             37        5.299716             12.0              3              21.3958              20.788643            20.847668            19.994724            20.735615            19.995235            20.169104            19.556736            19.07125             19.476864000000006   18.783157            18.898037            0.4008305              0.42585754             0.70843476             0.37359023             0.66023725             0.12483496              0.28905082              0.05781268              0.04155748              0.059335146             0.06740422              0.05809328              0.07987199999999461      0.48548600000000164   0.08284301732568482     0.07119922831557095    1         247         14372.317782250097  
  54.621179   -35.45074   SPLUS-s24s41   iDR3.SPLUS-s24s41.007917   62.75824331799736    -31.399205324720725   32.862473            491       5.1971690000000015   12.0              3              20.050528            19.724644            19.71539             19.705193            19.746916            19.709774            19.448387            19.503946            18.761608            19.613085            19.55904             19.459274            0.061912514            0.07971644             0.12041165             0.10149583             0.10476645             0.035403207             0.06645387400000001     0.032731228             0.022663347             0.05082032              0.102810934             0.09016878              -0.10913900000000254     0.7423380000000002    0.0604486411037534      0.03981156344117112    1         247         28453.2598224915    
  54.621179   -35.45074   SPLUS-s24s41   iDR3.SPLUS-s24s41.012408   62.50808170459477    -31.25963181423567    19.352882            123       4.1939726            12.0              3              20.830357            20.639458            20.935486            20.303246            20.386728            20.226894            20.02729             19.971655            19.524607            19.938261            19.936056            19.833391            0.11527975             0.16679308             0.3374278              0.16418238             0.17611663             0.05168559              0.10384685              0.046952736             0.03891237              0.06703162              0.14299583              0.12597138              0.0333939999999977       0.4470479999999988    0.0818400726888124      0.06098140664909753    1         247         28093.535804019197  
  54.621179   -35.45074   SPLUS-s24s43   iDR3.SPLUS-s24s43.004944   65.2170565654493     -31.471202606326447   23.419891            120       6.308892299999999    12.0              3              20.570774            20.13023             19.712494            20.136885            20.298033            19.749283            18.38108             19.865665            18.352654            20.235386            20.297316            20.192627            0.09034239             0.11304268             0.14870214             0.16785415             0.18103832             0.04009632              0.034349304             0.03925689              0.016322613             0.080672994             0.23902509              0.15049402              -0.3697209999999984      1.5130109999999988    0.08971753102597137     0.042515069182818804   1         247         34873.04620553963   
  54.621179   -35.45074   SPLUS-s25s30   iDR3.SPLUS-s25s30.003147   46.67551025647587    -32.86842691687597    9.980809             38        3.8604076            12.0              3              20.848818            20.573757            20.569115            20.321997            20.95056             20.366121            19.936148            19.98798             19.630032            20.071129            19.949905            20.148857            0.13502082             0.15743665             0.28386083             0.22455686             0.3351592              0.057807602             0.10356015              0.04380763              0.036563125             0.05955802              0.12118655              0.14062452              -0.08314899999999881     0.3579480000000004    0.07393420177791399     0.05706111246709553    1         247         25419.616937812676  
  54.621179   -35.45074   SPLUS-s25s32   iDR3.SPLUS-s25s32.010835   49.85565807367152    -32.6504850558327     38.603848            216       6.7497783            12.0              3              20.18732             20.187159            19.90982             20.106014            19.664177            19.889526            19.774654            19.94799             19.515718            20.03762             20.144386            20.08448             0.09014248             0.14111376             0.1819409              0.18998945             0.12693226             0.053762503             0.10478784              0.04695694              0.035681546             0.06299315400000001     0.1489822               0.11700225              -0.08962999999999965     0.4322720000000011    0.07856902484459966     0.05897564700038242    1         247         17422.450393529212  
  54.621179   -35.45074   SPLUS-s25s32   iDR3.SPLUS-s25s32.012855   49.317062227785044   -32.572216132549116   29.730461            331       3.9043148            12.0              3              20.223911            19.659445            19.912636            19.53775             19.602137            19.372536            19.207767            19.018574            18.547985            18.941837            18.902958            18.80455             0.09444016             0.0928443              0.18544623             0.11715928             0.12003983             0.035755552             0.06612052              0.02323683              0.018362692             0.025789317000000003    0.05166434              0.038510874             0.07673700000000139      0.47058900000000037   0.03471367367155757     0.029616527918305414   1         247         18913.90896840474   
  54.621179   -35.45074   SPLUS-s26s30   iDR3.SPLUS-s26s30.053188   47.612072090439746   -33.16464645301439    69.95491             1333      5.914349             12.0              3              20.258635            19.76044             19.714413            19.930006            19.828205            19.690155            19.439144            19.616734            18.85181             19.710491            19.539978            19.469706            0.07511663             0.08743977             0.14418927             0.15060772             0.13444602             0.039627597             0.075890295             0.032932114             0.022856895             0.04794835              0.09632287              0.072046205             -0.09375700000000009     0.7649240000000006    0.0581684484942782      0.04008692781381508    1         247         22401.916615364556  
  54.621179   -35.45074   SPLUS-s26s30   iDR3.SPLUS-s26s30.053189   47.590980069550646   -33.14802549209479    10.958499            92        3.8365676            12.0              3              19.993904            19.565027            19.793297            19.858921            19.679216            19.661678            19.29055             19.503342            18.642014            19.54816             19.587578            19.471132            0.061237592            0.075104475            0.15328570000000002    0.14153478             0.11868835             0.03871847              0.067556456             0.030198475             0.019841734             0.041804824             0.10000033              0.07185880000000001     -0.04481799999999936     0.8613280000000003    0.05157122455397584     0.03613367266764314    1         247         22484.093385423148  
  54.621179   -35.45074   SPLUS-s26s31   iDR3.SPLUS-s26s31.039914   47.612168516280896   -33.164627012804964   67.97324             1132      6.1519275            12.0              3              20.493933            19.899313            20.091993            19.794685            19.97684             19.820084            19.951267            19.615723000000006   18.838823            19.760386            19.842772            19.4595              0.08467681             0.09052241             0.19381858             0.13335344             0.15790048             0.04360145              0.10847679              0.04108401              0.023517286             0.060415246             0.15091617              0.08616057              -0.1446629999999942      0.7769000000000048    0.07306091860167524     0.04733876443767724    1         247         22401.678033226064  
