# Field_1         ID                        RA_1                 DEC_1                   FWHM_1               ISOarea_1   KRON_RADIUS_1        nDet_magPStotal_1   PhotoFlagDet_1   U_PStotal_1          F378_PStotal_1       F395_PStotal_1       F410_PStotal_1       F430_PStotal_1       G_PStotal_1          F515_PStotal_1       R_PStotal_1          F660_PStotal_1       I_PStotal_1          F861_PStotal_1       Z_PStotal_1          e_U_PStotal_1        e_F378_PStotal_1      e_F395_PStotal_1     e_F410_PStotal_1      e_F430_PStotal_1      e_G_PStotal_1          e_F515_PStotal_1      e_R_PStotal_1          e_F660_PStotal_1        e_I_PStotal_1          e_F861_PStotal_1       e_Z_PStotal_1          r_-_i_1                 r_-_J0660_1           e(r_-_i)_1             e(r_-_J0660)_1         P(GoodPho)_1         P(BadPho)_1           Field_2         ID_2                        RA_2                 DEC_2                   FWHM_2               ISOarea_2   KRON_RADIUS_2        nDet_magPStotal_2   PhotoFlagDet_2   U_PStotal_2          F378_PStotal_2       F395_PStotal_2       F410_PStotal_2       F430_PStotal_2       G_PStotal_2          F515_PStotal_2       R_PStotal_2          F660_PStotal_2       I_PStotal_2          F861_PStotal_2       Z_PStotal_2          e_U_PStotal_2        e_F378_PStotal_2      e_F395_PStotal_2     e_F410_PStotal_2      e_F430_PStotal_2      e_G_PStotal_2          e_F515_PStotal_2       e_R_PStotal_2          e_F660_PStotal_2        e_I_PStotal_2          e_F861_PStotal_2       e_Z_PStotal_2          r_-_i_2                 r_-_J0660_2           e(r_-_i)_2             e(r_-_J0660)_2         P(GoodPho)_2         P(BadPho)_2          
  STRIPE82-0131   iDR3.STRIPE82-0131.016374   332.21654479357414   -1.1010212789856892     2.338087             88          3.9647267            12.0                0                18.641483            18.186020000000006   18.45527             18.5016              18.346493            18.436134            18.334227            18.222519            17.839292999999994   18.163906            17.79504             17.61721             0.021375151          0.023533283           0.039969932          0.03737044            0.032649755           0.0139156              0.027456721           0.011781944            0.011087828             0.013018418            0.019091394            0.013560943999999998   0.058612999999997584    0.38322600000000406   0.017558286124843163   0.016178817452975974   0.6566123707290477   0.3433876292709524    SPLUS-s02s07    iDR3.SPLUS-s02s07.034127    332.2165318654766    -1.1010232176217527     3.279517             75          3.788131             12.0                0                18.624134            18.150913            18.325434            18.452002            18.319729            18.443077            18.307745            18.163815            17.706570000000006   18.043808            17.717907            17.498160000000002   0.028009025          0.030977612           0.052953582          0.05243132            0.045889392           0.018388527            0.03745147             0.014562063            0.012710869             0.016540296            0.025267689            0.017069828000000002   0.12000700000000109     0.45724499999999324   0.02203712936349889    0.019329249068474698   0.6457140670186844   0.3542859329813156   
  STRIPE82-0148   iDR3.STRIPE82-0148.001139   342.48366631847017   0.038431612886878214    2.0169728            33          3.4952333            11.0                0                99.0                 21.32353             20.718998000000006   20.548227            19.749462            18.883163            18.447287            18.4531              17.740257            18.223848            18.16032             18.091352            22.301226            0.31094629999999995   0.29122287           0.2547795             0.099150985           0.017531604            0.03183734            0.01357621             0.010542175             0.014286165            0.030525103            0.021242395            0.2292519999999989      0.7128429999999994    0.019708069118290737   0.017188686153825863   0.7319159274994611   0.2680840725005389    STRIPE82-0148   iDR3.STRIPE82-0148.001139   342.48366631847017   0.038431612886878214    2.0169728            33          3.4952333            11.0                0                99.0                 21.32353             20.718998000000006   20.548227            19.749462            18.883163            18.447287            18.4531              17.740257            18.223848            18.16032             18.091352            22.301226            0.31094629999999995   0.29122287           0.2547795             0.099150985           0.017531604            0.03183734             0.01357621             0.010542175             0.014286165            0.030525103            0.021242395            0.2292519999999989      0.7128429999999994    0.019708069118290737   0.017188686153825863   1.0E20               1.0E20               
  STRIPE82-0162   iDR3.STRIPE82-0162.032359   352.5911608149298    1.438908586657189       2.313492             30          1.82                 8.0                 0                99.0                 99.0                 99.0                 99.0                 22.563051            19.772446            20.117355            18.775421            17.11845             18.452461            18.344795            18.194118            21.727654            21.467001             21.039818            21.200872             1.5425255             0.054269016            0.14872509            0.021477284            0.0076367403            0.022964057000000003   0.034102723            0.02417855             0.3229600000000019      1.6569710000000022    0.03144235426802365    0.02279459432467049    0.7096881274350986   0.2903118725649014    STRIPE82-0162   iDR3.STRIPE82-0162.032359   352.5911608149298    1.438908586657189       2.313492             30          1.82                 8.0                 0                99.0                 99.0                 99.0                 99.0                 22.563051            19.772446            20.117355            18.775421            17.11845             18.452461            18.344795            18.194118            21.727654            21.467001             21.039818            21.200872             1.5425255             0.054269016            0.14872509             0.021477284            0.0076367403            0.022964057000000003   0.034102723            0.02417855             0.3229600000000019      1.6569710000000022    0.03144235426802365    0.02279459432467049    1.0E20               1.0E20               
  SPLUS-s25s30    iDR3.SPLUS-s25s30.012143    45.57961963974664    -32.65039477271859      3.7850144            111         4.5582404            11.0                0                21.81104             21.570139            99.0                 20.94577             21.073456            20.255278            19.783108            18.922958            18.214317            18.360378            18.170294            18.016766            0.3101929            0.37274572            21.130024            0.38427272            0.3712881             0.052779275999999986   0.09114338            0.020160284            0.014253008             0.01587062             0.027982825            0.02352602             0.5625800000000005      0.7086410000000001    0.025657623236478      0.02468978104416319    0.6326338398403484   0.3673661601596516    SPLUS-s25s30    iDR3.SPLUS-s25s30.012143    45.57961963974664    -32.65039477271859      3.7850144            111         4.5582404            11.0                0                21.81104             21.570139            99.0                 20.94577             21.073456            20.255278            19.783108            18.922958            18.214317            18.360378            18.170294            18.016766            0.3101929            0.37274572            21.130024            0.38427272            0.3712881             0.052779275999999986   0.09114338             0.020160284            0.014253008             0.01587062             0.027982825            0.02352602             0.5625800000000005      0.7086410000000001    0.025657623236478      0.02468978104416319    1.0E20               1.0E20               
  SPLUS-s30s37    iDR3.SPLUS-s30s37.019286    62.59228942897399    -39.0912574052249       1.9675602            32          3.4665725            11.0                0                23.467106            23.537338            99.0                 21.001097            21.187744            20.25346             20.037315            18.964037            17.721870000000006   18.175854            17.879108            17.889789999999994   1.2674327            2.3902519             21.103909            0.37737766            0.4493022             0.06059386             0.12383601            0.021153858            0.01134595              0.014318293            0.023052074            0.018873721            0.7881830000000001      1.242166999999995     0.02554406433436177    0.02400450561221089    0.5147690213210168   0.4852309786789833    SPLUS-s30s37    iDR3.SPLUS-s30s37.019286    62.59228942897399    -39.0912574052249       1.9675602            32          3.4665725            11.0                0                23.467106            23.537338            99.0                 21.001097            21.187744            20.25346             20.037315            18.964037            17.721870000000006   18.175854            17.879108            17.889789999999994   1.2674327            2.3902519             21.103909            0.37737766            0.4493022             0.06059386             0.12383601             0.021153858            0.01134595              0.014318293            0.023052074            0.018873721            0.7881830000000001      1.242166999999995     0.02554406433436177    0.02400450561221089    1.0E20               1.0E20               
  SPLUS-s38s36    iDR3.SPLUS-s38s36.004702    71.03402707410739    -49.82723896470125      2.972513             29          4.9592457            10.0                0                22.65667             99.0                 99.0                 20.29208             20.047983            19.784142000000006   19.901432            18.749712            17.878313000000006   18.294865            18.116003            18.126245            1.4223262            20.969345             20.489416            0.40302578            0.3218381             0.100013256            0.20773543            0.032675136            0.017901748000000002    0.023596846            0.040607363            0.033398967            0.45484699999999734     0.8713989999999932    0.04030478450216813    0.03725771187383895    0.6519746897666263   0.34802531023337374   SPLUS-s38s36    iDR3.SPLUS-s38s36.004702    71.03402707410739    -49.82723896470125      2.972513             29          4.9592457            10.0                0                22.65667             99.0                 99.0                 20.29208             20.047983            19.784142000000006   19.901432            18.749712            17.878313000000006   18.294865            18.116003            18.126245            1.4223262            20.969345             20.489416            0.40302578            0.3218381             0.100013256            0.20773543             0.032675136            0.017901748000000002    0.023596846            0.040607363            0.033398967            0.45484699999999734     0.8713989999999932    0.04030478450216813    0.03725771187383895    1.0E20               1.0E20               
  SPLUS-s19s34    iDR3.SPLUS-s19s34.006580    332.8643916631728    -24.777404975216733     3.118911             35          3.6367197            11.0                0                22.01545             21.202042            99.0                 20.556667            20.33463             19.672352            19.730614000000006   18.525822            17.838127            18.09986             17.882866            17.838703            0.4062222            0.351853              20.957125            0.2657563             0.21492001            0.04023785             0.0944273             0.017101193            0.013226012             0.017054873            0.03341048             0.024016768            0.42596200000000195     0.6876950000000015    0.02415200809600266    0.021618931413171026   0.6221869423505795   0.37781305764942047   SPLUS-s19s34    iDR3.SPLUS-s19s34.006580    332.8643916631728    -24.777404975216733     3.118911             35          3.6367197            11.0                0                22.01545             21.202042            99.0                 20.556667            20.33463             19.672352            19.730614000000006   18.525822            17.838127            18.09986             17.882866            17.838703            0.4062222            0.351853              20.957125            0.2657563             0.21492001            0.04023785             0.0944273              0.017101193            0.013226012             0.017054873            0.03341048             0.024016768            0.42596200000000195     0.6876950000000015    0.02415200809600266    0.021618931413171026   1.0E20               1.0E20               
  SPLUS-s23s38    iDR3.SPLUS-s23s38.029611    341.2775186097169    -29.457233785865608     11.099454            76          4.851309             11.0                0                99.0                 20.471973            20.480965            21.16049             20.877174            20.085938            19.877354            18.956366            17.439514000000006   18.40698             18.332466            18.165367            21.047813            0.44195306            0.702113             1.332878              0.9610955             0.18915266             0.29423872            0.05371931             0.01668861              0.043126766            0.05568319             0.040141698            0.5493859999999984      1.516851999999993     0.06888891211577416    0.05625187970733245    0.675318503601847    0.32468149639815297   SPLUS-s23s38    iDR3.SPLUS-s23s38.029611    341.2775186097169    -29.457233785865608     11.099454            76          4.851309             11.0                0                99.0                 20.471973            20.480965            21.16049             20.877174            20.085938            19.877354            18.956366            17.439514000000006   18.40698             18.332466            18.165367            21.047813            0.44195306            0.702113             1.332878              0.9610955             0.18915266             0.29423872             0.05371931             0.01668861              0.043126766            0.05568319             0.040141698            0.5493859999999984      1.516851999999993     0.06888891211577416    0.05625187970733245    1.0E20               1.0E20               
  SPLUS-s02s05    iDR3.SPLUS-s02s05.028291    329.6521066579176    -1.3832738894120693     3.398274             37          3.4243348            11.0                0                99.0                 21.57298             23.424871            21.207928            20.2979              19.837696            19.766283            18.668339000000003   17.578697000000002   18.144264            17.911825            17.801563            22.369133            0.3911169000000001    3.6088822            0.4769399             0.19153635            0.04618121             0.097521365           0.01875482             0.010607655             0.017125959            0.03409293             0.022768881            0.5240750000000034      1.0896420000000013    0.025397672037060424   0.0215468238455561     0.5958035337874961   0.4041964662125039    SPLUS-s02s05    iDR3.SPLUS-s02s05.028291    329.6521066579176    -1.3832738894120693     3.398274             37          3.4243348            11.0                0                99.0                 21.57298             23.424871            21.207928            20.2979              19.837696            19.766283            18.668339000000003   17.578697000000002   18.144264            17.911825            17.801563            22.369133            0.3911169000000001    3.6088822            0.4769399             0.19153635            0.04618121             0.097521365            0.01875482             0.010607655             0.017125959            0.03409293             0.022768881            0.5240750000000034      1.0896420000000013    0.025397672037060424   0.0215468238455561     1.0E20               1.0E20               
  SPLUS-n14s14    iDR3.SPLUS-n14s14.043823    168.3145482143917    -17.226874216511824     2.5317185            51          4.7049584000000015   11.0                0                21.36707             20.775898            99.0                 20.1732              19.612574            19.333202            19.175209            18.509323            17.977554            18.131577            18.069815            18.024204            0.2330337            0.28082088            21.01643             0.19996639            0.12243192            0.031776905            0.06487489            0.016511975            0.013475435             0.015698021            0.029867226            0.023475025            0.37774599999999836     0.531768999999997     0.022783177603597483   0.021312734851253838   0.6965248654853242   0.3034751345146757    SPLUS-n14s14    iDR3.SPLUS-n14s14.043823    168.3145482143917    -17.226874216511824     2.5317185            51          4.7049584000000015   11.0                0                21.36707             20.775898            99.0                 20.1732              19.612574            19.333202            19.175209            18.509323            17.977554            18.131577            18.069815            18.024204            0.2330337            0.28082088            21.01643             0.19996639            0.12243192            0.031776905            0.06487489             0.016511975            0.013475435             0.015698021            0.029867226            0.023475025            0.37774599999999836     0.531768999999997     0.022783177603597483   0.021312734851253838   1.0E20               1.0E20               
  SPLUS-n11s33    iDR3.SPLUS-n11s33.003333    194.15642295463383   -14.172440288371696     10.927918            383         4.919886             12.0                3                18.493744            18.047321            18.332373            18.337166            18.370861            18.213903            17.69386             18.129406            17.066124            18.344217            18.274315            18.20537             0.02309596           0.025912512           0.04781427           0.042831466           0.045076296           0.017153163            0.023757739           0.014780917            0.008974817             0.018842485            0.04298111             0.028938595            -0.21481100000000097    1.063282000000001     0.0239481679536476     0.017292277106974025   0.806197560276516    0.19380243972348402   SPLUS-n12s32    iDR3.SPLUS-n12s32.073933    194.15642724003655   -14.172451401124713     7.690514999999999    312         3.948702             12.0                3                18.557835            18.07823             18.289427            18.27703             18.331812            18.286457            17.769459            18.21799             17.245779000000002   18.418034            18.385454            18.247704            0.015511918          0.016888097           0.028782196          0.025426483           0.026118355           0.010305062            0.015164108            0.009779632            0.006270357             0.01405124             0.02682966             0.020071667            -0.20004399999999833    0.9722109999999979    0.017119537014563917   0.01161716742424215    0.8199949253022532   0.18000507469774682  
  HYDRA-D-0004    iDR3.HYDRA-D-0004.019061    155.9426573992853    -36.50737785188725      3.5539331            36          3.3145492            10.0                0                23.611223000000006   99.0                 99.0                 23.580952            23.456787            21.166414000000003   20.759918            19.788023000000006   19.085035            19.173859            18.9343              18.830914            1.3790411            21.894808             21.292904            3.1483123             2.5385435000000003    0.093410924            0.18065268            0.03094444             0.022773838             0.028489616            0.04679427             0.039496485            0.6141640000000059      0.7029880000000048    0.04206205637794063    0.038421427148973064   0.6939315935778898   0.3060684064221102    HYDRA-D-0004    iDR3.HYDRA-D-0004.019061    155.9426573992853    -36.50737785188725      3.5539331            36          3.3145492            10.0                0                23.611223000000006   99.0                 99.0                 23.580952            23.456787            21.166414000000003   20.759918            19.788023000000006   19.085035            19.173859            18.9343              18.830914            1.3790411            21.894808             21.292904            3.1483123             2.5385435000000003    0.093410924            0.18065268             0.03094444             0.022773838             0.028489616            0.04679427             0.039496485            0.6141640000000059      0.7029880000000048    0.04206205637794063    0.038421427148973064   1.0E20               1.0E20               
  HYDRA-D-0004    iDR3.HYDRA-D-0004.090265    156.4978373178119    -35.61711010395486      6.29474              91          4.887338             12.0                3                20.642494            19.931103            19.892838            19.965126            19.864965            19.775814            19.277464            19.518974            18.94275             19.411251            19.231232            19.178623            0.099609114          0.08676312            0.14265878           0.11852347            0.09872196            0.029211974            0.050339814           0.025223333            0.020694595             0.034752927999999995   0.060424376            0.053632375            0.10772300000000001     0.5762239999999998    0.04294161771757176    0.03262641245743874    0.8200683292480341   0.17993167075196592   HYDRA-0089      iDR3.HYDRA-0089.004420      156.49784710699856   -35.61712031109553      7.5486474            78          3.6914988            12.0                3                20.640396            20.173811            19.985449            19.74028             19.908674            19.821018            19.207058            19.413986            18.948997            19.405384            19.204514            19.138653            0.09290175           0.098248765           0.14619903           0.102446325           0.11177451            0.03883233             0.05354883             0.03360005             0.022867247             0.0384052              0.06602000000000001    0.052984376            0.008601999999999776    0.46498900000000276   0.0510286463375475     0.040643257071272094   0.8268457130027266   0.1731542869972734   
  HYDRA-0030      iDR3.HYDRA-0030.057216      149.3975803435214    -26.510938053265637     2.5660696            66          5.318389             9.0                 3                99.0                 99.0                 22.436024            99.0                 24.99125             21.557598            20.767092            19.147034            18.428112            18.707733            18.403515            18.5276              22.718336            22.276072             0.8652136            21.966326             7.2867355             0.10582965             0.12340251            0.015483045            0.011332422             0.0138526475           0.022657914            0.020651037            0.4393010000000004      0.7189220000000027    0.020775478941080547   0.019187195492257565   0.6424237715591936   0.3575762284408064    HYDRA-0030      iDR3.HYDRA-0030.057216      149.3975803435214    -26.510938053265637     2.5660696            66          5.318389             9.0                 3                99.0                 99.0                 22.436024            99.0                 24.99125             21.557598            20.767092            19.147034            18.428112            18.707733            18.403515            18.5276              22.718336            22.276072             0.8652136            21.966326             7.2867355             0.10582965             0.12340251             0.015483045            0.011332422             0.0138526475           0.022657914            0.020651037            0.4393010000000004      0.7189220000000027    0.020775478941080547   0.019187195492257565   1.0E20               1.0E20               
  HYDRA-0039      iDR3.HYDRA-0039.038626      164.00575502586702   -26.613403033146373     2.7512913            25          2.5794625            9.0                 0                99.0                 99.0                 99.0                 22.86104             22.279528            21.164907            20.755634            19.805882            19.068720000000006   19.163422            19.121471            19.04483             22.032093            21.445032             20.935188            2.2348576             1.1771203             0.12683053             0.23908672            0.042478385999999986   0.027681064             0.032765172            0.06757938             0.053176206            0.6424599999999998      0.7371619999999943    0.053646712605289984   0.05070162306412972    0.7525660324413123   0.2474339675586877    HYDRA-0039      iDR3.HYDRA-0039.038626      164.00575502586702   -26.613403033146373     2.7512913            25          2.5794625            9.0                 0                99.0                 99.0                 99.0                 22.86104             22.279528            21.164907            20.755634            19.805882            19.068720000000006   19.163422            19.121471            19.04483             22.032093            21.445032             20.935188            2.2348576             1.1771203             0.12683053             0.23908672             0.042478385999999986   0.027681064             0.032765172            0.06757938             0.053176206            0.6424599999999998      0.7371619999999943    0.053646712605289984   0.05070162306412972    1.0E20               1.0E20               
  HYDRA-0044      iDR3.HYDRA-0044.066588      157.0883019629799    -27.513447290316442     2.3164654            14          3.3224945            10.0                0                99.0                 21.42583             99.0                 21.62366             20.781889000000003   20.8172              20.891048            19.877270000000006   18.515116            19.528673            19.380125            19.38307             22.014322            0.4993881             20.783648            0.9286207             0.41892815            0.121199846            0.39971405            0.056708325            0.028324451             0.05992696             0.13052411             0.09341982             0.34859700000000515     1.3621540000000074    0.0825049977828448     0.0633885529788859     0.7946199291656408   0.20538007083435914   HYDRA-0044      iDR3.HYDRA-0044.066588      157.0883019629799    -27.513447290316442     2.3164654            14          3.3224945            10.0                0                99.0                 21.42583             99.0                 21.62366             20.781889000000003   20.8172              20.891048            19.877270000000006   18.515116            19.528673            19.380125            19.38307             22.014322            0.4993881             20.783648            0.9286207             0.41892815            0.121199846            0.39971405             0.056708325            0.028324451             0.05992696             0.13052411             0.09341982             0.34859700000000515     1.3621540000000074    0.0825049977828448     0.0633885529788859     1.0E20               1.0E20               
  HYDRA-0055      iDR3.HYDRA-0055.030393      160.19241539592142   -29.776533888171592     2.0043833            29          5.5309863            8.0                 2                99.0                 99.0                 99.0                 99.0                 21.98422             20.755636            20.194164            19.186272            18.202105            18.70488             18.58827             18.578094            22.46187             21.858109             21.314476000000006   21.283312             0.66605675            0.06563062             0.10711931            0.024993729            0.010909911             0.017356174            0.03419241             0.028950315            0.4813919999999996      0.9841669999999993    0.030428987253007894   0.027271095455690113   0.7063135481599798   0.2936864518400202    HYDRA-0055      iDR3.HYDRA-0055.030393      160.19241539592142   -29.776533888171592     2.0043833            29          5.5309863            8.0                 2                99.0                 99.0                 99.0                 99.0                 21.98422             20.755636            20.194164            19.186272            18.202105            18.70488             18.58827             18.578094            22.46187             21.858109             21.314476000000006   21.283312             0.66605675            0.06563062             0.10711931             0.024993729            0.010909911             0.017356174            0.03419241             0.028950315            0.4813919999999996      0.9841669999999993    0.030428987253007894   0.027271095455690113   1.0E20               1.0E20               
  HYDRA-0068      iDR3.HYDRA-0068.015857      150.49205108511524   -32.64981804916812      2.5212982000000004   22          4.034006             9.0                 0                23.376694            99.0                 99.0                 99.0                 22.681997            21.337263            21.717068            19.809586            18.65797             19.208456            18.947273000000006   18.897839            1.9747033            21.431887             21.011114000000006   21.012970000000006    1.8920205             0.21340926             0.6364128000000001    0.04914424             0.0215948               0.037944287            0.06287787             0.049891196            0.6011299999999977      1.1516160000000006    0.06208804426873155    0.05367952786880302    0.6866853847754301   0.31331461522456994   HYDRA-0068      iDR3.HYDRA-0068.015857      150.49205108511524   -32.64981804916812      2.5212982000000004   22          4.034006             9.0                 0                23.376694            99.0                 99.0                 99.0                 22.681997            21.337263            21.717068            19.809586            18.65797             19.208456            18.947273000000006   18.897839            1.9747033            21.431887             21.011114000000006   21.012970000000006    1.8920205             0.21340926             0.6364128000000001     0.04914424             0.0215948               0.037944287            0.06287787             0.049891196            0.6011299999999977      1.1516160000000006    0.06208804426873155    0.05367952786880302    1.0E20               1.0E20               
  HYDRA-0070      iDR3.HYDRA-0070.009302      153.48564270894815   -32.7322606388553       2.376645             15          5.8356676            10.0                2                99.0                 21.968935            99.0                 21.528004            21.989532            21.13462             20.673683            19.862108            18.476183            19.25218             18.886366            18.875298            21.499441            1.0908971             20.654701            1.0454977             1.4813243             0.302956               0.38369045            0.07907916             0.028257608             0.049857374            0.07573881             0.053958565            0.609928                1.3859250000000003    0.09348406970431633    0.08397622256440965    0.6501861743713921   0.34981382562860786   HYDRA-0070      iDR3.HYDRA-0070.009302      153.48564270894815   -32.7322606388553       2.376645             15          5.8356676            10.0                2                99.0                 21.968935            99.0                 21.528004            21.989532            21.13462             20.673683            19.862108            18.476183            19.25218             18.886366            18.875298            21.499441            1.0908971             20.654701            1.0454977             1.4813243             0.302956               0.38369045             0.07907916             0.028257608             0.049857374            0.07573881             0.053958565            0.609928                1.3859250000000003    0.09348406970431633    0.08397622256440965    1.0E20               1.0E20               
  HYDRA-0071      iDR3.HYDRA-0071.023401      156.60937159778442   -32.533629375933124     2.183471             27          3.944669             11.0                0                22.88378             22.837341            99.0                 21.444218            21.804893            20.817154            20.670416            19.518826            18.52172             18.58764             18.203005            18.105986            0.65918684           1.4271556             21.268045            0.48192042            0.6400233000000001    0.08694272             0.18190216            0.030439522000000007   0.017934998             0.018827869            0.029834919            0.021956699            0.9311860000000003      0.9971060000000023    0.03579180284184698    0.03533027954670736    0.5025074915493046   0.4974925084506954    HYDRA-0071      iDR3.HYDRA-0071.023401      156.60937159778442   -32.533629375933124     2.183471             27          3.944669             11.0                0                22.88378             22.837341            99.0                 21.444218            21.804893            20.817154            20.670416            19.518826            18.52172             18.58764             18.203005            18.105986            0.65918684           1.4271556             21.268045            0.48192042            0.6400233000000001    0.08694272             0.18190216             0.030439522000000007   0.017934998             0.018827869            0.029834919            0.021956699            0.9311860000000003      0.9971060000000023    0.03579180284184698    0.03533027954670736    1.0E20               1.0E20               
  HYDRA-0081      iDR3.HYDRA-0081.031152      156.65723337640156   -33.64739943559996      4.215304             30          4.5650005            10.0                0                22.451984            99.0                 99.0                 22.56607             22.460455            21.166885            21.477106            19.798096            18.55655             19.1552              19.027239            18.789343            0.64506704           21.585352             21.118864            1.4109229             1.5655702             0.17000036             0.5854045             0.04892213             0.023018185             0.039841656            0.078943245            0.05682153             0.6428960000000004      1.2415459999999996    0.06309304523130292    0.054066733250966115   0.7196264798508782   0.2803735201491217    HYDRA-0081      iDR3.HYDRA-0081.031152      156.65723337640156   -33.64739943559996      4.215304             30          4.5650005            10.0                0                22.451984            99.0                 99.0                 22.56607             22.460455            21.166885            21.477106            19.798096            18.55655             19.1552              19.027239            18.789343            0.64506704           21.585352             21.118864            1.4109229             1.5655702             0.17000036             0.5854045              0.04892213             0.023018185             0.039841656            0.078943245            0.05682153             0.6428960000000004      1.2415459999999996    0.06309304523130292    0.054066733250966115   1.0E20               1.0E20               
  HYDRA-0084      iDR3.HYDRA-0084.020684      162.37677374832631   -33.91964233961236      3.0940018            20          3.767978700000001    11.0                0                23.10823             21.833565            99.0                 22.418066            20.967339000000006   20.968063            20.525705            19.851793            18.783363            19.288994            18.714329            18.850681            1.8163407            0.88248134            20.672293            2.1284566000000003    0.52478343            0.19163333             0.28407723            0.06423178             0.030910118             0.044474248            0.05965053             0.051806048            0.5627990000000018      1.0684299999999993    0.07812605389454855    0.07128223451002588    0.5889375757868851   0.4110624242131149    HYDRA-0084      iDR3.HYDRA-0084.020684      162.37677374832631   -33.91964233961236      3.0940018            20          3.767978700000001    11.0                0                23.10823             21.833565            99.0                 22.418066            20.967339000000006   20.968063            20.525705            19.851793            18.783363            19.288994            18.714329            18.850681            1.8163407            0.88248134            20.672293            2.1284566000000003    0.52478343            0.19163333             0.28407723             0.06423178             0.030910118             0.044474248            0.05965053             0.051806048            0.5627990000000018      1.0684299999999993    0.07812605389454855    0.07128223451002588    1.0E20               1.0E20               
  HYDRA-0114      iDR3.HYDRA-0114.061296      154.52290098269933   -38.88995536722908      3.00558              22          4.191919             10.0                0                22.47744             99.0                 99.0                 24.867407            22.148802            21.28741             21.56771             19.854483            18.683462            19.051888            18.573177            18.631498            0.74177736           21.633211             21.003513            13.151606             1.2659901000000002    0.1628075              0.5085863             0.044841055            0.024006521             0.03667881             0.05706375             0.04823621             0.8025949999999966      1.1710209999999996    0.057931470864540674   0.050862886902303      0.5452140316780063   0.45478596832199364   HYDRA-0114      iDR3.HYDRA-0114.061296      154.52290098269933   -38.88995536722908      3.00558              22          4.191919             10.0                0                22.47744             99.0                 99.0                 24.867407            22.148802            21.28741             21.56771             19.854483            18.683462            19.051888            18.573177            18.631498            0.74177736           21.633211             21.003513            13.151606             1.2659901000000002    0.1628075              0.5085863              0.044841055            0.024006521             0.03667881             0.05706375             0.04823621             0.8025949999999966      1.1710209999999996    0.057931470864540674   0.050862886902303      1.0E20               1.0E20               
  HYDRA-0118      iDR3.HYDRA-0118.014754      161.71344011956185   -39.6297149631665       1.8784286            18          3.1003077            11.0                0                22.749218            99.0                 22.87729             21.949587            21.661015            20.944408            20.797646            19.604319            19.091469            19.19944             19.012932            18.884027            0.6486770000000001   21.862389             1.971099             0.81603783            0.561064              0.097572066            0.20509581            0.032735463            0.02684964              0.033835467            0.05694763             0.04619505             0.4048790000000011      0.5128500000000003    0.047079181863457      0.04233808812350847    0.7521097087204314   0.2478902912795687    HYDRA-0118      iDR3.HYDRA-0118.014754      161.71344011956185   -39.6297149631665       1.8784286            18          3.1003077            11.0                0                22.749218            99.0                 22.87729             21.949587            21.661015            20.944408            20.797646            19.604319            19.091469            19.19944             19.012932            18.884027            0.6486770000000001   21.862389             1.971099             0.81603783            0.561064              0.097572066            0.20509581             0.032735463            0.02684964              0.033835467            0.05694763             0.04619505             0.4048790000000011      0.5128500000000003    0.047079181863457      0.04233808812350847    1.0E20               1.0E20               
  HYDRA-0123      iDR3.HYDRA-0123.078656      155.1958878512521    -40.126182200728934     2.05477              16          3.0339897            10.0                0                99.0                 21.19468             22.292486            99.0                 21.4163              21.688389            21.147253            19.93225             18.758213            18.960987            18.600876            18.510683            21.544765            0.49958643            1.8859341            20.792397             0.7523392             0.376328               0.46535954            0.06471986             0.025806779             0.036012813            0.05470368             0.044146005            0.9712630000000004      1.1740369999999984    0.07406472155211663    0.06967531930873687    0.5422849033450549   0.45771509665494514   HYDRA-0123      iDR3.HYDRA-0123.078656      155.1958878512521    -40.126182200728934     2.05477              16          3.0339897            10.0                0                99.0                 21.19468             22.292486            99.0                 21.4163              21.688389            21.147253            19.93225             18.758213            18.960987            18.600876            18.510683            21.544765            0.49958643            1.8859341            20.792397             0.7523392             0.376328               0.46535954             0.06471986             0.025806779             0.036012813            0.05470368             0.044146005            0.9712630000000004      1.1740369999999984    0.07406472155211663    0.06967531930873687    1.0E20               1.0E20               
  HYDRA-0124      iDR3.HYDRA-0124.065938      156.22307846947996   -40.291007308249895     2.826283             31          5.2156663            11.0                2                22.47636             21.096212            99.0                 21.693178            20.638065            19.939926            19.689026            19.08823             18.137836            18.78011             18.61986             18.59212             0.96489435           0.38439584            20.909634            0.90881574            0.33797956            0.065476924            0.11016674            0.027921835            0.016256534             0.026851587000000003   0.046435777            0.039429568            0.30811999999999884     0.9503939999999993    0.03873805098589492    0.03230949964732325    0.7356703917012954   0.2643296082987045    HYDRA-0124      iDR3.HYDRA-0124.065938      156.22307846947996   -40.291007308249895     2.826283             31          5.2156663            11.0                2                22.47636             21.096212            99.0                 21.693178            20.638065            19.939926            19.689026            19.08823             18.137836            18.78011             18.61986             18.59212             0.96489435           0.38439584            20.909634            0.90881574            0.33797956            0.065476924            0.11016674             0.027921835            0.016256534             0.026851587000000003   0.046435777            0.039429568            0.30811999999999884     0.9503939999999993    0.03873805098589492    0.03230949964732325    1.0E20               1.0E20               
