# col1 Field_1      ID_1                     RA_1               DEC_1               FWHM_1             ISOarea_1 KRON_RADIUS_1      nDet_magPStotal_1 PhotoFlagDet_1 U_PStotal_1        F378_PStotal_1     F395_PStotal_1     F410_PStotal_1     F430_PStotal_1     G_PStotal_1        F515_PStotal_1     R_PStotal_1        F660_PStotal_1     I_PStotal_1        F861_PStotal_1     Z_PStotal_1        e_U_PStotal_1        e_F378_PStotal_1     e_F395_PStotal_1     e_F410_PStotal_1     e_F430_PStotal_1     e_G_PStotal_1         e_F515_PStotal_1      e_R_PStotal_1         e_F660_PStotal_1      e_I_PStotal_1         e_F861_PStotal_1      e_Z_PStotal_1        r_-_i_1                r_-_J0660_1         e(r_-_i)_1            e(r_-_J0660)_1       Field_2      ID_2                     RA_2               DEC_2               FWHM_2             ISOarea_2 KRON_RADIUS_2      nDet_magPStotal_2 PhotoFlagDet_2 U_PStotal_2        F378_PStotal_2     F395_PStotal_2     F410_PStotal_2     F430_PStotal_2     G_PStotal_2        F515_PStotal_2     R_PStotal_2        F660_PStotal_2     I_PStotal_2        F861_PStotal_2     Z_PStotal_2        e_U_PStotal_2        e_F378_PStotal_2     e_F395_PStotal_2     e_F410_PStotal_2     e_F430_PStotal_2     e_G_PStotal_2         e_F515_PStotal_2      e_R_PStotal_2         e_F660_PStotal_2      e_I_PStotal_2         e_F861_PStotal_2      e_Z_PStotal_2        r_-_i_2                r_-_J0660_2         e(r_-_i)_2            e(r_-_J0660)_2       Separation
  37   SPLUS-s25s35 iDR3.SPLUS-s25s35.034597 54.5524910710983   -32.08838801645791  8.111809           309       4.350181           12.0              2              20.91289           20.428213          19.995226          20.737314          19.88427           19.641514          19.160614          18.967396          18.05167           18.629307          18.461441          18.415115          0.17518702           0.18522376           0.20032988           0.3401996            0.15447344           0.0404359             0.06376001            0.021755947           0.013219345           0.020599691           0.041915577           0.029502198          0.3380890000000001     0.9157259999999994  0.029961116453868838  0.02545726442679641  SPLUS-s25s35 iDR3.SPLUS-s25s35.034597 54.5524910710983   -32.08838801645791  8.111809           309       4.350181           12.0              2              20.91289           20.428213          19.995226          20.737314          19.88427           19.641514          19.160614          18.967396          18.05167           18.629307          18.461441          18.415115          0.17518702           0.18522376           0.20032988           0.3401996            0.15447344           0.0404359             0.06376001            0.021755947           0.013219345           0.020599691           0.041915577           0.029502198          0.3380890000000001     0.9157259999999994  0.029961116453868838  0.02545726442679641  0.0       
  38   SPLUS-s26s30 iDR3.SPLUS-s26s30.053239 47.59841213658425  -33.15388010617976  93.12438           5348      4.5702844          12.0              3              19.574968          19.082016          19.082302          19.1001            18.801497          18.884937          18.801533          18.773226          18.428783          18.7057            18.56152           18.587942          0.04521211           0.05284983           0.08742956           0.07762191           0.06044418400000001  0.022757886           0.0472807             0.018170217           0.017310837           0.021648115           0.042342376           0.03383318           0.06752600000000086    0.34444300000000183 0.028263008843368288  0.025096251980478237 SPLUS-s26s30 iDR3.SPLUS-s26s30.053239 47.59841213658425  -33.15388010617976  93.12438           5348      4.5702844          12.0              3              19.574968          19.082016          19.082302          19.1001            18.801497          18.884937          18.801533          18.773226          18.428783          18.7057            18.56152           18.587942          0.04521211           0.05284983           0.08742956           0.07762191           0.06044418400000001  0.022757886           0.0472807             0.018170217           0.017310837           0.021648115           0.042342376           0.03383318           0.06752600000000086    0.34444300000000183 0.028263008843368288  0.025096251980478237 0.0       
  39   SPLUS-s27s34 iDR3.SPLUS-s27s34.043378 54.38514656767706  -34.16169584196815  15.254935          278       3.7259893          12.0              2              18.369162          17.985231          17.697884          16.694275          16.66035           16.274174          16.089563000000002 18.592312          15.5363            17.084267          15.243358          17.185225          0.022194687          0.02234887           0.028218534          0.015186229          0.014107016000000003 0.0052662776          0.009268476           0.0186855             0.003646487           0.0076227756          0.004932857           0.012209197          1.5080449999999992     3.056011999999999   0.020180550490458762  0.019037982500547924 SPLUS-s27s34 iDR3.SPLUS-s27s34.043378 54.38514656767706  -34.16169584196815  15.254935          278       3.7259893          12.0              2              18.369162          17.985231          17.697884          16.694275          16.66035           16.274174          16.089563000000002 18.592312          15.5363            17.084267          15.243358          17.185225          0.022194687          0.02234887           0.028218534          0.015186229          0.014107016000000003 0.0052662776          0.009268476           0.0186855             0.003646487           0.0076227756          0.004932857           0.012209197          1.5080449999999992     3.056011999999999   0.020180550490458762  0.019037982500547924 0.0       
  40   SPLUS-s27s36 iDR3.SPLUS-s27s36.045561 57.44902836315665  -34.165093346380445 16.839174          121       3.658956           10.0              2              99.0               24.651344          99.0               20.572886          20.082226          20.735043          18.35843           18.804562          16.524760999999998 17.25871           15.340725          15.250687          21.679384            11.623198            20.64779             0.46121034           0.27370405           0.18769671            0.048535015           0.027583707           0.006604938           0.009451869           0.0053642252          0.0036290474         1.545852               2.2798010000000026  0.029158167285599584  0.02836346413690847  SPLUS-s27s36 iDR3.SPLUS-s27s36.045561 57.44902836315665  -34.165093346380445 16.839174          121       3.658956           10.0              2              99.0               24.651344          99.0               20.572886          20.082226          20.735043          18.35843           18.804562          16.524760999999998 17.25871           15.340725          15.250687          21.679384            11.623198            20.64779             0.46121034           0.27370405           0.18769671            0.048535015           0.027583707           0.006604938           0.009451869           0.0053642252          0.0036290474         1.545852               2.2798010000000026  0.029158167285599584  0.02836346413690847  0.0       
  41   SPLUS-s27s38 iDR3.SPLUS-s27s38.015244 60.22136110841383  -35.23783495731069  37.263737          2178      4.1751275          12.0              2              19.517422          18.995838          18.963858          18.623714          18.574274          18.530745          18.302292          18.160603          17.809156          17.99304           17.895315          17.797092000000006 0.041601513          0.047223598          0.07160798           0.053997975          0.04765706           0.017189613           0.03163097            0.01246296            0.011861548           0.013569021           0.024552              0.019704921          0.16756299999999769    0.35144699999999673 0.01842399801509002   0.017205280960155923 SPLUS-s27s38 iDR3.SPLUS-s27s38.015244 60.22136110841383  -35.23783495731069  37.263737          2178      4.1751275          12.0              2              19.517422          18.995838          18.963858          18.623714          18.574274          18.530745          18.302292          18.160603          17.809156          17.99304           17.895315          17.797092000000006 0.041601513          0.047223598          0.07160798           0.053997975          0.04765706           0.017189613           0.03163097            0.01246296            0.011861548           0.013569021           0.024552              0.019704921          0.16756299999999769    0.35144699999999673 0.01842399801509002   0.017205280960155923 0.0       
  42   SPLUS-s28s32 iDR3.SPLUS-s28s32.024563 51.3044429528618   -36.36935618032209  9.384055           247       4.2568160000000015 12.0              3              19.343918          18.893852          18.891018          18.888832          18.903849          18.871296          18.9909            18.808949          18.28984           18.80858           18.772142          18.693146          0.05331369           0.0544362            0.07951548           0.073280916          0.07440548400000001  0.030461688           0.06294432            0.023971627           0.018758383           0.028148385           0.05135277            0.042135794          3.6899999999917554E-4  0.5191089999999967  0.036972563870191016  0.03043872260463336  SPLUS-s28s32 iDR3.SPLUS-s28s32.024563 51.3044429528618   -36.36935618032209  9.384055           247       4.2568160000000015 12.0              3              19.343918          18.893852          18.891018          18.888832          18.903849          18.871296          18.9909            18.808949          18.28984           18.80858           18.772142          18.693146          0.05331369           0.0544362            0.07951548           0.073280916          0.07440548400000001  0.030461688           0.06294432            0.023971627           0.018758383           0.028148385           0.05135277            0.042135794          3.6899999999917554E-4  0.5191089999999967  0.036972563870191016  0.03043872260463336  0.0       
  43   SPLUS-s28s32 iDR3.SPLUS-s28s32.024612 51.30287432554954  -36.36952517246167  15.919512          260       4.6205773          12.0              3              19.014517          18.592             18.775246          18.854464          18.900267000000003 18.626328          18.38748           18.773315          17.419964          19.205837          19.348747          19.159374          0.041132312          0.043363802          0.07269218           0.071336694          0.07423887           0.025228022000000003  0.039492454           0.02334517            0.01059966            0.038967613           0.083650455           0.06313396           -0.43252199999999874   1.353351            0.04542545349522301   0.025638832938425647 SPLUS-s28s32 iDR3.SPLUS-s28s32.024612 51.30287432554954  -36.36952517246167  15.919512          260       4.6205773          12.0              3              19.014517          18.592             18.775246          18.854464          18.900267000000003 18.626328          18.38748           18.773315          17.419964          19.205837          19.348747          19.159374          0.041132312          0.043363802          0.07269218           0.071336694          0.07423887           0.025228022000000003  0.039492454           0.02334517            0.01059966            0.038967613           0.083650455           0.06313396           -0.43252199999999874   1.353351            0.04542545349522301   0.025638832938425647 0.0       
  44   SPLUS-s28s32 iDR3.SPLUS-s28s32.025180 51.280516985236396 -36.361899269814245 9.419719           714       4.5114555          12.0              3              18.621920000000006 18.500084          18.45648           18.458138          18.504847          18.530182          18.322586          18.539213          18.133083          18.546085          18.485             18.555443          0.03063057           0.04061017           0.057176437          0.05243745           0.05445345           0.023510573           0.037714686           0.01964619            0.016861046           0.022940561           0.04074888            0.037612054          -0.0068720000000013215 0.406130000000001   0.03020334618069364   0.025889527877700203 SPLUS-s28s32 iDR3.SPLUS-s28s32.025180 51.280516985236396 -36.361899269814245 9.419719           714       4.5114555          12.0              3              18.621920000000006 18.500084          18.45648           18.458138          18.504847          18.530182          18.322586          18.539213          18.133083          18.546085          18.485             18.555443          0.03063057           0.04061017           0.057176437          0.05243745           0.05445345           0.023510573           0.037714686           0.01964619            0.016861046           0.022940561           0.04074888            0.037612054          -0.0068720000000013215 0.406130000000001   0.03020334618069364   0.025889527877700203 0.0       
  45   SPLUS-s28s32 iDR3.SPLUS-s28s32.025260 51.318000716553456 -36.37365298806249  40.099438          616       4.833739           12.0              3              19.327394          18.79078           18.935598          18.770187          18.817251          18.77656           18.706902          18.695198          18.253654          18.719603          18.726332          18.65134           0.052711997          0.05039436           0.08250702           0.066790536          0.06953925           0.028344948           0.050410955999999986  0.022034654           0.018313512           0.02626782            0.04954765            0.040748138          -0.02440499999999801   0.4415440000000004  0.03428592049883036   0.02865153920252558  SPLUS-s28s32 iDR3.SPLUS-s28s32.025260 51.318000716553456 -36.37365298806249  40.099438          616       4.833739           12.0              3              19.327394          18.79078           18.935598          18.770187          18.817251          18.77656           18.706902          18.695198          18.253654          18.719603          18.726332          18.65134           0.052711997          0.05039436           0.08250702           0.066790536          0.06953925           0.028344948           0.050410955999999986  0.022034654           0.018313512           0.02626782            0.04954765            0.040748138          -0.02440499999999801   0.4415440000000004  0.03428592049883036   0.02865153920252558  0.0       
  46   SPLUS-s28s32 iDR3.SPLUS-s28s32.026392 51.321315954137155 -36.37648232247583  81.062386          4883      5.926602           12.0              3              19.08495           18.642807          18.657598          18.61791           18.572721          18.453123          18.455458          18.389097          18.005947          18.353912          18.35205           18.314232          0.043475393          0.04505585           0.06643821           0.05921969           0.057296775          0.02215868            0.04157591            0.017590147           0.0154471705          0.019747464           0.036563456           0.030647004          0.03518499999999847    0.38315000000000055 0.026445710539006226  0.023410005295550002 SPLUS-s28s32 iDR3.SPLUS-s28s32.026392 51.321315954137155 -36.37648232247583  81.062386          4883      5.926602           12.0              3              19.08495           18.642807          18.657598          18.61791           18.572721          18.453123          18.455458          18.389097          18.005947          18.353912          18.35205           18.314232          0.043475393          0.04505585           0.06643821           0.05921969           0.057296775          0.02215868            0.04157591            0.017590147           0.0154471705          0.019747464           0.036563456           0.030647004          0.03518499999999847    0.38315000000000055 0.026445710539006226  0.023410005295550002 0.0       
  47   SPLUS-s28s34 iDR3.SPLUS-s28s34.034192 55.02864499194436  -35.629081286035856 55.11827           861       5.603632           12.0              3              19.472256          18.954493          19.140482          19.297443          19.209625          19.05355           18.489048          18.998520000000006 17.686821          19.309479          19.297112          19.067362          0.06119106           0.054947313          0.09728405           0.1107347            0.10005425           0.03458489            0.046358347           0.027510446           0.013124974           0.043563936           0.08838425            0.066903666          -0.3109589999999933    1.311699000000008   0.05152320990515839   0.030480970811632493 SPLUS-s28s34 iDR3.SPLUS-s28s34.034192 55.02864499194436  -35.629081286035856 55.11827           861       5.603632           12.0              3              19.472256          18.954493          19.140482          19.297443          19.209625          19.05355           18.489048          18.998520000000006 17.686821          19.309479          19.297112          19.067362          0.06119106           0.054947313          0.09728405           0.1107347            0.10005425           0.03458489            0.046358347           0.027510446           0.013124974           0.043563936           0.08838425            0.066903666          -0.3109589999999933    1.311699000000008   0.05152320990515839   0.030480970811632493 0.0       
  48   SPLUS-s28s34 iDR3.SPLUS-s28s34.034204 55.03933018100111  -35.629262987208705 103.77049          4789      5.893936599999999  12.0              3              19.870295          19.353289          19.615564000000006 19.543118          19.2758            19.168348          19.025242          18.975204          18.565346          18.867006          18.902063          18.645674          0.084999524          0.075071946          0.14347069           0.13603301           0.105617955          0.037841626           0.07045995            0.027005795           0.023648243           0.030272728           0.06299051            0.046312753          0.10819800000000157    0.40985799999999983 0.04056785703169455   0.03589641152774291  SPLUS-s28s34 iDR3.SPLUS-s28s34.034204 55.03933018100111  -35.629262987208705 103.77049          4789      5.893936599999999  12.0              3              19.870295          19.353289          19.615564000000006 19.543118          19.2758            19.168348          19.025242          18.975204          18.565346          18.867006          18.902063          18.645674          0.084999524          0.075071946          0.14347069           0.13603301           0.105617955          0.037841626           0.07045995            0.027005795           0.023648243           0.030272728           0.06299051            0.046312753          0.10819800000000157    0.40985799999999983 0.04056785703169455   0.03589641152774291  0.0       
  49   SPLUS-s28s35 iDR3.SPLUS-s28s35.018625 56.43910392669589  -36.34612610981142  23.174007          1061      5.0823245          12.0              2              19.242685          18.700615          18.85492           18.665237          18.57481           18.516783          18.635143          18.307999          17.928482000000006 18.217999          18.2195            18.107004          0.045311905          0.04834263           0.10258392           0.05979225           0.05422633           0.01962105            0.06882933            0.015240958999999997  0.020952364           0.022349019           0.036642645           0.037243687          0.08999999999999986    0.3795169999999928  0.027051164143194317  0.02590923365188899  SPLUS-s28s35 iDR3.SPLUS-s28s35.018625 56.43910392669589  -36.34612610981142  23.174007          1061      5.0823245          12.0              2              19.242685          18.700615          18.85492           18.665237          18.57481           18.516783          18.635143          18.307999          17.928482000000006 18.217999          18.2195            18.107004          0.045311905          0.04834263           0.10258392           0.05979225           0.05422633           0.01962105            0.06882933            0.015240958999999997  0.020952364           0.022349019           0.036642645           0.037243687          0.08999999999999986    0.3795169999999928  0.027051164143194317  0.02590923365188899  0.0       
  50   SPLUS-s28s38 iDR3.SPLUS-s28s38.004444 61.33500967007201  -36.816336175827615 17.165478          647       4.6312995          12.0              3              18.912842          18.617813          18.61183           18.532295          18.566948          18.68568           18.631083          18.74596           18.25195           18.93114           19.008343          18.916342          0.029966084          0.039349113          0.06225308           0.05129708           0.050172474          0.019758900000000003  0.040531896           0.019219615           0.015905268           0.029803019           0.07213507599999999   0.05581516           -0.185179999999999     0.4940099999999994  0.035462847351313824  0.024947367614641208 SPLUS-s28s38 iDR3.SPLUS-s28s38.004444 61.33500967007201  -36.816336175827615 17.165478          647       4.6312995          12.0              3              18.912842          18.617813          18.61183           18.532295          18.566948          18.68568           18.631083          18.74596           18.25195           18.93114           19.008343          18.916342          0.029966084          0.039349113          0.06225308           0.05129708           0.050172474          0.019758900000000003  0.040531896           0.019219615           0.015905268           0.029803019           0.07213507599999999   0.05581516           -0.185179999999999     0.4940099999999994  0.035462847351313824  0.024947367614641208 0.0       
  51   SPLUS-s29s31 iDR3.SPLUS-s29s31.021323 50.97415438270463  -37.513242511239916 14.841151000000002 161       3.897188           12.0              3              18.95135           18.687767          18.611341          18.586079          18.455921          18.398048          18.34048           18.02593           17.288025          18.05992           17.911366          17.904642000000006 0.045649268          0.052840367          0.07478807           0.06729148           0.057238515          0.022329632           0.041188587           0.014226831           0.010016799           0.015834937           0.029704068           0.021357238          -0.03399000000000285   0.7379049999999978  0.02128727202101129   0.017399396038626228 SPLUS-s29s31 iDR3.SPLUS-s29s31.021323 50.97415438270463  -37.513242511239916 14.841151000000002 161       3.897188           12.0              3              18.95135           18.687767          18.611341          18.586079          18.455921          18.398048          18.34048           18.02593           17.288025          18.05992           17.911366          17.904642000000006 0.045649268          0.052840367          0.07478807           0.06729148           0.057238515          0.022329632           0.041188587           0.014226831           0.010016799           0.015834937           0.029704068           0.021357238          -0.03399000000000285   0.7379049999999978  0.02128727202101129   0.017399396038626228 0.0       
  52   SPLUS-s29s31 iDR3.SPLUS-s29s31.021457 50.97941107300697  -37.50932372939759  19.75018           250       3.7811038          12.0              3              19.080975          18.668201          19.046286          18.732033          18.65263           18.531517          18.559662          18.116077          17.231337          18.087418          17.98043           17.909468          0.050581638          0.051944997          0.10615059           0.07562175           0.06687489999999999  0.024707744           0.048739742           0.015143983           0.009664414           0.016134651           0.031306524           0.021399386          0.0286590000000011     0.8847400000000007  0.022128424796991085  0.017964997051702652 SPLUS-s29s31 iDR3.SPLUS-s29s31.021457 50.97941107300697  -37.50932372939759  19.75018           250       3.7811038          12.0              3              19.080975          18.668201          19.046286          18.732033          18.65263           18.531517          18.559662          18.116077          17.231337          18.087418          17.98043           17.909468          0.050581638          0.051944997          0.10615059           0.07562175           0.06687489999999999  0.024707744           0.048739742           0.015143983           0.009664414           0.016134651           0.031306524           0.021399386          0.0286590000000011     0.8847400000000007  0.022128424796991085  0.017964997051702652 0.0       
  53   SPLUS-s29s31 iDR3.SPLUS-s29s31.021707 50.97707468268986  -37.51038196542084  39.432117          735       3.7642632000000007 12.0              3              19.232412          18.869465          19.142387          18.72639           18.651094          18.486046          18.40446           18.066975          17.707867          17.940504          17.84985           17.70467           0.057320077          0.06096825700000001  0.115112625          0.07537359           0.0668784            0.023879912000000003  0.043241262           0.014638418           0.013100985           0.014504403           0.028293043           0.01822774           0.12647099999999867    0.3591079999999991  0.0206073042373119    0.019644823478793313 SPLUS-s29s31 iDR3.SPLUS-s29s31.021707 50.97707468268986  -37.51038196542084  39.432117          735       3.7642632000000007 12.0              3              19.232412          18.869465          19.142387          18.72639           18.651094          18.486046          18.40446           18.066975          17.707867          17.940504          17.84985           17.70467           0.057320077          0.06096825700000001  0.115112625          0.07537359           0.0668784            0.023879912000000003  0.043241262           0.014638418           0.013100985           0.014504403           0.028293043           0.01822774           0.12647099999999867    0.3591079999999991  0.0206073042373119    0.019644823478793313 0.0       
  54   SPLUS-s29s31 iDR3.SPLUS-s29s31.034118 51.26729795433997  -36.92773995131392  33.67501           1977      4.7844989999999985 12.0              2              19.497168          19.004864          18.760775          18.792393          18.78881           18.696884          18.433678          18.545267000000006 18.265673          18.623817000000006 18.55275           18.541628          0.06892646           0.06567122           0.08137049           0.07873481           0.07402913           0.027879212           0.043788575           0.020516684           0.019024178           0.024485733           0.05003872            0.036116637          -0.0785499999999999    0.27959400000000656 0.031945037844759945  0.027979522349953365 SPLUS-s29s31 iDR3.SPLUS-s29s31.034118 51.26729795433997  -36.92773995131392  33.67501           1977      4.7844989999999985 12.0              2              19.497168          19.004864          18.760775          18.792393          18.78881           18.696884          18.433678          18.545267000000006 18.265673          18.623817000000006 18.55275           18.541628          0.06892646           0.06567122           0.08137049           0.07873481           0.07402913           0.027879212           0.043788575           0.020516684           0.019024178           0.024485733           0.05003872            0.036116637          -0.0785499999999999    0.27959400000000656 0.031945037844759945  0.027979522349953365 0.0       
  55   SPLUS-s29s32 iDR3.SPLUS-s29s32.026991 51.99847118632749  -37.14658751593436  106.04757          3173      5.6176863          12.0              3              19.17939           18.709597          18.780748000000006 18.765625          18.738668          18.531904          18.307657          18.106672          17.549785999999994 18.052517          18.022427          17.891712          0.06097744           0.06392187           0.104883604          0.10405362           0.10177232           0.03355791            0.055679407           0.01877182            0.014149666000000003  0.01954088            0.037293807000000005  0.026256975          0.054154999999997955   0.5568860000000058  0.02709662741535928   0.02350732383798624  SPLUS-s29s32 iDR3.SPLUS-s29s32.026991 51.99847118632749  -37.14658751593436  106.04757          3173      5.6176863          12.0              3              19.17939           18.709597          18.780748000000006 18.765625          18.738668          18.531904          18.307657          18.106672          17.549785999999994 18.052517          18.022427          17.891712          0.06097744           0.06392187           0.104883604          0.10405362           0.10177232           0.03355791            0.055679407           0.01877182            0.014149666000000003  0.01954088            0.037293807000000005  0.026256975          0.054154999999997955   0.5568860000000058  0.02709662741535928   0.02350732383798624  0.0       
  56   SPLUS-s29s35 iDR3.SPLUS-s29s35.036750 58.60073273891514  -37.499876552946965 44.003597          881       3.6720603          12.0              2              19.451586          19.265663          18.892712          18.065594          17.918995000000006 17.484942999999998 17.398966          18.488861          16.956388          16.929655          17.091625          17.884272          0.040949527          0.05814959           0.07505894           0.037861608          0.032386057          0.00961681            0.018302558           0.01548756            0.007353487           0.0066375625          0.013131752           0.017271882          1.5592059999999996     1.5324729999999995  0.01684997776541578   0.017144628482786348 SPLUS-s29s35 iDR3.SPLUS-s29s35.036750 58.60073273891514  -37.499876552946965 44.003597          881       3.6720603          12.0              2              19.451586          19.265663          18.892712          18.065594          17.918995000000006 17.484942999999998 17.398966          18.488861          16.956388          16.929655          17.091625          17.884272          0.040949527          0.05814959           0.07505894           0.037861608          0.032386057          0.00961681            0.018302558           0.01548756            0.007353487           0.0066375625          0.013131752           0.017271882          1.5592059999999996     1.5324729999999995  0.01684997776541578   0.017144628482786348 0.0       
  57   SPLUS-s29s36 iDR3.SPLUS-s29s36.038865 59.342101075938615 -37.03168069989505  8.934794           205       4.595254           12.0              0              19.759504          19.278301000000006 19.097015          18.906628          18.884178          18.776302          18.377892000000006 18.49178           18.134876          18.427582          18.36795           18.222607          0.065358736          0.0826513            0.09585609           0.07433779           0.069534756          0.022918666           0.037015934           0.017738089           0.014886595           0.020913804           0.040851712000000005  0.0296061            0.06419799999999753    0.3569040000000001  0.027423110675529445  0.0231570834101781   SPLUS-s29s36 iDR3.SPLUS-s29s36.038865 59.342101075938615 -37.03168069989505  8.934794           205       4.595254           12.0              0              19.759504          19.278301000000006 19.097015          18.906628          18.884178          18.776302          18.377892000000006 18.49178           18.134876          18.427582          18.36795           18.222607          0.065358736          0.0826513            0.09585609           0.07433779           0.069534756          0.022918666           0.037015934           0.017738089           0.014886595           0.020913804           0.040851712000000005  0.0296061            0.06419799999999753    0.3569040000000001  0.027423110675529445  0.0231570834101781   0.0       
  58   SPLUS-s29s37 iDR3.SPLUS-s29s37.048546 61.33498273596543  -36.81638793661925  17.13963           688       5.4872694000000015 12.0              3              19.00185           18.638313          18.559631          18.615108          18.46278           18.66365           18.567917          18.686329          18.213951          18.889244          18.925795          18.939625          0.034245603          0.041818492          0.06388967           0.059766393          0.053731978          0.022086011000000003  0.045634404           0.019380694           0.016569542           0.02574249            0.05740385            0.045269527          -0.20291500000000084   0.4723779999999991  0.032222462527276466  0.02549825527386923  SPLUS-s29s37 iDR3.SPLUS-s29s37.048546 61.33498273596543  -36.81638793661925  17.13963           688       5.4872694000000015 12.0              3              19.00185           18.638313          18.559631          18.615108          18.46278           18.66365           18.567917          18.686329          18.213951          18.889244          18.925795          18.939625          0.034245603          0.041818492          0.06388967           0.059766393          0.053731978          0.022086011000000003  0.045634404           0.019380694           0.016569542           0.02574249            0.05740385            0.045269527          -0.20291500000000084   0.4723779999999991  0.032222462527276466  0.02549825527386923  0.0       
  59   SPLUS-s29s38 iDR3.SPLUS-s29s38.033375 63.40214567158733  -37.28986381831528  10.263394          140       4.3271165          12.0              3              20.312263          20.013155          19.853287          20.467773          19.535076          19.440704          19.051296          18.927788          18.510777          18.672459          18.508335          18.41339           0.095344834          0.1158715            0.17367336           0.27399537           0.12126758           0.04063539            0.06295085            0.0232916             0.019729342           0.02380477            0.045903433           0.03388775           0.2553289999999997     0.4170109999999987  0.03330413946212843   0.030524507634243078 SPLUS-s29s38 iDR3.SPLUS-s29s38.033375 63.40214567158733  -37.28986381831528  10.263394          140       4.3271165          12.0              3              20.312263          20.013155          19.853287          20.467773          19.535076          19.440704          19.051296          18.927788          18.510777          18.672459          18.508335          18.41339           0.095344834          0.1158715            0.17367336           0.27399537           0.12126758           0.04063539            0.06295085            0.0232916             0.019729342           0.02380477            0.045903433           0.03388775           0.2553289999999997     0.4170109999999987  0.03330413946212843   0.030524507634243078 0.0       
  60   SPLUS-s29s38 iDR3.SPLUS-s29s38.033731 63.40257497050464  -37.29088397004818  8.161610000000001  106       4.8884363          12.0              3              19.18801           18.665434          19.075377          19.035492          18.922611          18.887129          18.36607           18.845284          17.696182          19.0234            18.977787          18.950308          0.039587006          0.04121902           0.09222811           0.08231595           0.07409803599999999  0.026811857           0.03788033            0.02198054            0.011733207           0.03152061            0.06834399            0.053823914          -0.17811599999999927   1.1491019999999992  0.03842776331591132   0.0249161049362947   SPLUS-s29s38 iDR3.SPLUS-s29s38.033731 63.40257497050464  -37.29088397004818  8.161610000000001  106       4.8884363          12.0              3              19.18801           18.665434          19.075377          19.035492          18.922611          18.887129          18.36607           18.845284          17.696182          19.0234            18.977787          18.950308          0.039587006          0.04121902           0.09222811           0.08231595           0.07409803599999999  0.026811857           0.03788033            0.02198054            0.011733207           0.03152061            0.06834399            0.053823914          -0.17811599999999927   1.1491019999999992  0.03842776331591132   0.0249161049362947   0.0       
  61   SPLUS-s29s39 iDR3.SPLUS-s29s39.045174 63.816728155009095 -36.80540793770953  8.290109           173       5.148094           12.0              2              24.69144           23.053688          22.74712           18.721922          18.59651           19.294424          18.25422           18.663548          18.18376           18.43954           18.45208           17.931622          3.7055368            1.4326771            2.0381436            0.0702034            0.05866476           0.03026775            0.03210481            0.017936821999999998  0.015051886           0.018501649           0.038906537000000005  0.020788947          0.22400799999999776    0.4797879999999992  0.02576898521825966   0.023415568658836365 SPLUS-s29s39 iDR3.SPLUS-s29s39.045174 63.816728155009095 -36.80540793770953  8.290109           173       5.148094           12.0              2              24.69144           23.053688          22.74712           18.721922          18.59651           19.294424          18.25422           18.663548          18.18376           18.43954           18.45208           17.931622          3.7055368            1.4326771            2.0381436            0.0702034            0.05866476           0.03026775            0.03210481            0.017936821999999998  0.015051886           0.018501649           0.038906537000000005  0.020788947          0.22400799999999776    0.4797879999999992  0.02576898521825966   0.023415568658836365 0.0       
  62   SPLUS-s31s35 iDR3.SPLUS-s31s35.008516 58.969095336250184 -40.68543671030852  39.702377          1668      4.5464167999999985 12.0              2              19.393036          19.00787           18.843027          18.8008            18.690031          18.660143          18.438585          18.588282          18.036976          18.640507          18.544361          18.56452           0.046951458          0.05509195           0.077801846          0.07058137           0.0637722            0.0224992             0.040717214           0.018037843           0.0140282065          0.022430094           0.042069476           0.034954827          -0.052224999999999966  0.5513060000000003  0.028783205119331048  0.022850697094384042 SPLUS-s31s35 iDR3.SPLUS-s31s35.008516 58.969095336250184 -40.68543671030852  39.702377          1668      4.5464167999999985 12.0              2              19.393036          19.00787           18.843027          18.8008            18.690031          18.660143          18.438585          18.588282          18.036976          18.640507          18.544361          18.56452           0.046951458          0.05509195           0.077801846          0.07058137           0.0637722            0.0224992             0.040717214           0.018037843           0.0140282065          0.022430094           0.042069476           0.034954827          -0.052224999999999966  0.5513060000000003  0.028783205119331048  0.022850697094384042 0.0       
  63   SPLUS-s31s38 iDR3.SPLUS-s31s38.042223 65.8594445236913   -39.74327315094838  8.25034            207       4.5596809999999985 12.0              2              20.557705          20.165707          20.237276          19.026035          19.121872          19.96981           18.475964          18.083374          17.528570000000002 17.783855          17.277058          20.88417           0.10547407           0.13475573           0.24793302           0.08191298           0.08420698           0.04991608            0.038343765           0.012918037           0.0105634825          0.011955607           0.017826643           0.26835197           0.2995190000000001     0.5548039999999972  0.017601483422479424  0.01668720595130219  SPLUS-s31s38 iDR3.SPLUS-s31s38.042223 65.8594445236913   -39.74327315094838  8.25034            207       4.5596809999999985 12.0              2              20.557705          20.165707          20.237276          19.026035          19.121872          19.96981           18.475964          18.083374          17.528570000000002 17.783855          17.277058          20.88417           0.10547407           0.13475573           0.24793302           0.08191298           0.08420698           0.04991608            0.038343765           0.012918037           0.0105634825          0.011955607           0.017826643           0.26835197           0.2995190000000001     0.5548039999999972  0.017601483422479424  0.01668720595130219  0.0       
