# Field ID RA DEC FWHM ISOarea KRON_RADIUS nDet_magPStotal PhotoFlagDet U_PStotal F378_PStotal F395_PStotal F410_PStotal F430_PStotal G_PStotal F515_PStotal R_PStotal F660_PStotal I_PStotal F861_PStotal Z_PStotal e_U_PStotal e_F378_PStotal e_F395_PStotal e_F410_PStotal e_F430_PStotal e_G_PStotal e_F515_PStotal e_R_PStotal e_F660_PStotal e_I_PStotal e_F861_PStotal e_Z_PStotal r_-_i r_-_J0660 e(r_-_i) e(r_-_J0660)
HYDRA-D-0004 iDR3.HYDRA-D-0004.101958 155.87560948753315 -35.459718878345974 35.057106 1147 4.61821 12.0 3 20.072933 19.506237 19.347881 19.786934 19.496113 19.209057 18.975643 18.819838 18.256685 18.672264 18.585949 18.495377 0.058363404 0.05797247 0.085037306 0.10297332 0.07313193 0.01930522 0.040019374 0.014706093 0.012640963 0.019074649 0.03488113 0.029535396 0.14757400000000231 0.5631529999999998 0.02408550198351386 0.019392346863956873
HYDRA-0045 iDR3.HYDRA-0045.022412 159.61951978465518 -28.51528044835931 17.204493 888 4.0391593 12.0 2 19.63652 19.063475 19.06207 19.028988 18.898872 18.778572 18.493618 18.465645 18.104918 18.375397 18.277412 18.275986 0.04027204 0.040346734 0.065455414 0.053117573 0.05014998 0.014261494 0.029918334 0.012047196 0.01125607 0.01250906 0.024584368 0.021480534 0.090247999999999 0.36072699999999713 0.01736696615837136 0.01648739043351967
HYDRA-0053 iDR3.HYDRA-0053.033223 157.3693173124427 -29.553563420750326 15.608156 45 12.898197 11.0 3 23.163393 21.96304 21.20947 99.0 21.970055 20.943233 20.711618 18.41427 16.116007 20.360096 20.537792 16.007676999999994 1.9775754 1.0348734 0.81498295 20.65101 1.4556236 0.20934027 0.3905398 0.019819768 0.0050368570000000005 0.11263306 0.27107800000000004 0.005382945 -1.9458260000000003 2.2982629999999986 0.1143635842763658 0.0204497709525626
HYDRA-0054 iDR3.HYDRA-0054.084585 158.99519385513912 -28.91056118329396 9.304491 235 3.899674 12.0 2 19.315765 18.983799 18.773878 18.489449 18.394424 18.404861 18.096375 18.687237 18.108475 18.435991 18.00737 18.91437 0.02261731 0.02653835 0.03563525 0.02410839 0.021777064 0.00874409 0.014783288 0.010356591 0.008194422 0.011021937 0.016439758 0.028593104 0.2512459999999983 0.5787620000000011 0.01512422138072734 0.013206344272938103
HYDRA-0055 iDR3.HYDRA-0055.014452 159.68433470022453 -29.99233121709889 10.444421 317 4.1389093 12.0 0 19.670843 19.157118 19.078642 19.0222 18.813148 18.76029 18.4956 18.50127 18.134144 18.356932 18.290512 18.2519 0.04111884 0.044217538 0.06559254 0.06535005599999999 0.04174676 0.014301996 0.026708875 0.015333745 0.010354041 0.013245531 0.026752343 0.02194581 0.1443380000000012 0.3671260000000025 0.020262473373134533 0.018502159353835056
HYDRA-0055 iDR3.HYDRA-0055.057119 158.92401132397018 -29.412937480987424 19.062933 216 3.4421230000000005 12.0 2 17.375738000000002 16.798069 16.659933 16.543774 16.375109 18.501448 16.246733 18.593567 15.793385 16.306185 15.844591 16.067785 0.008179150999999999 0.008540808 0.011183182 0.012068187 0.0084180515 0.012449449 0.006639245 0.016530477 0.002780134 0.0035320274 0.0048887925 0.004321485 2.287382000000001 2.8001819999999995 0.016903605751492187 0.016762631503003486
HYDRA-0055 iDR3.HYDRA-0055.075580 160.29504054920022 -29.151792092387232 8.023764 23 3.9610975 12.0 3 20.36481 19.906168 19.858389000000006 19.53126 19.373772 19.168518 18.976982 18.55495 18.073137 18.295528 18.141975 18.024414 0.076257564 0.0858239 0.13312349 0.10070085 0.06643389 0.01906828 0.03898283 0.015964432 0.009988867 0.012680278 0.023677727000000003 0.018119052 0.2594220000000007 0.4818130000000025 0.020387558442341937 0.018831902533369086
HYDRA-0063 iDR3.HYDRA-0063.001919 157.07315339977532 -31.52343682289 20.86538 151 3.8875732 12.0 3 20.073616 19.853073 19.689120000000006 19.451586 19.239166 19.351578 19.198147 18.9237 18.338451 18.727537 18.587328 18.507893 0.07181478 0.085774325 0.11129758 0.08149892 0.065040395 0.028497627 0.051525474 0.021221064 0.016323531000000002 0.021776063 0.042581007 0.030244099 0.19616299999999853 0.585249000000001 0.03040609276234066 0.026772956908045424
HYDRA-0063 iDR3.HYDRA-0063.002024 157.07015660907058 -31.52090415998791 9.869967 50 3.8876874 12.0 3 20.01941 19.562653 19.407434 19.617985 19.387894 19.269901 19.11591 18.755241 17.970074 18.684462 18.620066 18.469376 0.06890956 0.06822617 0.088987336 0.093395434 0.07319838 0.026929157 0.04859281 0.018740969 0.012747124 0.021094672 0.04396442 0.029363882 0.0707790000000017 0.7851670000000013 0.02821717749610235 0.02266523967070141
HYDRA-0063 iDR3.HYDRA-0063.003009 157.20566773687943 -31.500588205537554 9.336862 56 3.836112 12.0 3 19.727753 18.98143 19.417929 19.424658 19.303608 19.080755 18.554493 18.721336 17.630184 18.864082 18.828897 18.73484 0.05446007 0.043920416 0.08985884 0.08020301 0.068699576 0.023594258 0.032644663 0.01828105 0.010256392 0.024416722 0.052734558 0.037010400000000006 -0.14274599999999893 1.091152000000001 0.030502018004187594 0.020961640345167742
HYDRA-0063 iDR3.HYDRA-0063.003178 157.20226164334682 -31.497596144412988 17.309910000000002 165 3.9300454 12.0 3 19.414246 18.705132 19.036545 19.0488 19.028568 18.9195 18.519104 18.669876 17.729568 18.815771 18.698437 18.66809 0.042577415999999986 0.036041196 0.06680692 0.059982605 0.055745497000000005 0.021114804 0.031880505 0.017606856 0.010921058 0.02347902 0.04711343 0.034940567 -0.145895000000003 0.9403079999999981 0.029347329663278326 0.020718853395979713
HYDRA-0063 iDR3.HYDRA-0063.003251 157.20569991935625 -31.49612346327941 21.848558 314 5.010612 12.0 3 19.678616 18.988792 19.055609 19.260815 19.159126 19.149715 18.726942 18.852863 18.03347 18.836546 18.722254 18.769337 0.05256012 0.044290956 0.06797414 0.07078145 0.061690252 0.02483445 0.03687921 0.02024067 0.013327652 0.023964463 0.048277967000000005 0.038321037 0.016317000000000803 0.819392999999998 0.031368458822952534 0.024234500817677345
HYDRA-0063 iDR3.HYDRA-0063.004249 157.20248511058585 -31.49630272635869 32.810097 678 4.4796815 12.0 3 18.765476 18.174774 18.557104 18.653149 18.549246 18.433306 17.780397 18.26075 16.944423999999998 18.475266 18.50401 18.412846 0.026284132 0.025170945 0.04684709 0.044745725 0.039349202 0.0153242275 0.019836668 0.013115952 0.0068276534 0.017785847 0.03975131 0.02794254 -0.2145159999999997 1.3163260000000037 0.022098971703989147 0.01478665100071127
HYDRA-0063 iDR3.HYDRA-0063.073219 157.59445282230868 -30.393654456794682 24.322037 192 3.8584871 12.0 3 19.318253 19.053963 18.770836 18.75303 18.642864000000007 18.543413 18.482582 18.17989 17.724022 18.068243 17.945553 17.836636 0.04060574 0.047549568 0.056171153 0.047893412 0.041858647 0.016375989 0.03094352 0.012478143 0.010930762 0.01300619 0.024778262 0.017126167 0.11164700000000138 0.45586799999999883 0.01802401262329088 0.016588719378815623
HYDRA-0064 iDR3.HYDRA-0064.037136 159.11111677950052 -30.82362725371472 248.57278 3383 7.9945827 12.0 3 19.71708 19.393925 19.128365 18.880684 18.656382 18.676018 18.429028 18.307583 17.9459 18.318039 17.826864 18.183670000000006 0.06348081 0.08183148 0.11876514 0.07429891 0.057788722 0.018567612 0.038861893 0.014297736 0.015174768 0.019475106 0.030636434 0.032895252 -0.0104559999999978 0.3616829999999993 0.024159987757383733 0.020849432572123395
HYDRA-0064 iDR3.HYDRA-0064.047490 159.20729726247964 -30.62790306054573 18.017967 786 6.307378 12.0 3 19.904182 19.289867 19.224745 19.205208 19.014309 18.984982 18.615467 18.574017 17.978154999999994 18.42434 18.225359 18.26458 0.07286433 0.07418348 0.12688117 0.096213214 0.07633541 0.022733318 0.044418067 0.016951078999999997 0.015370161 0.02109292 0.042080924000000006 0.035162956 0.1496770000000005 0.5958620000000074 0.027060124785200843 0.02288189084036024
HYDRA-0065 iDR3.HYDRA-0065.032841 160.88144579943778 -30.777285313971404 77.67674 1448 5.3462043 12.0 3 19.208004000000006 18.502369 18.845865 18.837887 18.864107 18.848541 18.259628 18.597778 17.792107 18.617325 18.627302 18.61205 0.04771025 0.05481071 0.05682144 0.04809495 0.04590714 0.022803035 0.03603339 0.020900961000000003 0.014551081 0.028560018 0.058706403 0.04641589 -0.019546999999999315 0.8056710000000002 0.03539102709563322 0.0254673149152415
HYDRA-0065 iDR3.HYDRA-0065.050138 160.0155368310846 -30.27055550793843 17.867615 109 3.9209728 12.0 3 19.52528 18.654577 19.243149 19.108656 18.876965 18.920532 18.482052 18.356167000000006 17.413826 18.288372 18.33015 18.223003 0.06084399 0.06135123 0.07721936 0.059573475 0.046750024 0.024108836 0.042242352 0.017811187 0.011643289 0.022534957 0.046604466 0.033999346 0.06779500000000738 0.9423410000000061 0.028723904145168323 0.021279204897892447
HYDRA-0065 iDR3.HYDRA-0065.050313 160.01395527955762 -30.273650869952785 37.502174 546 4.488579799999999 12.0 3 18.988338 18.290508 18.70523 18.700382 18.656216 18.660828 18.33604 18.352852 17.367142 18.40659 18.428274 18.337551 0.040752888 0.04734311 0.051374886 0.04387345 0.039802052 0.020359583 0.038264673 0.017785633000000002 0.011332226 0.02470992 0.050651148 0.03749313 -0.05373800000000273 0.9857099999999974 0.030445178396867528 0.02108905136144737
HYDRA-0065 iDR3.HYDRA-0065.050346 160.0190927263802 -30.261975977649122 13.2009535 132 3.8674242 12.0 3 19.279465 18.451586 18.856056 18.79073 18.872036 18.790821 18.450829 18.286583 17.373535 18.301617 18.409613 18.223162 0.050470293 0.05300385 0.057418793 0.046866953 0.04660343 0.02213841 0.041360937 0.016995132 0.011372261000000002 0.022777217 0.049831234 0.034027755 -0.015033999999999992 0.9130479999999999 0.028418939564355896 0.02044903009801553
HYDRA-0066 iDR3.HYDRA-0066.048894 162.65201758541124 -30.528438656553593 17.134317000000006 247 4.8444014000000015 12.0 0 19.845213 19.278828 19.252731 19.222973 19.11753 19.037733 18.533224 18.808372 18.084621 18.742962 18.670876 18.619709 0.06572213 0.06163583 0.08917142 0.07602035 0.06725182 0.02360684 0.036660656 0.020353261 0.014381358 0.027598238 0.052769616 0.04326596 0.06540999999999997 0.723751 0.034291660415307464 0.024921450424449317
HYDRA-0069 iDR3.HYDRA-0069.028982 153.0140154103735 -32.46855221932521 11.14143 697 3.8655453 12.0 2 19.481224 18.873533 18.635717 18.698185 18.510336 18.327866 17.678703 18.06869 17.437739999999998 17.96879 17.918541 17.895794 0.049525782 0.04975149 0.06620559 0.05684774 0.0476531 0.014241567 0.021365888 0.011842933 0.009777774 0.01455724 0.029706351 0.02434967 0.09990000000000165 0.6309500000000021 0.018766147672340455 0.015357731812919674
HYDRA-0070 iDR3.HYDRA-0070.067180 154.52385478212994 -31.64694637424025 11.881262 269 4.569179 12.0 2 19.34519 18.753056 19.358358 18.945396 18.708652 18.688402 18.457401 18.582163 18.066679 18.572773 18.483385 18.449032 0.07199892 0.06534909 0.1553972 0.10049275 0.07630098 0.03393353 0.053346872 0.026448991 0.020431068 0.02781122 0.05342298 0.037311018 0.009389999999999787 0.5154840000000007 0.03837985256363658 0.03342121578486793
HYDRA-0071 iDR3.HYDRA-0071.010713 155.28862213986298 -32.86107252975438 124.22424 1770 4.6722493 12.0 3 19.55549 19.113262 18.94792 18.76788 18.627552 18.624897 18.244915 18.320757 17.846375 18.18526 18.066671 18.052706 0.04259727 0.06389742 0.069551125 0.05602174 0.04894445 0.01828527 0.030219642 0.013652028500000002 0.011988938 0.014550685 0.027488224 0.02151955 0.13549700000000087 0.4743820000000021 0.019952451381573075 0.018168998776285288
HYDRA-0073 iDR3.HYDRA-0073.057373 159.67748813975018 -31.873054375865355 9.437471 30 4.0436907 12.0 3 19.907776 19.364761 19.176401 19.256512 19.118502 18.968765 18.89231 18.82611 18.448376 18.794857 18.663828 18.680502 0.06544191 0.06861303 0.09056412 0.08613308 0.074942596 0.027584117 0.05173866 0.02110329 0.01926394 0.023235455 0.041480936 0.033646546 0.03125299999999953 0.37773400000000024 0.03138845676170023 0.028573558286424532
HYDRA-0073 iDR3.HYDRA-0073.068775 159.3354863253383 -31.82267408275972 16.498796 929 5.23911 12.0 3 21.359188 20.766394 20.649588 20.261438 19.963675 19.054451 19.229002 18.041954 17.65464 17.818722 17.478619000000002 17.462944 0.22792763 0.22393708 0.31791177 0.2020511 0.15202458 0.029732943 0.06796218 0.012481444 0.011637023 0.011680081 0.017486379 0.013321163 0.22323199999999943 0.38731399999999994 0.01709417258868346 0.017064780942856107
HYDRA-0073 iDR3.HYDRA-0073.072767 158.54689528633313 -31.77437601715521 18.815418 1115 5.052543 12.0 2 19.833683 19.269648 19.331196 19.078342000000006 19.089567 18.86404 18.691961 18.576794 18.232372 18.48225 18.337458 18.36547 0.060850114 0.06289887400000001 0.1008688 0.07599189 0.07445489599999999 0.02589932 0.045175802 0.017690895 0.016656386000000002 0.018769909 0.03269158 0.026520278 0.09454399999999907 0.344421999999998 0.02579296899872727 0.024298208997414215
HYDRA-0073 iDR3.HYDRA-0073.073282 158.41979331123068 -31.744544889719513 12.791759 126 2.9704719 12.0 3 19.84488 19.2675 19.055609 19.276182 19.169569 19.009415 18.586132 18.907478 18.102291 18.958048 18.924248 18.941065 0.05924679 0.06068052400000001 0.07853489 0.0900097 0.08025193 0.029205088 0.042227328 0.022625191 0.015395641000000003 0.02693246 0.05167161 0.042218704 -0.05057000000000045 0.8051870000000001 0.03517465947863719 0.027366494652902883
HYDRA-0074 iDR3.HYDRA-0074.013138 160.47915789478242 -32.71292894954292 11.878181 394 4.858293 12.0 2 19.777573 19.222717000000006 19.153284 19.188828 19.210207 19.077946 18.626326 18.862713 18.262306 18.757523000000006 18.72382 18.643812 0.048770484 0.051530983 0.07754763 0.07164048 0.07172674 0.02444072 0.037853714 0.018972551 0.015744142 0.021758884 0.046420928 0.034354977 0.10518999999999323 0.6004070000000006 0.02886878460159099 0.024654324139261354
HYDRA-0078 iDR3.HYDRA-0078.024760 152.6618506300254 -33.917695377274946 14.50855 489 5.285635 12.0 3 22.116512 21.235268 20.786488 21.70165 20.290886 19.520714 19.023579 18.60989 17.95581 18.15099 17.913588 17.831035999999994 0.3658216 0.25781754 0.28812647 0.5898116999999999 0.17626673 0.033029366 0.05066789 0.016189085 0.012966245 0.0150572965 0.027306627000000003 0.019952102 0.45889999999999986 0.6540800000000004 0.022109017414307156 0.020741503863925825
HYDRA-0081 iDR3.HYDRA-0081.059807 158.0060402170074 -33.20092484423076 10.780242 235 3.9306848 11.0 3 22.562267 22.04926 99.0 21.038279 20.352098 19.245024 18.879086 18.901875 17.910304999999994 17.856945 17.375335999999994 17.841022 0.6915443 0.7039002 21.118864 0.35430646 0.23605958 0.0357668 0.06498259 0.024126193 0.01478908 0.014431158 0.020437965 0.025042273 1.0449300000000008 0.9915700000000065 0.028112835322930574 0.028298234501813874
HYDRA-0082 iDR3.HYDRA-0082.007534 158.42525371875755 -34.228421143123214 8.275672 735 4.795489 12.0 2 19.350285 18.802109 18.867668 18.68825 18.558262 18.571457 18.35987 18.140762 17.625668 17.981482999999994 17.886457 17.786572 0.04411152 0.042891283 0.067010075 0.051629093 0.045370173 0.016997661 0.030979998 0.01239047 0.01030022 0.013212043 0.023117963 0.018494744 0.15927900000000506 0.5150939999999977 0.018113029207030753 0.016112674479095642
HYDRA-0085 iDR3.HYDRA-0085.058386 164.24380686125278 -33.16671501436973 8.951891 68 3.7397108 12.0 3 18.87358 18.259663 18.537 18.532145 18.631268 18.46018 17.994574 18.187052 17.054276 18.38134 18.364931 18.254856 0.03740149 0.040422037 0.071371295 0.059689987 0.060905088 0.01786994 0.032619085 0.014511483 0.008351535 0.02152205 0.03596237 0.032848984 -0.19428800000000024 1.1327759999999998 0.02595730677596944 0.01674309635985871
HYDRA-0085 iDR3.HYDRA-0085.058397 164.23785101702953 -33.15922699915663 17.529463 217 4.776228400000001 12.0 3 19.586208 18.850399 19.345243 19.215755 19.747562 19.254843 18.578455 18.98779 17.683186 19.370148 19.34894 19.248661 0.06501404 0.06373783 0.13413624 0.10165676 0.14910413 0.031010987 0.04949877 0.025483934 0.012050716 0.048132848 0.080421925 0.07791696 -0.382358 1.3046040000000012 0.054462849252563526 0.0281895485637676
HYDRA-0085 iDR3.HYDRA-0085.058793 164.23925804692092 -33.16402649176809 14.732024 117 3.8562088 12.0 3 20.07307 19.381622 19.392927 19.57269 19.419859 19.240057 18.984217 18.923693 18.185486 18.9053 18.79863 18.741673 0.0971782 0.09845006 0.13955174 0.13636218 0.11359144 0.030691767 0.06751367400000001 0.024314158 0.01657791 0.032701116 0.050874293 0.049943835 0.01839299999999966 0.7382069999999992 0.04074973947026435 0.02942796933560085
HYDRA-0087 iDR3.HYDRA-0087.013509 152.4594322607411 -35.46201467833833 15.74894 401 5.3441997 12.0 3 19.561651 18.996862 18.990688 19.054539 18.751766 18.714647 18.477638 18.422731 17.960754 18.303839 18.339111 18.202139000000006 0.057512406 0.058286734000000014 0.08462331 0.08236461 0.062064905 0.025265481 0.04094922 0.01877722 0.018625287 0.022964876 0.054305755 0.037464667 0.11889199999999889 0.4619769999999974 0.029664280214152777 0.026447784534073343
HYDRA-0087 iDR3.HYDRA-0087.051132 153.17555716078257 -34.74107189424367 18.569529 398 4.987921 12.0 2 19.203167 18.609106 18.530571 18.611687 18.572914 18.366503 18.019299 18.05221 17.449054999999998 18.020527 17.956932000000005 17.865181 0.044717673 0.044792786 0.06121945 0.05852931 0.05448997 0.019682212 0.029637653 0.014374462 0.013048105 0.01832278 0.03912973 0.027915444 0.03168299999999746 0.603155000000001 0.023288396782901222 0.019413351124431582
HYDRA-0088 iDR3.HYDRA-0088.030237 153.969909664349 -35.2695541135522 9.936545 287 4.296017 12.0 2 19.640326 19.056816 18.995607 18.965445000000006 18.895382 18.687408 18.260265 18.401775 17.881248 18.317097 18.165195 18.15687 0.046659317 0.04409805 0.06269072 0.053616494 0.049273927 0.01733152 0.027417284 0.0138743 0.0121377325 0.016139321 0.032228053 0.024444904 0.08467800000000025 0.5205270000000013 0.021283183099128782 0.018434227695554705
HYDRA-0088 iDR3.HYDRA-0088.067348 153.475351986868 -34.739734034870985 16.429676 542 4.666869 12.0 2 19.747103 19.110657 19.242321 19.127832 18.997437 18.817383 18.50673 18.50607 17.923532 18.385933 18.27037 18.213015 0.049580615 0.045066424 0.07362403 0.06148169 0.05405845 0.019138211 0.03266714 0.014783901 0.012422719 0.017164633000000002 0.035135075 0.025686348 0.12013699999999972 0.5825379999999996 0.022653660958054662 0.019310299742126273
HYDRA-0088 iDR3.HYDRA-0088.092355 153.68462047805866 -34.33410946951633 12.422221 54 3.8997746 12.0 3 19.577703 19.178463 19.30957 19.112339 19.170597 18.96308 18.801453 18.445812 17.535192000000002 18.412336 18.240482 18.267323 0.0447667 0.048001178 0.078788795 0.061315753 0.0616864 0.0211316 0.039997034 0.0143374195 0.009998527 0.0177211 0.034719944 0.027180634 0.03347600000000028 0.910619999999998 0.022794713929527175 0.017479477683521018
HYDRA-0089 iDR3.HYDRA-0089.013936 155.8756123914709 -35.45972891727149 31.13445 496 4.876421499999998 12.0 3 20.170948000000006 19.386377 19.601511 19.646313 19.429485 19.308949 19.001827 18.661148 18.22622 18.658749 18.610083 18.506935 0.0639861 0.054413725 0.10697173 0.093220964 0.07547971 0.026577419 0.045403663 0.019654991 0.014404626 0.021340286 0.04026163 0.03085826 0.002399000000000484 0.4349279999999993 0.02901252277503418 0.02436825642941975
HYDRA-0089 iDR3.HYDRA-0089.074734 155.3965789900977 -34.283337770492594 49.377747 1174 4.002943 12.0 3 20.09676 19.812479 19.857338 19.627491 19.658848000000006 19.456896 19.410236 18.816412 18.397045 18.85728 18.74184 18.747402 0.06029756400000001 0.07371040400000001 0.13022427 0.09546441 0.09342483 0.03042793 0.06318254 0.022217583 0.016237684 0.025468856 0.045277912 0.038148265 -0.04086799999999968 0.41936700000000116 0.03379768661181746 0.0275187822413301
HYDRA-0091 iDR3.HYDRA-0091.058188 159.1624834808959 -34.75612138472345 18.159027 179 3.8214626 12.0 3 20.097906 19.593433 19.650265 19.546759 19.083313 19.114254000000006 18.869467 18.631016 18.123384 18.36652 18.277878 18.16278 0.07075559 0.07590137400000001 0.13561577 0.10711944 0.076058105 0.028079191 0.050500426 0.0177127 0.015952386000000002 0.017703118 0.035982687 0.025769658 0.2644959999999976 0.5076319999999974 0.025042765985647912 0.02383733123449427
HYDRA-0091 iDR3.HYDRA-0091.058403 159.15548222312532 -34.75254710275378 10.028338 77 3.7862113 12.0 3 19.870378 19.210184 19.47097 19.335978 19.54438 19.244768 18.689882 18.949936 17.987470000000005 19.029556 19.057627 18.928343 0.05962599 0.05743262 0.11751903 0.09080013 0.10845336 0.030683186 0.04448408 0.021914463 0.014667914 0.029085724 0.067850016 0.048541263 -0.07961999999999847 0.9624659999999956 0.03641734516933579 0.02637027473671378
HYDRA-0091 iDR3.HYDRA-0091.059004 159.15408900605405 -34.75228300680546 12.131321 334 5.3108825999999985 12.0 3 19.722319 18.995342 19.161999 19.292658 19.122921 18.97169 18.288897 18.694164 17.420946 18.882599 18.795116 18.533619 0.053531263 0.049483728 0.09264232 0.087834105 0.07827298 0.025495755 0.033996724 0.018448988 0.010544091 0.02595363 0.054510888 0.03482467 -0.18843499999999835 1.273218 0.031842676841010775 0.02124954148306323
HYDRA-0091 iDR3.HYDRA-0091.071999 160.15624027100057 -34.273105200390106 10.51017 190 4.5593596 12.0 2 20.056646 20.281115 18.527952 18.709053 18.038101 18.861477 18.10155 18.732288 18.23977 18.592548 17.833251999999995 18.363453 0.06487073 0.12203091 0.055731613 0.05813474 0.0372652 0.024076622 0.030602023 0.018959593 0.017179767 0.021112144 0.025620142 0.030307429 0.13973999999999975 0.49251800000000046 0.028375848727436946 0.02558535833049711
HYDRA-0091 iDR3.HYDRA-0091.073961 158.79753234842062 -34.46910157464433 16.112083 2080 7.529727 12.0 3 19.71698 19.40304 19.07123 18.863747 18.60336 18.475502 18.339613 18.10226 17.762026000000006 18.00396 17.593615 17.851274 0.052435637 0.06481605 0.08505095 0.064543806 0.05419398 0.01873621 0.03547663 0.012671428 0.012785048 0.013941703 0.021722293 0.020373529 0.09830000000000183 0.34023399999999526 0.018839749735582823 0.01800062609804137
HYDRA-0091 iDR3.HYDRA-0091.076467 159.350613139135 -34.27926113597214 18.557167 137 3.7337766 12.0 2 21.492523 20.92545 20.095623 18.963915 17.765826999999994 19.337322 17.18545 18.918472 17.507839999999998 18.566128 15.689699 16.642998000000002 0.20857309 0.20910355 0.18475953 0.070026815 0.031453114 0.03334763 0.017831197 0.02157601 0.011128301 0.02071795 0.006586233 0.008532602 0.3523440000000022 1.4106320000000032 0.029912500058045965 0.02427680561084388
HYDRA-0094 iDR3.HYDRA-0094.004249 165.42086841934938 -35.62973100095867 12.795625 346 4.564286 12.0 2 21.452854 21.050644 20.271748 20.591442 20.071026 19.376366 19.105574 18.501667 18.395294 19.92706 17.828274 18.977009 0.19529973 0.21492602 0.18503457 0.22458683 0.15434894 0.030768856 0.054877687 0.015486372 0.016324053999999998 0.066596806 0.024589347 0.048155673 -1.4253929999999997 0.10637300000000138 0.06837369587146815 0.02250116567463339
HYDRA-0097 iDR3.HYDRA-0097.034738 154.18397830986171 -36.48042697369803 61.16904399999999 976 4.5242257000000015 12.0 3 20.2031 19.496288 19.581886 19.35513 19.291172 19.192991 18.5215 18.948296 18.162361 18.956566 18.72153 18.875116 0.07729938 0.08421113 0.14322273 0.09699984 0.10362949 0.03198847 0.042876903 0.024865324 0.018136906 0.03212289 0.065693446 0.054984562 -0.008269999999999555 0.7859349999999985 0.040622215591681804 0.030777129445057283
HYDRA-0097 iDR3.HYDRA-0097.050300 155.63701643961323 -36.17308865532436 12.471654 100 5.005998 12.0 2 20.808857 19.983696 19.551456 19.633095 18.850166 19.133236 18.788784 18.850227 18.729313 19.77235 18.62574 20.359976 0.123368725 0.12137178 0.13735636 0.1197098 0.0730939 0.030417029 0.05130308 0.022764487000000003 0.026201297 0.06224988400000001 0.05961562 0.20248708 -0.9221229999999991 0.12091399999999908 0.06628174655504053 0.0347092182691483
HYDRA-0098 iDR3.HYDRA-0098.063124 157.37167219218867 -36.04784913584545 13.020752 313 3.6167185 12.0 3 18.02193 17.554479999999998 17.409828 17.03439 16.874168 16.703960000000002 16.510372 18.63375 16.329268 16.585121 16.358988 16.852028 0.016401028 0.019214083 0.025667466 0.018396406 0.016588453 0.006454862 0.011567609 0.015931202 0.00521979 0.0054937275 0.008710693 0.00903975 2.0486289999999983 2.304482 0.01685183191849065 0.016764528171377326
HYDRA-0099 iDR3.HYDRA-0099.035917 157.6274682004481 -36.479748605745336 20.823235 408 4.934428 12.0 2 20.005419 19.465942 19.407846 19.517246 19.44485 19.182709 18.39648 18.94477 18.15471 19.079487 18.950811 18.966423 0.06478375 0.06558439 0.096319385 0.0931914 0.08863722 0.02767007 0.03508135 0.024131762 0.015591664 0.033053584 0.05846835 0.0524794 -0.13471700000000197 0.7900599999999969 0.04092531432340746 0.028730505103696662
HYDRA-0099 iDR3.HYDRA-0099.058739 157.75043194542434 -36.07021144412396 10.236457 289 3.821419 12.0 2 19.775127 19.243757 19.492863 19.287327 19.177128 19.006094 18.77451 18.626255 18.142633 18.553242 18.539152 18.44426 0.05444449 0.05579 0.10252808 0.07803658 0.072216295 0.02454511 0.045181554000000006 0.019323422 0.015429434 0.02204997 0.041901562 0.033806022000000005 0.07301299999999955 0.48362200000000044 0.029318864486725674 0.024727759125129797
HYDRA-0100 iDR3.HYDRA-0100.046192 160.68857554065735 -36.36306379285561 120.41497 3773 4.528587 12.0 3 19.838978 19.553574 19.238811 19.162151 19.140255 19.063372 18.939487 18.638496 18.228065 18.399866 18.33468 18.096502 0.053666096 0.06940703 0.08770608 0.0734111 0.07130703 0.024118712 0.046881292000000005 0.017021235 0.014833134 0.018790249 0.0349846 0.025801575 0.23863000000000056 0.4104309999999991 0.0253534198562487 0.022577517693209346
HYDRA-0100 iDR3.HYDRA-0100.049705 160.69550965445518 -36.33303417051222 144.39903 3369 5.788625 12.0 3 20.077404 19.847614 19.57499 19.730062 19.432972 19.319918 19.16975 18.832167 18.180365 18.613276000000006 18.525803 18.40241 0.06399429599999999 0.08655359 0.11350206 0.11375503 0.08904545 0.02867427 0.055269625 0.01936757 0.014404268 0.022026155 0.040743276 0.033166204 0.21889099999999218 0.651802 0.02933009157484724 0.02413681222367038
HYDRA-0100 iDR3.HYDRA-0100.064107 159.9530183096409 -36.02837600902453 21.308119 333 4.198994 12.0 3 19.650349 19.030865 19.00476 19.077663 19.024933 18.890686 18.72253 18.434774 17.579805 18.327822 18.343687 18.12554 0.048414815 0.049420003 0.07625805599999999 0.06984915 0.06632157 0.02178788 0.040826034 0.015270209 0.010334326 0.018185183 0.03598828 0.02699822 0.10695199999999971 0.8549690000000005 0.023746161029673196 0.018438480869582424
HYDRA-0101 iDR3.HYDRA-0101.063419 162.58549344785825 -36.04917373858355 16.764925 206 4.230012 12.0 2 19.73008 19.28549 19.027803 18.5322 18.442455 18.107208 17.924725 18.199677 17.650935999999994 18.13893 17.497020000000006 19.688818 0.04818556 0.054456905 0.07228173 0.0470153 0.04139177 0.013544657 0.024146058 0.013142464 0.011233986 0.015967293 0.02052086 0.103845276 0.06074700000000277 0.5487410000000068 0.020680396653331993 0.017289499745206393
